index,lastNameEn,lastNameGe,count
71734,matvietsi,მატვიეცი,1
71735,eiteneieri,ეიტენეიერი,1
71736,bidlinskaia,ბიდლინსკაია,1
71737,beliaki,ბელიაკი,1
71738,batiashvili-gelashvili,ბათიაშვილი-გელაშვილი,1
71739,alkova,ალკოვა,1
71740,puidokaite,პუიდოკაიტე,1
71741,linshtedt,ლინშტედტ,1
71742,kharjavanidze,ხარჯავანიძე,1
71743,tinchevi,ტინჩევი,1
71744,gokeli,გოკელი,1
71745,tsimbaluki,ციმბალუკი,1
71746,ogrizkova,ოგრიზკოვა,1
71747,taipukov,ტაიფუკოვ,1
71748,azdaridi-gavasheli,აზდარიდი-გავაშელი,1
71749,khorava-kekelia,ხორავა-კეკელია,1
71750,ghoghoberidze-gagnidze,ღოღობერიძე-გაგნიძე,1
71751,qersi,ქერსი,1
71752,qemoklidze-kankava,ქემოკლიძე-კანკავა,1
71753,stankusi,სტანკუსი,1
71754,simsimi,სიმსიმი,1
71755,simopulu,სიმოპულუ,1
71756,seriodkini,სერიოდკინი,1
71757,sergegia,სერგეგია,1
71758,polueqtova,პოლუექტოვა,1
71759,miuller,მიულლერ,1
71760,meskhi-sisauri,მესხი-სისაური,1
71761,machaidze-samkharadze,მაჩაიძე-სამხარაძე,1
71762,kontou,კონტოუ,1
71763,elarova,ელაროვა,1
71764,gvasalia-kintsurashvili,გვასალია-კინწურაშვილი,1
71765,botsvadze-aroshidze,ბოცვაძე-აროშიძე,1
71766,bandzeladze-surmava,ბანძელაძე-სურმავა,1
71767,amirejibi-maisuradze,ამირეჯიბი-მაისურაძე,1
71768,severova,სევეროვა,1
71769,petritsisi,პეტრიცისი,1
71770,lapuridu,ლაპურიდუ,1
71771,tilmani,თილმანი,1
71772,gulanova,გულანოვა,1
71773,giventali,გივენტალი,1
71774,burova,ბუროვა,1
71775,andriukovi,ანდრიუკოვი,1
71776,keil-beruchashvili,კეილ-ბერუჩაშვილი,1
71777,dashtanovi,დაშტანოვი,1
71778,slobodini,სლობოდინი,1
71779,kolotovkin,კოლოტოვკინ,1
71780,ruer,რუერ,1
71781,singleteri,სინგლეტერი,1
71782,pekle,პეკლე,1
71783,vsianski,ვსიანსკი,1
71784,golovatski,გოლოვაცკი,1
71785,cherskovi,ჩერსკოვი,1
71786,gavilovi,გავილოვი,1
71787,korkushi,კორკუში,1
71788,isaikin,ისაიკინ,1
71789,abumariam,აბუმარიამ,1
71790,jangirashvili-maisuradze,ჯანგირაშვილი-მაისურაძე,1
71791,noviki,ნოვიკი,1
71792,eqsiuziani,ექსიუზიანი,1
71793,benderskaia,ბენდერსკაია,1
71794,goshua-lutidze,გოშუა-ლუტიძე,1
71795,butkhuzi-avazashvili,ბუთხუზი-ავაზაშვილი,1
71796,rezakovi,რეზაკოვი,1
71797,shtadelmaier,შტადელმაიერ,1
71798,ghebrishvili,ღებრიშვილი,1
71799,piranishvili-gigiberia,ფირანიშვილი-გიგიბერია,1
71800,sulaberidze-daushvili,სულაბერიძე-დაუშვილი,1
71801,maqatsaria-chkhaidze,მაქაცარია-ჩხაიძე,1
71802,ilashvili-vanrensleri,ილაშვილი-ვანრენსლერი,1
71803,vansovskaia,ვანსოვსკაია,1
71804,dvali-margiani,დვალი-მარგიანი,1
71805,eiuboghlu,ეიუბოღლუ,1
71806,hiberti,ჰიბერტი,1
71807,jorketsiani,ჯორკეციანი,1
71808,tsivtsivadze-panchulidze,წივწივაძე-ფანჩულიძე,1
71809,shiriashvili,შირიაშვილი,1
71810,mushkudiani-ughur,მუშკუდიანი-უღურ,1
71811,maghalashvili-goginashvili,მაღალაშვილი-გოგინაშვილი,1
71812,margvelashvili-gurgenidze,მარგველაშვილი-გურგენიძე,1
71813,lashkhi-makharadze,ლაშხი-მახარაძე,1
71814,kalaniani,კალანიანი,1
71815,giorgadze-basilashvili,გიორგაძე-ბასილაშვილი,1
71816,betlz,ბეტლზ,1
71817,manelovi-demetrashvili,მანელოვი-დემეტრაშვილი,1
71818,tsanava-lataria,ცანავა-ლატარია,1
71819,kaminisi,კამინისი,1
71820,todua-kiladze,თოდუა-კილაძე,1
71821,baghaturia-de korte,ბაღათურია-დე კორტე,1
71822,bakhanashvili,ბახანაშვილი,1
71823,potaskaevi,პოტასკაევი,1
71824,jonstoni,ჯონსტონი,1
71825,chkhikvishvili-matchavariani,ჩხიკვიშვილი-მაჭავარიანი,1
71826,ghvaladze-tsitlauri,ღვალაძე-წითლაური,1
71827,rench-daraselia,რენჩ-დარასელია,1
71828,mtchedlishvili-nareklishvili,მჭედლიშვილი-ნარეკლიშვილი,1
71829,londaridze-qamkhadze,ლონდარიძე-ქამხაძე,1
71830,keshishovi,კეშიშოვი,1
71831,ginat,გინატ,1
71832,gelenava-sitchinava,გელენავა-სიჭინავა,1
71833,bauerhenn,ბაუერჰენნ,1
71834,khurtsilava-danelia,ხურცილავა-დანელია,1
71835,chkhikvadze-arziani,ჩხიკვაძე-არზიანი,1
71836,burdiladze-tape,ბურდილაძე-ტაპე,1
71837,javrishvili-mbousi,ჯავრიშვილი-მბოუსი,1
71838,sikharulidze-lipiridi,სიხარულიძე-ლიპირიდი,1
71839,ritstsi,რიცცი,1
71840,abuladze-chokheli,აბულაძე-ჩოხელი,1
71841,tsutsqiridze-quchuq,ცუცქირიძე-ქუჩუქ,1
71842,kotsba,კოცბა,1
71843,kovzonadze,კოვზონაძე,1
71844,tavazohi akhoureholiaei,თავაზოჰი ახოურეჰოლიაეი,1
71845,vladimirskaia,ვლადიმირსკაია,1
71846,gugova,გუგოვა,1
71847,galanina,გალანინა,1
71848,birchi,ბირჩი,1
71849,hougi,ჰოუგი,1
71850,halbert,ჰალბერტ,1
71851,javakhishvili-iveri,ჯავახიშვილი-ივერი,1
71852,tsikhistavi-lomidze,ციხისთავი-ლომიძე,1
71853,tsirekidze-vorisek,ცირეკიძე-ვორისეკ,1
71854,chugunadze-lourens,ჩუგუნაძე-ლოურენს,1
71855,chachua-adeishvili,ჩაჩუა-ადეიშვილი,1
71856,shubitidze-gigoshvili,შუბითიძე-გიგოშვილი,1
71857,shprenger,შპრენგერ,1
71858,shengelaia uing,შენგელაია უინგ,1
71859,khurashvili-lomsadze,ყურაშვილი-ლომსაძე,1
71860,qutelia-ghoniashvili,ქუთელია-ღონიაშვილი,1
71861,palk,ფალკ,1
71862,ternes,ტერნეს,1
71863,tekvadze,ტეკვაძე,1
71864,sitchinava-gvalia,სიჭინავა-გვალია,1
71865,sapronenko,საფრონენკო,1
71866,narimanishvili-mujirishvili,ნარიმანიშვილი-მუჯირიშვილი,1
71867,mtchedlishvili-zarich,მჭედლიშვილი-ზარიჩ,1
71868,mosashvili-shevardnadze,მოსაშვილი-შევარდნაძე,1
71869,matchavariani-qadagidze,მაჭავარიანი-ქადაგიძე,1
71870,lebsveridze,ლებსვერიძე,1
71871,kvitsiani-tserediani,კვიციანი-წერედიანი,1
71872,kalandadze-murjikneli,კალანდაძე-მურჯიკნელი,1
71873,ivanishvili-otarashvili,ივანიშვილი-ოთარაშვილი,1
71874,tatrishvili-mgeladze,თათრიშვილი-მგელაძე,1
71875,vardiashvili-gotsadze,ვარდიაშვილი-გოცაძე,1
71876,endeladze-abzianidze,ენდელაძე-აბზიანიძე,1
71877,gogoladze raian-heigani,გოგოლაძე რაიან-ჰეიგანი,1
71878,gogishvili-tchikaidze,გოგიშვილი-ჭიკაიძე,1
71879,gamilaghdishvili-gagua,გამილაღდიშვილი-გაგუა,1
71880,gadidze,გადიძე,1
71881,gabrielashvili-cherniauskiene,გაბრიელაშვილი-ჩერნიაუსკიენე,1
71882,bristeri,ბრისტერი,1
71883,ben ieshua,ბენ იეშუა,1
71884,bardavelidze-tore,ბარდაველიძე-თორე,1
71885,bagdavadze,ბაგდავაძე,1
71886,alenicheva,ალენიჩევა,1
71887,qerelidze,ქერელიძე,1
71888,sharangia-shevardnadze,შარანგია-შევარდნაძე,1
71889,pligeri,ფლიგერი,1
71890,nechepurenko,ნეჩეპურენკო,1
71891,burnuchevi,ბურნუჩევი,1
71892,qorqadze-eidermani,ქორქაძე-ეიდერმანი,1
71893,durikhanov,დურიხანოვ,1
71894,ustiuzhanova,უსტიუჟანოვა,1
71895,poddubnaia,პოდდუბნაია,1
71896,liuliakina,ლიულიაკინა,1
71897,maizel,მაიზელ,1
71898,pilimontseva,ფილიმონცევა,1
71899,surinova,სურინოვა,1
71900,pechionkina,პეჩიონკინა,1
71901,mosolova,მოსოლოვა,1
71902,lomidze-gabrichidze,ლომიძე-გაბრიჩიძე,1
71903,kovaletsi,კოვალეცი,1
71904,goldeni,გოლდენი,1
71905,bukhbinderi-khasidashvili,ბუხბინდერი-ხასიდაშვილი,1
71906,gabidzashvili-alkhazashvili,გაბიძაშვილი-ალხაზაშვილი,1
71907,hamida sakeri,ჰამიდა საკერი,1
71908,boiakhchini,ბოიახჩინი,1
71909,gutieva,გუტიევა,1
71910,tsaava-shonia,ცაავა-შონია,1
71911,paachashvili,პააჩაშვილი,1
71912,salimian-avdoevi,სალიმიან-ავდოევი,1
71913,pilimontsevi,ფილიმონცევი,1
71914,sherbini,შერბინი,1
71915,shakhijanovi,შახიჯანოვი,1
71916,qunidovi,ქუნიდოვი,1
71917,skrinnikov,სკრინნიკოვ,1
71918,rashchupkini,რაშჩუპკინი,1
71919,polezhaev,პოლეჟაევ,1
71920,persaevi,პერსაევი,1
71921,navrotski,ნავროცკი,1
71922,machalini,მაჩალინი,1
71923,malkhishevi,მალხიშევი,1
71924,korkhovi,კორხოვი,1
71925,ivanchiki,ივანჩიკი,1
71926,vadiani-javakhishvili,ვადიანი-ჯავახიშვილი,1
71927,gersesovi,გერსესოვი,1
71928,bubari,ბუბარი,1
71929,shibdirova,შიბდიროვა,1
71930,suslovskaia,სუსლოვსკაია,1
71931,kostilova,კოსტილოვა,1
71932,keil,კეილ,1
71933,karabutovi,კარაბუტოვი,1
71934,iaretskaia,იარეცკაია,1
71935,visochkina,ვისოჩკინა,1
71936,topolkaraevi,ტოპოლკარაევი,1
71937,saplini,საპლინი,1
71938,kushneri,კუშნერი,1
71939,korostelovi,კოროსტელოვი,1
71940,vozoviki,ვოზოვიკი,1
71941,skoibeda,სკოიბედა,1
71942,bolazovich,ბოლაზოვიჩ,1
71943,ghlonti-gzirishvili,ღლონტი-გზირიშვილი,1
71944,eqsanishvili,ექსანიშვილი,1
71945,bushuevi,ბუშუევი,1
71946,bitbunov,ბიტბუნოვ,1
71947,sharo lipatova,შარო ლიპატოვა,1
71948,gojiashvili-saluqvadze,გოჯიაშვილი-სალუქვაძე,1
71949,tomaradze-khaindrava,ტომარაძე-ხაინდრავა,1
71950,pidusti,პიდუსტი,1
71951,ogorodnikova,ოგოროდნიკოვა,1
71952,narkevichi,ნარკევიჩი,1
71953,krivoshapovi,კრივოშაპოვი,1
71954,barikina,ბარიკინა,1
71955,lapartian,ლაპარტიან,1
71956,turiani,ტურიანი,1
71957,miqiashvili-patiashvili,მიქიაშვილი-პატიაშვილი,1
71958,dominikovi,დომინიკოვი,1
71959,slesarchikovi,სლესარჩიკოვი,1
71960,mikirtichiants,მიკირტიჩიანც,1
71961,kovgan,კოვგან,1
71962,kutishevi,კუტიშევი,1
71963,kagarovi,კაგაროვი,1
71964,iakovetsi,იაკოვეცი,1
71965,amelin,ამელინ,1
71966,smekhunova,სმეხუნოვა,1
71967,sishenko,სიშენკო,1
71968,sirikovi,სირიკოვი,1
71969,riasinskaia,რიასინსკაია,1
71970,zhigai,ჟიგაი,1
71971,petsi,პეცი,1
71972,paltusova,პალტუსოვა,1
71973,ostalonova,ოსტალონოვა,1
71974,mokia,მოკია,1
71975,maspanova,მასპანოვა,1
71976,kostarova,კოსტაროვა,1
71977,bulatnikovi,ბულატნიკოვი,1
71978,adamia-paroldi,ადამია-ფაროლდი,1
71979,dolgoruk,დოლგორუკ,1
71980,potinovi,ფოტინოვი,1
71981,nadzhaparovi,ნადჟაფაროვი,1
71982,eidelman,ეიდელმან,1
71983,esilevskaia,ესილევსკაია,1
71984,eivina,ეივინა,1
71985,kastro marinas,კასტრო მარინას,1
71986,vebb,ვებბ,1
71987,shakhnabatova,შახნაბატოვა,1
71988,kononovichi,კონონოვიჩი,1
71989,kutser,კუცერ,1
71990,shakhpandarova,შახპანდაროვა,1
71991,rukhadze-turava,რუხაძე-ტურავა,1
71992,markov,მარკოვ,1
71993,kutueva,კუტუევა,1
71994,ialonovi,იალონოვი,1
71995,emersoni,ემერსონი,1
71996,chkhetiani-tavkhelishvili,ჩხეტიანი-თავყელიშვილი,1
71997,soipertis,სოიფერტის,1
71998,elishakov,ელიშაკოვ,1
71999,berkhamova,ბერხამოვა,1
72000,shilko,შილკო,1
72001,sanaia-gurchiani,სანაია-გურჩიანი,1
72002,haskel,ჰასკელ,1
72003,gelovani-andriu,გელოვანი-ანდრიუ,1
72004,qurtsikidze-dgebuadze,ქურციკიძე-დგებუაძე,1
72005,meliqidze-kereselidze,მელიქიძე-კერესელიძე,1
72006,megrelishvili-veshaguri,მეგრელიშვილი-ვეშაგური,1
72007,trudkova,ტრუდკოვა,1
72008,kvitnikh,კვიტნიხ,1
72009,gumbrevichute,გუმბრევიჩუტე,1
72010,baglaridu,ბაგლარიდუ,1
72011,kapanadze-pavlenishvili,კაპანაძე-ფავლენიშვილი,1
72012,iordanashvili-meladze,იორდანაშვილი-მელაძე,1
72013,sapranidi,საპრანიდი,1
72014,khetagurishvili,ხეთაგურიშვილი,1
72015,shuranova,შურანოვა,1
72016,treshina,ტრეშინა,1
72017,rodkevichi,როდკევიჩი,1
72018,pocheptsova,პოჩეპცოვა,1
72019,parachidi,პარაჩიდი,1
72020,papashvili-shiukashvili,პაპაშვილი-შიუკაშვილი,1
72021,ostrozhnaia,ოსტროჟნაია,1
72022,nizovtsova,ნიზოვცოვა,1
72023,mortenseni,მორტენსენი,1
72024,malqisheva,მალქიშევა,1
72025,lizhina,ლიჟინა,1
72026,kruglikova,კრუგლიკოვა,1
72027,kitsan,კიცან,1
72028,kiladze-lortqipanidze,კილაძე-ლორთქიფანიძე,1
72029,kiknadze-matchavariani,კიკნაძე-მაჭავარიანი,1
72030,kamanduridi,კამანდურიდი,1
72031,invianova,ინვიანოვა,1
72032,andreikova,ანდრეიკოვა,1
72033,aduashvili-aghniashvili,ადუაშვილი-აღნიაშვილი,1
72034,smaznova,სმაზნოვა,1
72035,lioda-qituashvili,ლიოდა-ქიტუაშვილი,1
72036,kushevskaia,კუშევსკაია,1
72037,klaiborn,კლაიბორნ,1
72038,kartavenko,კარტავენკო,1
72039,vilenskaia,ვილენსკაია,1
72040,boriuki,ბორიუკი,1
72041,popelish,პოპელიშ,1
72042,dunaenko,დუნაენკო,1
72043,harki,ჰარკი,1
72044,jugheli kampi,ჯუღელი კამპი,1
72045,khomeriki-silagadze,ხომერიკი-სილაგაძე,1
72046,dzagania-gade,ძაგანია-გადე,1
72047,chiqovani-tchighvaria,ჩიქოვანი-ჭიღვარია,1
72048,cheboksarova,ჩებოკსაროვა,1
72049,nuntsiata,ნუნციატა,1
72050,lochoshvili-grippin,ლოჩოშვილი-გრიფფინ,1
72051,lashqarava-omiadze,ლაშქარავა-ომიაძე,1
72052,lakshokova,ლაკშოკოვა,1
72053,kasim,კასიმ,1
72054,kazmararova,კაზმარაროვა,1
72055,zoziashvili-bakhutashvili,ზოზიაშვილი-ბახუტაშვილი,1
72056,vachnadze-elbaqidze,ვაჩნაძე-ელბაქიძე,1
72057,darakhvelidze-prioti,დარახველიძე-ფრიოტი,1
72058,dagargulia-khoperia,დაგარგულია-ხოფერია,1
72059,gurgenidze sabagh alvani,გურგენიძე საბაღ ალვანი,1
72060,gilashvili-losaberidze,გილაშვილი-ლოსაბერიძე,1
72061,gverdtsiteli-gogsadze,გვერდწითელი-გოგსაძე,1
72062,bogina,ბოგინა,1
72063,aleqseevskaia-manizhashvili,ალექსეევსკაია-მანიჟაშვილი,1
72064,povetkina,პოვეტკინა,1
72065,pesetskaia,პესეცკაია,1
72066,bialko,ბიალკო,1
72067,ivanova-babunashvili,ივანოვა-ბაბუნაშვილი,1
72068,bachakashvili-saralidze,ბაჩაკაშვილი-სარალიძე,1
72069,kerni,კერნი,1
72070,kakushadze-bakuradze,კაკუშაძე-ბაკურაძე,1
72071,nukradze-esaiashvili,ნუკრაძე-ესაიაშვილი,1
72072,ekhiskelova,ეხისკელოვა,1
72073,khristova,ხრისტოვა,1
72074,rodskaia,როდსკაია,1
72075,diulgiaridu,დიულგიარიდუ,1
72076,naideni,ნაიდენი,1
72077,lavilkini,ლავილკინი,1
72078,ishutinovi,იშუტინოვი,1
72079,zledeni,ზლედენი,1
72080,gorelkini,გორელკინი,1
72081,andreikovi,ანდრეიკოვი,1
72082,charchoglani,ჩარჩოგლანი,1
72083,patrikian,პატრიკიან,1
72084,kalajevi,კალაჯევი,1
72085,grazhenski,გრაჟენსკი,1
72086,taranovi,ტარანოვი,1
72087,obakhoin,ობახოინ,1
72088,mstoev,მსტოევ,1
72089,mammarella,მამმარელლა,1
72090,kaitandjan,კაიტანდჯან,1
72091,stulnikovi,სტულნიკოვი,1
72092,podubni,პოდუბნი,1
72093,kaitanjani,კაიტანჯანი,1
72094,vanetsian,ვანეციან,1
72095,demeduki,დემედუკი,1
72096,borinshtein,ბორინშტეინ,1
72097,bokolishvili,ბოკოლიშვილი,1
72098,khudaiberdieva,ხუდაიბერდიევა,1
72099,qelersaevi,ქელერსაევი,1
72100,kostaniani-popovi,კოსტანიანი-პოპოვი,1
72101,kameroni,კამერონი,1
72102,armentano,არმენტანო,1
72103,salimulini,სალიმულინი,1
72104,aliokhin,ალიოხინ,1
72105,qale,ქალე,1
72106,bakhishvili,ბახიშვილი,1
72107,movelidze-dzneladze,მოველიძე-ძნელაძე,1
72108,joisi,ჯოისი,1
72109,kholodenko,ხოლოდენკო,1
72110,daniel,დანიელ,1
72111,dabbs,დაბბს,1
72112,sik,სიკ,1
72113,buadze-abdushelishvili,ბუაძე-აბდუშელიშვილი,1
72114,potaskaev,პოტასკაევ,1
72115,pako,პაკო,1
72116,tchakenko,ტჩაკენკო,1
72117,maskaliovi,მასკალიოვი,1
72118,mansvetashvili,მანსვეტაშვილი,1
72119,voitsekhi,ვოიცეხი,1
72120,birmani,ბირმანი,1
72121,arkhangelski,არხანგელსკი,1
72122,gagliardi,გაგლიარდი,1
72123,torua-khaulashvili,ტორუა-ყაულაშვილი,1
72124,brelidze-dudziak,ბრელიძე-დუძიაკ,1
72125,odzelishvili,ოძელიშვილი,1
72126,khudaverdi,ხუდავერდი,1
72127,parenko,პარენკო,1
72128,struski,სტრუსკი,1
72129,shtadadze,შტადაძე,1
72130,qashbaia,ქაშბაია,1
72131,ponsen,პონსენ,1
72132,miulmani,მიულმანი,1
72133,kosovski,კოსოვსკი,1
72134,karakazovi,კარაკაზოვი,1
72135,iunanovi,იუნანოვი,1
72136,iorkhi,იორხი,1
72137,zavgoridni,ზავგორიდნი,1
72138,gusarovi,გუსაროვი,1
72139,paliani-oqropiridze,ფალიანი-ოქროპირიძე,1
72140,radlevski,რადლევსკი,1
72141,lomsadze-morchadze,ლომსაძე-მორჩაძე,1
72142,senozhenskaia,სენოჟენსკაია,1
72143,iustinskaia,იუსტინსკაია,1
72144,shutasi,შუტასი,1
72145,ezhelo,ეჟელო,1
72146,makhachian,მახაჩიან,1
72147,dondarovi,დონდაროვი,1
72148,augsti,აუგსტი,1
72149,shimbori,შიმბორი,1
72150,mukhiguli-makharadze,მუხიგული-მახარაძე,1
72151,lebedevichi,ლებედევიჩი,1
72152,kialishevi,კიალიშევი,1
72153,karnitskaia,კარნიცკაია,1
72154,vertinskaia,ვერტინსკაია,1
72155,avcharenko,ავჩარენკო,1
72156,burnuchian,ბურნუჩიან,1
72157,ingibarovi,ინგიბაროვი,1
72158,levenetsi,ლევენეცი,1
72159,jandan,ჯანდან,1
72160,taqseri,ტაქსერი,1
72161,gancharovi,განჩაროვი,1
72162,shnitseri,შნიცერი,1
72163,jibladze-botchorishvili,ჯიბლაძე-ბოჭორიშვილი,1
72164,kheipets,ხეიფეც,1
72165,lermontova,ლერმონტოვა,1
72166,ditmer,დიტმერ,1
72167,de mondolis-bagdasarovi,დე მონდოლის-ბაგდასაროვი,1
72168,gushiashvili,გუშიაშვილი,1
72169,bukhshtab,ბუხშტაბ,1
72170,davrishov,დავრიშოვ,1
72171,jimeli sulashvili,ჯიმელი სულაშვილი,1
72172,shambishvili,შამბიშვილი,1
72173,nadjaparovi,ნადჯაფაროვი,1
72174,livieva,ლივიევა,1
72175,petrulenko,პეტრულენკო,1
72176,mnjoian,მნჯოიან,1
72177,iashakiants,იაშაკიანც,1
72178,vuvunikiantsi,ვუვუნიკიანცი,1
72179,givental,გივენტალ,1
72180,tolpaevi,ტოლპაევი,1
72181,shakhijanova,შახიჯანოვა,1
72182,solomianiuki,სოლომიანიუკი,1
72183,romashina,რომაშინა,1
72184,gavlovichi,გავლოვიჩი,1
72185,nikolaeva-piodorova,ნიკოლაევა-ფიოდოროვა,1
72186,kamlia,კამლია,1
72187,lazarashvili-nadiradze,ლაზარაშვილი-ნადირაძე,1
72188,revazishvili-qoquashvili,რევაზიშვილი-ქოქუაშვილი,1
72189,mdivani-morou,მდივანი-მოროუ,1
72190,galageri,გალაგერი,1
72191,valiulini,ვალიულინი,1
72192,altaevi,ალტაევი,1
72193,kozharov,კოჟაროვ,1
72194,daevi,დაევი,1
72195,buiuklian,ბუიუკლიან,1
72196,bukshevannaia,ბუკშევანნაია,1
72197,shirinkin,შირინკინ,1
72198,kucheruki,კუჩერუკი,1
72199,gavrin,გავრინ,1
72200,dudetski,დუდეცკი,1
72201,borinshteini,ბორინშტეინი,1
72202,aleqseevski,ალექსეევსკი,1
72203,maqarova,მაქაროვა,1
72204,maisenko,მაისენკო,1
72205,chknavoriani,ჩკნავორიანი,1
72206,durglishvili-lomtadze,დურგლიშვილი-ლომთაძე,1
72207,japaridze-gotsadze,ჯაფარიძე-გოცაძე,1
72208,chmiga,ჩმიგა,1
72209,timashenko,ტიმაშენკო,1
72210,terk,ტერკ,1
72211,slobodina,სლობოდინა,1
72212,podrushniaki,პოდრუშნიაკი,1
72213,otavova,ოტავოვა,1
72214,medvedeva-sibashvili,მედვედევა-სიბაშვილი,1
72215,maisuradze-karilo,მაისურაძე-კარილო,1
72216,kntchadze,კნჭაძე,1
72217,viks,ვიკს,1
72218,valentin-bazirashvili,ვალენთინ-ბაზირაშვილი,1
72219,dolniki,დოლნიკი,1
72220,grikikiani,გრიკიკიანი,1
72221,golovashenko,გოლოვაშენკო,1
72222,broido,ბროიდო,1
72223,bit-babiki,ბით-ბაბიკი,1
72224,gertsvolpi,გერცვოლფი,1
72225,valiulina,ვალიულინა,1
72226,polovikova,პოლოვიკოვა,1
72227,tari,თარი,1
72228,barsikiani,ბარსიკიანი,1
72229,akhokhova,ახოხოვა,1
72230,pramhaaz,პრამჰააზ,1
72231,zhdanovich,ჟდანოვიჩ,1
72232,balabuevi,ბალაბუევი,1
72233,chetvertakov,ჩეტვერტაკოვ,1
72234,jalaliants,ჯალალიანც,1
72235,dzisi,ძისი,1
72236,sherentsi,შერენცი,1
72237,pursoni,ფურსონი,1
72238,sokalski,სოკალსკი,1
72239,rashchupkin,რაშჩუპკინ,1
72240,raitenbar,რაიტენბარ,1
72241,ppandt,პფანდტ,1
72242,orlotski,ორლოცკი,1
72243,mostovoi-urushadze,მოსტოვოი-ურუშაძე,1
72244,molodtsovi,მოლოდცოვი,1
72245,marudenko,მარუდენკო,1
72246,lisiakov,ლისიაკოვ,1
72247,kuzurmani,კუზურმანი,1
72248,kuzurman,კუზურმან,1
72249,kiranovi,კირანოვი,1
72250,kaipanjiani,კაიფანჯიანი,1
72251,zertsalov,ზერცალოვ,1
72252,velkin,ველკინ,1
72253,gilelisi,გილელისი,1
72254,bubariashvili,ბუბარიაშვილი,1
72255,bidamirch,ბიდამირჩ,1
72256,barkhatovi,ბარხატოვი,1
72257,baravkov,ბარავკოვ,1
72258,androsenko,ანდროსენკო,1
72259,tsintskuladze,წინწკულაძე,1
72260,pustovedennikova,პუსტოვედენნიკოვა,1
72261,manichi,მანიჩი,1
72262,iu su-na,იუ სუ-ნა,1
72263,kornoukhov,კორნოუხოვ,1
72264,iuzhaninova,იუჟანინოვა,1
72265,zhurilova,ჟურილოვა,1
72266,charchoghliani,ჩარჩოღლიანი,1
72267,shugarovi,შუგაროვი,1
72268,zhiviagina,ჟივიაგინა,1
72269,ponsen-tchelidze,პონსენ-ჭელიძე,1
72270,kutisheva,კუტიშევა,1
72271,votkinsoni,ვოტკინსონი,1
72272,gulst,გულსტ,1
72273,babaitseva,ბაბაიცევა,1
72274,adonieva,ადონიევა,1
72275,zhmerinetskaia,ჟმერინეცკაია,1
72276,tsunguashvili,წუნგუაშვილი,1
72277,andreianchenko,ანდრეიანჩენკო,1
72278,nemsadze-shanshiashvili,ნემსაძე-შანშიაშვილი,1
72279,timokhini,ტიმოხინი,1
72280,noniadisi,ნონიადისი,1
72281,goldbaumi,გოლდბაუმი,1
72282,prints pon saqsen altenburgi,პრინც ფონ საქსენ ალტენბურგი,1
72283,adigizalovi,ადიგიზალოვი,1
72284,khodoian,ხოდოიან,1
72285,rushanian-asiliani,რუშანიან-ასილიანი,1
72286,girgitova,გირგიტოვა,1
72287,sosiashvili-tsomaia,სოსიაშვილი-ცომაია,1
72288,rovals,როვალს,1
72289,voan,ვოან,1
72290,volman,ვოლმან,1
72291,ozen,ოზენ,1
72292,khirmasi,ხირმასი,1
72293,shoman,შომან,1
72294,avloeva,ავლოევა,1
72295,utalashvili,უთალაშვილი,1
72296,kubsh,კუბშ,1
72297,gotsiridze-giorgadze,გოცირიძე-გიორგაძე,1
72298,begelauri,ბეგელაური,1
72299,bazel,ბაზელ,1
72300,arevadze-akopiani,არევაძე-აკოფიანი,1
72301,arabidi,არაბიდი,1
72302,avlakhashvili-omiadze,ავლახაშვილი-ომიაძე,1
72303,muzikaeva,მუზიკაევა,1
72304,matcharadze-mtchedlishvili,მაჭარაძე-მჭედლიშვილი,1
72305,maisuradze-narimanidze,მაისურაძე-ნარიმანიძე,1
72306,pilkhazovi-dighmelashvili,ფილხაზოვი-დიღმელაშვილი,1
72307,shababov,შაბაბოვ,1
72308,gagnidze-gogoberishvili,გაგნიძე-გოგობერიშვილი,1
72309,kaservi,კასერვი,1
72310,bibilashvili-miladze,ბიბილაშვილი-მილაძე,1
72311,ajaeva,აჯაევა,1
72312,veler,ველერ,1
72313,jou,ჯოუ,1
72314,telaevi,თელაევი,1
72315,galajian,გალაჯიან,1
72316,dzvonik,დზვონიკ,1
72317,baltiskaia,ბალტისკაია,1
72318,akhmadiani,ახმადიანი,1
72319,popova-apkhazava,პოპოვა-აფხაზავა,1
72320,kakhiani-lukhutashvili,კახიანი-ლუხუტაშვილი,1
72321,chlaidze-kvirikashvili,ჩლაიძე-კვირიკაშვილი,1
72322,perges,ფერგეს,1
72323,shuden,შუდენ,1
72324,shlimani,შლიმანი,1
72325,pleks,ფლეკს,1
72326,rover,როვერ,1
72327,lebani(chikvashvili),ლებანი(ჩიკვაშვილი),1
72328,zikeeva,ზიკეევა,1
72329,dolidze-katcharava,დოლიძე-კაჭარავა,1
72330,gotsiridze-matchavariani,გოცირიძე-მაჭავარიანი,1
72331,gasner-japaridze,გასნერ-ჯაფარიძე,1
72332,al asmar,ალ ასმარ,1
72333,aptsiauri-hupnageli,აფციაური-ჰუფნაგელი,1
72334,ashrap zarei,აშრაფ ზარეი,1
72335,chichikashvili-abramishvili,ჩიჩიკაშვილი-აბრამიშვილი,1
72336,kholodni,ხოლოდნი,1
