index,lastNameEn,lastNameGe,count
1232,pirtskhelava,ფირცხელავა,661
1233,gagloshvili,გაგლოშვილი,661
1234,kbilashvili,კბილაშვილი,661
1235,amaghlobeli,ამაღლობელი,661
1236,bluashvili,ბლუაშვილი,660
1237,sibashvili,სიბაშვილი,660
1238,gogolidze,გოგოლიძე,660
1239,badalovi,ბადალოვი,659
1240,adamashvili,ადამაშვილი,659
1241,gejadze,გეჯაძე,658
1242,mdivani,მდივანი,658
1243,khasia,ხასია,657
1244,pashaevi,ფაშაევი,656
1245,kamladze,კამლაძე,656
1246,kotorashvili,კოტორაშვილი,656
1247,donadze,დონაძე,656
1248,tsiskarishvili,ცისკარიშვილი,655
1249,vardanidze,ვარდანიძე,654
1250,goginava,გოგინავა,653
1251,khidesheli,ხიდეშელი,653
1252,bibiluri,ბიბილური,652
1253,mirotadze,მიროტაძე,650
1254,khelaia,ხელაია,650
1255,abutidze,აბუთიძე,649
1256,tskrialashvili,წკრიალაშვილი,648
1257,ghibradze,ღიბრაძე,648
1258,doborjginidze,დობორჯგინიძე,648
1259,kelenjeridze,კელენჯერიძე,647
1260,kodua,კოდუა,647
1261,qamashidze,ქამაშიძე,646
1262,tatunashvili,ტატუნაშვილი,646
1263,tirqia,თირქია,646
1264,qvatadze,ქვათაძე,646
1265,darchidze,დარჩიძე,645
1266,khazarashvili,ყაზარაშვილი,645
1267,solomnishvili,სოლომნიშვილი,645
1268,mikhelidze,მიხელიძე,645
1269,chechelashvili,ჩეჩელაშვილი,645
1270,tchabukiani,ჭაბუკიანი,644
1271,tandilashvili,თანდილაშვილი,644
1272,chaganava,ჩაგანავა,644
1273,vibliani,ვიბლიანი,643
1274,varsimashvili,ვარსიმაშვილი,642
1275,qimeridze,ქიმერიძე,641
1276,goglidze,გოგლიძე,641
1277,rusia,რუსია,639
1278,kazarian,კაზარიან,637
1279,goradze,გორაძე,636
1280,piranishvili,ფირანიშვილი,636
1281,saparidze,საფარიძე,635
1282,balakhashvili,ბალახაშვილი,635
1283,eristavi,ერისთავი,635
1284,gordeladze,გორდელაძე,635
1285,kharadze,ხარაძე,634
1286,tchavtchanidze,ჭავჭანიძე,634
1287,malazonia,მალაზონია,634
1288,gurgenadze,გურგენაძე,634
1289,shalikashvili,შალიკაშვილი,633
1290,askerova,ასკეროვა,632
1291,chargazia,ჩარგაზია,632
1292,qistauri,ქისტაური,631
1293,mshvidobadze,მშვიდობაძე,630
1294,barkalaia,ბარკალაია,630
1295,patashuri,პატაშური,629
1296,intskirveli,ინწკირველი,629
1297,jolokhava,ჯოლოხავა,628
1298,zubashvili,ზუბაშვილი,628
1299,gazdeliani,გაზდელიანი,628
1300,tkhilaishvili,თხილაიშვილი,627
1301,maruashvili,მარუაშვილი,627
1302,jangirashvili,ჯანგირაშვილი,627
1303,tsotsonava,წოწონავა,626
1304,lebanidze,ლებანიძე,626
1305,tchikaidze,ჭიკაიძე,625
1306,mujiri,მუჯირი,625
1307,laghidze,ლაღიძე,625
1308,gazashvili,გაზაშვილი,624
1309,bujiashvili,ბუჯიაშვილი,623
1310,verdzadze,ვერძაძე,622
1311,ninidze,ნინიძე,622
1312,naroushvili,ნაროუშვილი,622
1313,darsavelidze,დარსაველიძე,622
1314,gurgenashvili,გურგენაშვილი,621
1315,sharia,შარია,621
1316,qutelia,ქუთელია,621
1317,saparova,საფაროვა,621
1318,dvalidze,დვალიძე,621
1319,giorgashvili,გიორგაშვილი,620
1320,chutlashvili,ჩუთლაშვილი,620
1321,ebanoidze,ებანოიძე,620
1322,mariamidze,მარიამიძე,620
1323,pashaeva,ფაშაევა,619
1324,asabashvili,ასაბაშვილი,619
1325,mosulishvili,მოსულიშვილი,619
1326,gabadadze,გაბადაძე,618
1327,qareli,ქარელი,618
1328,tchezhia,ჭეჟია,618
1329,qinqladze,ქინქლაძე,617
1330,elikashvili,ელიკაშვილი,616
1331,oqriashvili,ოქრიაშვილი,616
1332,saatashvili,საათაშვილი,615
1333,dzamashvili,ძამაშვილი,615
1334,avsajanishvili,ავსაჯანიშვილი,614
1335,gerliani,გერლიანი,613
1336,kulievi,კულიევი,613
1337,mshvildadze,მშვილდაძე,612
1338,giorkhelidze,გიორხელიძე,612
1339,khubulava,ხუბულავა,611
1340,dzuliashvili,ძულიაშვილი,611
1341,getia,გეთია,611
1342,karelidze,კარელიძე,610
1343,qristesiashvili,ქრისტესიაშვილი,610
1344,maisashvili,მაისაშვილი,610
1345,midelashvili,მიდელაშვილი,609
1346,dolaberidze,დოლაბერიძე,609
1347,tvaradze,თვარაძე,608
1348,pailodze,ფაილოძე,607
1349,matcharadze,მაჭარაძე,607
1350,goliadze,გოლიაძე,606
1351,kirakosiani,კირაკოსიანი,605
1352,berekashvili,ბერეკაშვილი,604
1353,popovi,პოპოვი,604
1354,alaverdashvili,ალავერდაშვილი,603
1355,ruadze,რუაძე,603
1356,apriamashvili,აფრიამაშვილი,602
1357,abramashvili,აბრამაშვილი,602
1358,rustamova,რუსტამოვა,602
1359,khochiashvili,ყოჩიაშვილი,602
1360,khubuluri,ხუბულური,602
1361,gasviani,გასვიანი,601
1362,tchotchua,ჭოჭუა,601
1363,khuntsaria,ხუნწარია,601
1364,popiashvili,პოპიაშვილი,601
1365,qumsiashvili,ქუმსიაშვილი,601
1366,gegenava,გეგენავა,601
1367,khachaturian,ხაჩატურიან,600
1368,songhulashvili,სონღულაშვილი,599
1369,makharoblidze,მახარობლიძე,599
1370,broladze,ბროლაძე,599
1371,memanishvili,მემანიშვილი,599
1372,burjaliani,ბურჯალიანი,598
1373,ghambarashvili,ღამბარაშვილი,598
1374,bitchikashvili,ბიჭიკაშვილი,598
1375,gogelia,გოგელია,598
1376,qadaria,ქადარია,598
1377,jangulashvili,ჯანგულაშვილი,598
1378,parqosadze,ფარქოსაძე,597
1379,babaeva,ბაბაევა,597
1380,lomashvili,ლომაშვილი,597
1381,saladze,სალაძე,597
1382,zubiashvili,ზუბიაშვილი,597
1383,kakachia,კაკაჩია,596
1384,todria,თოდრია,596
1385,khunashvili,ხუნაშვილი,595
1386,chalatashvili,ჩალათაშვილი,595
1387,chachibaia,ჩაჩიბაია,595
1388,noghaideli,ნოღაიდელი,594
1389,peranidze,პერანიძე,594
1390,zurashvili,ზურაშვილი,594
1391,tskhvediani,ცხვედიანი,594
1392,buliskeria,ბულისკერია,593
1393,aivazova,აივაზოვა,593
1394,khinikadze,ხინიკაძე,592
1395,tchipashvili,ჭიპაშვილი,592
1396,kuntchulia,კუნჭულია,590
1397,vakhtangishvili,ვახტანგიშვილი,590
1398,iskandarova,ისკანდაროვა,589
1399,miruashvili,მირუაშვილი,589
1400,jakhaia,ჯახაია,589
1401,kvetenadze,კვეტენაძე,589
1402,apridonidze,აფრიდონიძე,589
1403,lutidze,ლუტიძე,589
1404,gogashvili,გოგაშვილი,588
1405,saltkhutsishvili,სალთხუციშვილი,588
1406,datukishvili,დათუკიშვილი,588
1407,chkhapelia,ჩხაპელია,587
1408,tchurghulia,ჭურღულია,587
1409,gabrielian,გაბრიელიან,586
1410,tchavtchavadze,ჭავჭავაძე,586
1411,jangveladze,ჯანგველაძე,585
1412,qerdikhoshvili,ქერდიყოშვილი,584
1413,qvlividze,ქვლივიძე,584
1414,ghvedashvili,ღვედაშვილი,584
1415,dighmelashvili,დიღმელაშვილი,583
1416,mestvirishvili,მესტვირიშვილი,583
1417,zviadauri,ზვიადაური,582
1418,sharipova,შარიფოვა,581
1419,chaligava,ჩალიგავა,581
1420,gochiashvili,გოჩიაშვილი,581
1421,khaburzania,ხაბურზანია,581
1422,qasrashvili,ქასრაშვილი,581
1423,matsaberidze,მაცაბერიძე,579
1424,ekhvaia,ეხვაია,579
1425,khudoiani,ხუდოიანი,579
1426,gabitashvili,გაბიტაშვილი,578
1427,sanadze,სანაძე,578
1428,makhmudovi,მახმუდოვი,577
1429,sadaghashvili,სადაღაშვილი,577
1430,stepaniani,სტეფანიანი,576
1431,jokharidze,ჯოხარიძე,576
1432,jariashvili,ჯარიაშვილი,576
1433,khubaneishvili,ყუბანეიშვილი,576
1434,sarqisovi,სარქისოვი,575
1435,makhishvili,მაყიშვილი,574
1436,jmukhadze,ჯმუხაძე,574
1437,maghaldadze,მაღალდაძე,574
1438,psuturi,ფსუტური,573
1439,tvaliashvili,თვალიაშვილი,573
1440,bichinashvili,ბიჩინაშვილი,572
1441,janezashvili,ჯანეზაშვილი,572
1442,tsiqoridze,წიქორიძე,572
1443,tsopurashvili,ცოფურაშვილი,572
1444,vashalomidze,ვაშალომიძე,572
1445,baghishvili,ბაღიშვილი,571
1446,qobulashvili,ქობულაშვილი,571
1447,sulashvili,სულაშვილი,570
1448,mamadashvili,მამადაშვილი,570
1449,chqareuli,ჩქარეული,570
1450,arghvliani,არღვლიანი,570
1451,chantladze,ჩანტლაძე,570
1452,zukhbaia,ზუხბაია,569
1453,niniashvili,ნინიაშვილი,569
1454,ukleba,უკლება,569
1455,beglarashvili,ბეგლარაშვილი,569
1456,mtiulishvili,მთიულიშვილი,568
1457,chakhvashvili,ჩახვაშვილი,567
1458,qiqava,ქიქავა,567
1459,gurbanova,გურბანოვა,567
1460,dekanosidze,დეკანოსიძე,567
1461,mardaleishvili,მარდალეიშვილი,566
1462,tatulashvili,თათულაშვილი,566
1463,goshadze,გოშაძე,566
1464,tsinaridze,ცინარიძე,565
1465,koghuashvili,კოღუაშვილი,565
1466,iosava,იოსავა,565
1467,chirgadze,ჩირგაძე,565
1468,ediberidze,ედიბერიძე,565
1469,pirtakhia,პირტახია,563
1470,tlashadze,ტლაშაძე,563
1471,changelia,ჩანგელია,562
1472,tsindeliani,ცინდელიანი,562
1473,sabanadze,საბანაძე,562
1474,ioramashvili,იორამაშვილი,561
1475,andriadze,ანდრიაძე,561
1476,chogadze,ჩოგაძე,560
1477,darsania,დარსანია,560
1478,bitadze,ბითაძე,560
1479,mshvenieradze,მშვენიერაძე,560
1480,gatenadze,გათენაძე,559
1481,kutchashvili,კუჭაშვილი,559
1482,lekveishvili,ლეკვეიშვილი,559
1483,kakaladze,კაკალაძე,558
1484,sutidze,სუთიძე,558
1485,getiashvili,გეთიაშვილი,558
1486,bedinadze,ბედინაძე,557
1487,tsitsvidze,ციცვიძე,557
1488,vartanian,ვართანიან,557
1489,gvimradze,გვიმრაძე,555
1490,saakian,სააკიან,554
1491,tvalabeishvili,თვალაბეიშვილი,554
1492,konjaria,კონჯარია,554
1493,kikvidze,კიკვიძე,554
1494,nakhutsrishvili,ნახუცრიშვილი,554
1495,khantadze,ხანთაძე,553
1496,gochitashvili,გოჩიტაშვილი,551
1497,migriauli,მიგრიაული,551
1498,gurbanovi,გურბანოვი,550
1499,tsiteladze,წითელაძე,550
1500,sepashvili,სეფაშვილი,550
1501,khazhomia,ხაჟომია,550
1502,simsive,სიმსივე,550
1503,kirakosian,კირაკოსიან,548
1504,bunturi,ბუნტური,548
1505,abuseridze,აბუსერიძე,548
1506,koshadze,კოშაძე,548
1507,topadze,თოფაძე,548
1508,kikacheishvili,კიკაჩეიშვილი,548
1509,gventsadze,გვენცაძე,548
1510,chkhenkeli,ჩხენკელი,548
1511,sukhishvili,სუხიშვილი,548
1512,aspanidze,ასპანიძე,547
1513,chutkerashvili,ჩუტკერაშვილი,547
1514,kervalishvili,კერვალიშვილი,547
1515,mamukelashvili,მამუკელაშვილი,546
1516,mezurnishvili,მეზურნიშვილი,546
1517,sisvadze,სისვაძე,545
1518,komladze,კომლაძე,545
1519,gogebashvili,გოგებაშვილი,544
1520,sadikovi,სადიკოვი,543
1521,gulieva,გულიევა,543
1522,bachilava,ბაჩილავა,543
1523,pridonashvili,ფრიდონაშვილი,542
1524,giorgidze,გიორგიძე,542
1525,evgenidze,ევგენიძე,542
1526,chochia,ჩოჩია,542
1527,gorozia,გოროზია,541
1528,zibzibadze,ზიბზიბაძე,541
1529,chargeishvili,ჩარგეიშვილი,541
1530,bostoghanashvili,ბოსტოღანაშვილი,541
1531,sulava,სულავა,541
1532,morchadze,მორჩაძე,540
1533,sukhashvili,სუხაშვილი,540
1534,kharashvili,ყარაშვილი,540
1535,kekutia,კეკუტია,539
1536,khutsurauli,ხუცურაული,539
1537,khuparadze,ყუფარაძე,539
1538,abralava,აბრალავა,538
1539,jioshvili,ჯიოშვილი,538
1540,khanchaveli,ყანჩაველი,538
1541,qometiani,ქომეთიანი,538
1542,keshelava,კეშელავა,538
1543,megeneishvili,მეგენეიშვილი,538
1544,chukhua,ჩუხუა,536
1545,tsinadze,ცინაძე,536
1546,doliashvili,დოლიაშვილი,536
1547,makasarashvili,მაკასარაშვილი,536
1548,gamsakhurdia,გამსახურდია,536
1549,tetruashvili,თეთრუაშვილი,536
1550,murghulia,მურღულია,536
1551,poladashvili,ფოლადაშვილი,536
1552,motsonelidze,მოწონელიძე,535
1553,qashibadze,ქაშიბაძე,535
1554,osipovi,ოსიპოვი,535
1555,sharvadze,შარვაძე,535
1556,gunia,გუნია,535
1557,iosebashvili,იოსებაშვილი,534
1558,nergadze,ნერგაძე,534
1559,molashkhia,მოლაშხია,533
1560,bantsadze,ბანცაძე,532
1561,shaishmelashvili,შაიშმელაშვილი,532
1562,gordeziani,გორდეზიანი,532
1563,alpaidze,ალფაიძე,532
1564,chigogidze,ჩიგოგიძე,532
1565,ghatchava,ღაჭავა,531
1566,qukhilava,ქუხილავა,531
1567,abramiani,აბრამიანი,530
1568,korashvili,კორაშვილი,530
1569,sherazadishvili,შერაზადიშვილი,530
1570,kikadze,კიკაძე,528
1571,sadikova,სადიკოვა,528
1572,khakhutaishvili,ხახუტაიშვილი,528
1573,jvarsheishvili,ჯვარშეიშვილი,527
1574,maghalashvili,მაღალაშვილი,527
1575,tsarukian,წარუკიან,526
1576,saghinadze,საღინაძე,526
1577,tskhomelidze,ცხომელიძე,526
1578,aloiani,ალოიანი,526
1579,chemia,ჩემია,525
1580,utiashvili,უთიაშვილი,525
1581,goderidze,გოდერიძე,524
1582,tsiqaridze,წიქარიძე,524
1583,ergemlidze,ერგემლიძე,523
1584,khaindrava,ხაინდრავა,523
1585,solomonidze,სოლომონიძე,522
1586,uglava,უგლავა,522
1587,asambadze,ასამბაძე,522
1588,rapava,რაფავა,522
1589,babutsidze,ბაბუციძე,522
1590,kokhodze,კოხოძე,521
1591,tabuashvili,თაბუაშვილი,521
1592,manchkhashvili,მანჩხაშვილი,521
1593,amiridze,ამირიძე,521
1594,shavshishvili,შავშიშვილი,521
1595,losaberidze,ლოსაბერიძე,520
1596,samkhurashvili,სამყურაშვილი,520
1597,demetradze,დემეტრაძე,520
1598,bukhaidze,ბუხაიძე,520
1599,veshaguri,ვეშაგური,519
1600,okhujava,ოყუჯავა,519
1601,poghosian,პოღოსიან,518
1602,qadagidze,ქადაგიძე,518
1603,epitashvili,ეპიტაშვილი,518
1604,chapichadze,ჩაფიჩაძე,518
1605,kharaulashvili,ყარაულაშვილი,518
1606,khetaguri,ხეთაგური,517
1607,popova,პოპოვა,517
1608,gvantseladze,გვანცელაძე,517
1609,davladze,დავლაძე,516
1610,kvantrishvili,კვანტრიშვილი,516
1611,khidasheli,ხიდაშელი,516
1612,dadunashvili,დადუნაშვილი,516
1613,qoroghlishvili,ქოროღლიშვილი,516
1614,elisashvili,ელისაშვილი,515
1615,gabodze,გაბოძე,514
1616,quridze,ქურიძე,514
1617,chitidze,ჩიტიძე,514
1618,shashiashvili,შაშიაშვილი,513
1619,burnadze,ბურნაძე,513
1620,lazishvili,ლაზიშვილი,512
1621,chachkhiani,ჩაჩხიანი,512
1622,machitadze,მაჩიტაძე,512
1623,kulieva,კულიევა,511
1624,khintibidze,ხინთიბიძე,511
1625,berozashvili,ბეროზაშვილი,511
1626,iritsian,ირიციან,510
1627,mirzaevi,მირზაევი,510
1628,ptsqialadze,ფცქიალაძე,510
1629,iakobishvili,იაკობიშვილი,510
1630,epremidze,ეფრემიძე,509
1631,lashkhi,ლაშხი,509
1632,lolua,ლოლუა,509
1633,daneliani,დანელიანი,508
1634,nioradze,ნიორაძე,507
1635,tchania,ჭანია,507
1636,makalatia,მაკალათია,506
1637,talakvadze,თალაკვაძე,506
1638,altunashvili,ალთუნაშვილი,506
1639,gordadze,გორდაძე,506
1640,gundadze,გუნდაძე,505
1641,bazerashvili,ბაზერაშვილი,505
1642,mekokishvili,მეკოკიშვილი,505
1643,jghamadze,ჯღამაძე,505
1644,miqelashvili,მიქელაშვილი,505
1645,mangoshvili,მანგოშვილი,505
1646,araqelian,არაქელიან,504
1647,nemstsveridze,ნემსწვერიძე,504
1648,jamaspishvili,ჯამასპიშვილი,504
1649,devnozashvili,დევნოზაშვილი,503
1650,sabiashvili,საბიაშვილი,502
1651,bazadze,ბაზაძე,502
1652,gumbatovi,გუმბათოვი,501
1653,zazashvili,ზაზაშვილი,501
1654,gvishiani,გვიშიანი,501
1655,pirievi,პირიევი,500
1656,kvikvinia,კვიკვინია,500
1657,adamian,ადამიან,500
1658,metonidze,მეტონიძე,500
1659,sultanishvili,სულთანიშვილი,500
1660,balkhamishvili,ბალხამიშვილი,500
1661,bagauri,ბაგაური,499
1662,obolashvili,ობოლაშვილი,499
1663,khukhunaishvili,ხუხუნაიშვილი,499
1664,stepanian,სტეფანიან,498
1665,davidovi,დავიდოვი,498
1666,eminovi,ემინოვი,497
1667,omanadze,ომანაძე,497
1668,ivanashvili,ივანაშვილი,497
1669,tsirdava,ცირდავა,497
1670,sadghobelashvili,სადღობელაშვილი,496
1671,shergelashvili,შერგელაშვილი,496
1672,mamniashvili,მამნიაშვილი,496
1673,dangadze,დანგაძე,496
1674,kutubidze,კუტუბიძე,496
1675,tukvadze,ტუკვაძე,495
1676,kamkamidze,კამკამიძე,495
1677,qavtarashvili,ქავთარაშვილი,494
1678,ghvinashvili,ღვინაშვილი,494
1679,shatakishvili,შატაკიშვილი,494
1680,telia,თელია,494
1681,jankhoteli,ჯანხოთელი,494
1682,shalvashvili,შალვაშვილი,493
1683,barnovi,ბარნოვი,493
1684,chomakhidze,ჩომახიძე,493
1685,dabrundashvili,დაბრუნდაშვილი,492
1686,apkhadze,აფხაძე,490
1687,sakandelidze,საკანდელიძე,489
1688,saldadze,სალდაძე,488
1689,khaduri,ხადური,488
1690,molashvili,მოლაშვილი,488
1691,simonia,სიმონია,488
1692,subeliani,სუბელიანი,488
1693,basharuli,ბაშარული,488
1694,qoqoshvili,ქოქოშვილი,486
1695,qemoklidze,ქემოკლიძე,486
1696,rizhvadze,რიჟვაძე,486
1697,sulakadze,სულაკაძე,485
1698,migineishvili,მიგინეიშვილი,484
1699,saghirashvili,საღირაშვილი,484
1700,doreuli,დორეული,484
1701,arutiunian,არუთიუნიან,483
1702,zeinalovi,ზეინალოვი,483
1703,badzgaradze,ბაძგარაძე,483
1704,zaqarashvili,ზაქარაშვილი,482
1705,bzikadze,ბზიკაძე,482
1706,davitiani,დავითიანი,482
1707,matkava,მატკავა,481
1708,burkadze,ბურკაძე,481
1709,buziashvili,ბუზიაშვილი,480
1710,kutalia,კუტალია,480
1711,baramashvili,ბარამაშვილი,480
1712,khatashvili,ხათაშვილი,480
1713,javashvili,ჯავაშვილი,480
1714,garuchava,გარუჩავა,478
1715,karaevi,კარაევი,478
1716,ghavtadze,ღავთაძე,478
1717,siprashvili,სიფრაშვილი,477
1718,tarkhnishvili,თარხნიშვილი,477
1719,antonian,ანტონიან,476
1720,svianadze,სვიანაძე,476
1721,dzebisashvili,ძებისაშვილი,476
1722,imnaishvili,იმნაიშვილი,476
1723,kakalashvili,კაკალაშვილი,476
1724,jananashvili,ჯანანაშვილი,475
1725,chilingarashvili,ჩილინგარაშვილი,475
1726,mazanishvili,მაზანიშვილი,475
1727,paposhvili,პაპოშვილი,474
1728,vardoshvili,ვარდოშვილი,474
1729,tamarashvili,თამარაშვილი,474
1730,chagunava,ჩაგუნავა,474
1731,gamkhitashvili,გამხიტაშვილი,474
1732,araqeliani,არაქელიანი,474
1733,badalova,ბადალოვა,473
1734,qvaraia,ქვარაია,473
1735,gamtsemlidze,გამცემლიძე,473
1736,jomidava,ჯომიდავა,472
1737,askarovi,ასკაროვი,472
1738,chanadiri,ჩანადირი,472
1739,lazariashvili,ლაზარიაშვილი,472
1740,tandashvili,თანდაშვილი,472
1741,dzigua,ძიგუა,472
1742,gongladze,გონგლაძე,471
1743,burdiashvili,ბურდიაშვილი,471
1744,qashakashvili,ქაშაკაშვილი,471
1745,khukhua,ხუხუა,470
1746,qartlelishvili,ქართლელიშვილი,469
1747,iarajuli,იარაჯული,469
1748,chkhobadze,ჩხობაძე,469
1749,borashvili,ბორაშვილი,469
1750,papoian,პაპოიან,469
1751,shanshiashvili,შანშიაშვილი,469
1752,ochkhikidze,ოჩხიკიძე,468
1753,jimshitashvili,ჯიმშიტაშვილი,468
1754,qurkhuli,ქურხული,468
1755,toklikishvili,ტოკლიკიშვილი,468
1756,labartkhava,ლაბარტყავა,468
1757,khurua,ყურუა,467
1758,zhordania,ჟორდანია,467
1759,oqromelidze,ოქრომელიძე,466
1760,gegia,გეგია,466
1761,shekhriladze,შეყრილაძე,466
1762,mosashvili,მოსაშვილი,466
1763,kusrashvili,კუსრაშვილი,466
1764,manasian,მანასიან,465
1765,abeslamidze,აბესლამიძე,465
1766,marghania,მარღანია,465
1767,voskaniani,ვოსკანიანი,465
1768,chavleishvili,ჩავლეიშვილი,465
1769,melqoniani,მელქონიანი,465
1770,satseradze,საცერაძე,464
1771,bibichadze,ბიბიჩაძე,464
1772,sarievi,სარიევი,464
1773,mandzulashvili,მანძულაშვილი,464
1774,turabelidze,ტურაბელიძე,464
1775,ustiashvili,უსტიაშვილი,464
1776,nazghaidze,ნაზღაიძე,464
1777,shaverdashvili,შავერდაშვილი,464
1778,tchitchiashvili,ჭიჭიაშვილი,463
1779,geradze,გერაძე,463
1780,khruashvili,ყრუაშვილი,463
1781,naveriani,ნავერიანი,463
1782,tikaradze,ტიკარაძე,463
1783,mamageishvili,მამაგეიშვილი,463
1784,arutunian,არუთუნიან,462
1785,zeinalova,ზეინალოვა,462
1786,gugulashvili,გუგულაშვილი,462
1787,gabarashvili,გაბარაშვილი,462
1788,saneblidze,სანებლიძე,462
1789,torchinava,ტორჩინავა,460
1790,basaria,ბასარია,460
1791,khinkiladze,ხინკილაძე,459
1792,khizanashvili,ხიზანაშვილი,459
1793,chiburdanidze,ჩიბურდანიძე,459
1794,vakhania,ვახანია,459
1795,gurabanidze,გურაბანიძე,459
1796,khavtasi,ხავთასი,459
1797,otkhozoria,ოთხოზორია,458
1798,zerekidze,ზერეკიძე,458
1799,aivaziani,აივაზიანი,458
1800,marabian,მარაბიან,457
1801,alimbarashvili,ალიმბარაშვილი,457
1802,jiqurashvili,ჯიქურაშვილი,456
1803,kukuladze,კუკულაძე,456
1804,bagdasariani,ბაგდასარიანი,456
1805,titvinidze,ტიტვინიძე,455
1806,cherqezia,ჩერქეზია,455
1807,dzandzava,ძანძავა,455
1808,gigiberia,გიგიბერია,455
1809,ejibia,ეჯიბია,455
1810,marqariani,მარქარიანი,455
1811,prangishvili,ფრანგიშვილი,454
1812,mirzaeva,მირზაევა,453
1813,dikhaminjia,დიხამინჯია,453
1814,makhmudova,მახმუდოვა,453
1815,jojishvili,ჯოჯიშვილი,453
1816,gojaevi,გოჯაევი,453
1817,abdushelishvili,აბდუშელიშვილი,453
1818,karanadze,კარანაძე,453
1819,paikidze,პაიკიძე,453
1820,qachlishvili,ქაჩლიშვილი,452
1821,bakhutashvili,ბახუტაშვილი,452
1822,toroshelidze,ტოროშელიძე,452
1823,bubuteishvili,ბუბუტეიშვილი,452
1824,babaiani,ბაბაიანი,452
1825,sanodze,სანოძე,451
1826,gabidzashvili,გაბიძაშვილი,451
1827,lominashvili,ლომინაშვილი,451
1828,museliani,მუსელიანი,450
1829,bestavashvili,ბესტავაშვილი,450
1830,turqia,თურქია,449
1831,kusiani,კუსიანი,449
1832,tchumbadze,ჭუმბაძე,449
1833,amashukeli,ამაშუკელი,449
1834,jalilovi,ჯალილოვი,448
1835,shalikiani,შალიკიანი,448
1836,galdava,გალდავა,448
1837,gugunava,გუგუნავა,447
1838,buskhrikidze,ბუსხრიკიძე,447
1839,baqanidze,ბაქანიძე,447
1840,huseinovi,ჰუსეინოვი,446
1841,alazovi,ალაზოვი,446
1842,jangavadze,ჯანგავაძე,446
1843,shavliashvili,შავლიაშვილი,446
1844,gochashvili,გოჩაშვილი,446
1845,qamkhadze,ქამხაძე,446
1846,lashqarashvili,ლაშქარაშვილი,446
1847,barateli,ბარათელი,446
1848,spanderashvili,სპანდერაშვილი,445
1849,velieva,ველიევა,445
1850,nadashvili,ნადაშვილი,445
1851,sarqisian,სარქისიან,445
1852,tsankashvili,ცანკაშვილი,444
1853,gogotishvili,გოგოტიშვილი,444
1854,askarova,ასკაროვა,443
1855,tsimintia,ციმინტია,443
1856,margvelani,მარგველანი,443
1857,aghdgomelashvili,აღდგომელაშვილი,443
1858,qitoshvili,ქიტოშვილი,443
1859,kveselava,კვესელავა,443
1860,tsotskolauri,წოწკოლაური,443
1861,bdoian,ბდოიან,442
1862,samnidze,სამნიძე,442
1863,kemularia,კემულარია,442
1864,tedeshvili,თედეშვილი,442
1865,bartia,ბართია,441
1866,poladishvili,ფოლადიშვილი,441
1867,jaoshvili,ჯაოშვილი,441
1868,munjishvili,მუნჯიშვილი,441
1869,rtveliashvili,რთველიაშვილი,441
1870,gabinashvili,გაბინაშვილი,439
1871,khazalia,ხაზალია,439
1872,khorguashvili,ხორგუაშვილი,439
1873,khosroshvili,ხოსროშვილი,439
1874,chavleshvili,ჩავლეშვილი,439
1875,qemashvili,ქემაშვილი,439
1876,bedoidze,ბედოიძე,439
1877,goduadze,გოდუაძე,438
1878,tchapodze,ჭაფოძე,438
1879,gulashvili,გულაშვილი,438
1880,tadiashvili,თადიაშვილი,438
1881,milorava,მილორავა,438
1882,topchishvili,თოფჩიშვილი,438
1883,eqizashvili,ექიზაშვილი,438
1884,talibovi,ტალიბოვი,437
1885,khabelashvili,ხაბელაშვილი,437
1886,pilauri,ფილაური,437
1887,chkhvimiani,ჩხვიმიანი,437
1888,bitskinashvili,ბიწკინაშვილი,437
1889,sadunishvili,სადუნიშვილი,437
1890,kortava,კორტავა,437
1891,kovziridze,კოვზირიძე,437
1892,vatsadze,ვაწაძე,436
1893,dokhnadze,დოხნაძე,436
1894,kutivadze,კუტივაძე,436
1895,arbolishvili,არბოლიშვილი,436
1896,ubiria,უბირია,436
1897,qurdiani,ქურდიანი,436
1898,qarchkhadze,ქარჩხაძე,436
1899,khardziani,ხარძიანი,435
1900,gabelashvili,გაბელაშვილი,435
1901,bitchashvili,ბიჭაშვილი,435
1902,samniashvili,სამნიაშვილი,434
1903,khokhobashvili,ხოხობაშვილი,434
1904,margalitadze,მარგალიტაძე,433
1905,grigolashvili,გრიგოლაშვილი,433
1906,martirosian,მარტიროსიან,432
1907,tsamalaidze,წამალაიძე,432
1908,qapianidze,ქაფიანიძე,432
1909,chilindrishvili,ჩილინდრიშვილი,432
1910,gumbatova,გუმბათოვა,431
1911,shamanadze,შამანაძე,431
1912,bagalishvili,ბაგალიშვილი,431
1913,basishvili,ბასიშვილი,431
1914,mirzashvili,მირზაშვილი,431
1915,imedadze,იმედაძე,430
1916,jibghashvili,ჯიბღაშვილი,430
1917,revazashvili,რევაზაშვილი,429
1918,iashaghashvili,იაშაღაშვილი,429
1919,rusadze,რუსაძე,428
1920,makhniashvili,მახნიაშვილი,428
1921,dzmanashvili,ძმანაშვილი,428
1922,kharalashvili,ყარალაშვილი,428
1923,svimonishvili,სვიმონიშვილი,428
1924,romelashvili,რომელაშვილი,427
1925,shinjikashvili,შინჯიკაშვილი,427
1926,barqaia,ბარქაია,427
