rus,en,matched,matchedEngName
Джебенава,dzhebenava,ჯვებენავა,jvebenava
Ирфикидзе,irfikidze,ტრიკიძე,trikidze
Харпидзе,kharpidze,ხარაიძე,kharaidze
Канчаланшвили,kanchalanshvili,კანჩელაშვილი,kanchelashvili
Палба,palba,პალბა,palba
Гедзиландзе,gedzilandze,გოძილანძე,godzilandze
Тучуми,tuchumi,ტუშური,tushuri
Прыгин,prigin,რიგინ,rigin
Чочорадзе,chochoradze,ჩოჩორაძე,chochoradze
Алахфердов,alakhferdov,ალახვერდოვ,alakhverdov
Кондели,kondeli,რონდელი,rondeli
Лихойван,likhoivan,დოხოიან,dokhoian
Тшолигания,tsholiganiia,შოლიანი,sholiani
Махарабшвили,makharabshvili,მახარაშვილი,makharashvili
Систашвили,sistashvili,ქისტაშვილი,qistashvili
Краевский,kraevskii,რაევსკი,raevski
Малородов,malorodov,მალოროდი,malorodi
Тевзаузе,tevzauze,თევზაძე,tevzadze
Капатидзе,kapatidze,კაპატაძე,kapatadze
Клашвили,klashvili,ელაშვილი,elashvili
Табамадзе,tabamadze,ტაბატაძე,tabatadze
Гзинианидзе,gzinianidze,გვინიანიძე,gvinianidze
Лозария,lozariia,ლაზარია,lazaria
Бандурашвилли,bandurashvilli,ბაინდურაშვილი,baindurashvili
Пергунадзе,pergunadze,ფერაძე,peradze
Цвергава,tsvergava,წვერავა,tsverava
Тавакалов,tavakalov,თავაქალოვი,tavaqalovi
Гачаян,gachaian,ქაჩაიან,qachaian
Хоперин,khoperin,ხოფერია,khoperia
Поско,posko,პასკო,pasko
Хабулава,khabulava,ხუბულავა,khubulava
Мамок,mamok,მამოი,mamoi
Геменидзе,gemenidze,გელენიძე,gelenidze
Чакановский,chakanovskii,შარანოვსკი,sharanovski
Ломпадзе,lompadze,ლომსაძე,lomsadze
Адиказалов,adikazalov,ადიკაზალოვი,adikazalovi
Мазамошвили,mazamoshvili,მაზმიშვილი,mazmishvili
Табагури,tabaguri,თაბაგარი,tabagari
Амин,amin,აქინ,aqin
Сологава,sologava,სილოგავა,silogava
Умирихин,umirikhin,უმრიხინი,umrikhini
Алилдзе,alildze,ბლიაძე,bliadze
Махтаберидзе,makhtaberidze,კახაბერიძე,kakhaberidze
Габсекерия,gabsekeriia,გაბისკერია,gabiskeria
Дурцеладзе,durtseladze,ფურცელაძე,purtseladze
Кабадашвилли,kabadashvilli,საბადაშვილი,sabadashvili
Котлеаров,kotlearov,კოტლიაროვი,kotliarovi
Имерелишвили,imerelishvili,იმერლიშვილი,imerlishvili
Кукучидзе,kukuchidze,კუკუტიძე,kukutidze
Хучуа (Тучуа),khuchua (tuchua),ხუჭუა-დუნდუა,khutchua-dundua
Пирцохалашвили,pirtsokhalashvili,ფირცხალაშვილი,pirtskhalashvili
Каландашвили,kalandashvili,ალადაშვილი,aladashvili
Китарский,kitarskii,პიტალსკი,pitalski
Чебодаев,chebodaev,ჩეგოდაევ,chegodaev
Самандалашвили,samandalashvili,სამადალაშვილი,samadalashvili
Дакдынян,dakdinian,დარბინიან,darbinian
Давидмгвдлишвили,davidmgvdlishvili,დავითმღვდლიშვილი,davitmghvdlishvili
Карандия,karandiia,ზარანდია,zarandia
Худчус,khudchus,ხუჭუა,khutchua
Мустофонов,mustofonov,მუსტოიანი,mustoiani
Шакпазов,shakpazov,შახბაზოვ,shakhbazov
Копуюх,kopuiukh,კოლიუხ,koliukh
Хоршикиян,khorshikiian,ხორშიკიან,khorshikian
Ремзов,remzov,რემიზოვი,remizovi
Кулинкин,kulinkin,კალინკინ,kalinkin
Кардзания,kardzaniia,კარდანია,kardania
Лазорешвиль,lazoreshvil',ლაზარეშვილი,lazareshvili
Юрисонов,iurisonov,იურისონოვ,iurisonov
Кавалишвили,kavalishvili,კავალიშვილი,kavalishvili
Келексаев,keleksaev,ქელეხსაევ,qelekhsaev
Шерегадешвили,sheregadeshvili,შერეზადიშვილი,sherezadishvili
Агаджянов,agadzhianov,აგადჟანოვ,agadzhanov
Арабенко,arabenko,ტარასენკო,tarasenko
Маммет,mammet,ბაგმეტ,bagmet
Чититзе,chititze,ჩიტიძე,chitidze
Джабурин,dzhaburin,ჟაბინ,zhabin
Тараджани,taradzhani,ტარზიანი,tarziani
Жамгоцен,zhamgotsen,ჟამკოციან,zhamkotsian
Абжакдадзе (Абжададзе),abzhakdadze (abzhadadze),აბჟანდაძე-გოლიაძე,abzhandadze-goliadze
Катлья,katl'ia,კაცია,katsia
Севискирадзе,seviskiradze,სებისკვერაძე,sebiskveradze
Пиалодзе,pialodze,ფაილოძე,pailodze
Сылагадзе,silagadze,სილაგაძე,silagadze
Схитлядзе,skhitliadze,სხირტლაძე,skhirtladze
Хачичьян,khachich'ian,კაჩაჩიან,kachachian
Буюкян,buiukian,ბუიუკლიან,buiuklian
Чухрай,chukhrai,ჩუხუა,chukhua
Бакбай,bakbai,ბაბანი,babani
Чипикодзе,chipikodze,ჩაფიძე,chapidze
Артакьян,artak'ian,არაკიან,arakian
Екушев,ekushev,იაკუშევ,iakushev
Колбанья,kolban'ia,კოლბაია,kolbaia
Пилилян,pililian,პილილიან,pililian
Цыклаурин,tsiklaurin,წიკლაური,tsiklauri
Разгоев,razgoev,რაზგოევი,razgoevi
Шульдинберг,shul'dinberg,შულდინგერი,shuldingeri
Феладзе,feladze,მელაძე,meladze
Боселагия,boselagiia,სოსელია,soselia
Шермед,shermed,შკრედ,shkred
Гаготшидзе,gagotshidze,გაგოშიძე,gagoshidze
Квитотиани,kvitotiani,კვიტატიანი,kvitatiani
Лозашвилли,lozashvilli,ლომაშვილი,lomashvili
Кувазава,kuvazava,გვაზავა,gvazava
Шляпников,shliapnikov,შლიაპნიკოვი,shliapnikovi
Лутсоя,lutsoia,კუცია,kutsia
Густа,gusta,ლუსტა,lusta
Кадарье,kadar'e,კალაძე,kaladze
Цергашвили,tsergashvili,წერუაშვილი,tseruashvili
Балиан,balian,ბალიან,balian
Чанкеенлян,chankeenlian,ჩანკსელიანი,chankseliani
Перетятько,peretiat'ko,დერევიანკო,derevianko
Сочанелли,sochanelli,საჩანელი,sachaneli
Ткебучаев,tkebuchaev,ტყებუჩავა,tkhebuchava
Вардайя,vardaiia,ვარდანია,vardania
Сапонджишвили,sapondzhishvili,საზანდრიშვილი,sazandrishvili
Камкрлидзе,kamkrlidze,კამკამიძე,kamkamidze
Командир,komandir,მომანდი,momandi
Колосков,koloskov,კოლოსოვ,kolosov
Костилев,kostilev,კოსტილევა,kostileva
Лорчешвили,lorcheshvili,ლორჩოშვილი,lorchoshvili
Сукк,sukk,გუკ,guk
Инжигля,inzhiglia,ინჟიანი,inzhiani
Кувыркалья,kuvirkal'ia,კვირკელია,kvirkelia
Равазов,ravazov,ნამაზოვ,namazov
Кварецхелия,kvaretskheliia,კვარაცხელია,kvaratskhelia
Луреманишвили,luremanishvili,ლურსმანაშვილი,lursmanashvili
Кателишвили,katelishvili,თათელიშვილი,tatelishvili
Бохиев,bokhiev,ბუხდიევ,bukhdiev
Варджалашвили,vardzhalashvili,ვარძელაშვილი,vardzelashvili
Бакма,bakma,ბაკუმა,bakuma
Абдыба,abdiba,აბდიბა,abdiba
Мчедынашвили,mchedinashvili,ჭედილაშვილი,tchedilashvili
Бугаль,bugal',ბუგარა,bugara
Бенитадзе,benitadze,ბენიაძე,beniadze
Папасенко,papasenko,პანასენკო,panasenko
Гудердашвили,guderdashvili,გულვერდაშვილი,gulverdashvili
Баштавенко,bashtavenko,პოშტარენკო,poshtarenko
Дезнелодин,deznelodin,ძნელაძე,dzneladze
Гундокчян,gundokchian,დუდუკჩიან,dudukchian
Шаршидзе,sharshidze,შარაშიძე,sharashidze
Ароделидзе,arodelidze,არობელიძე,arobelidze
Начкебьянов,nachkeb'ianov,ნაჭყებია,natchkhebia
Бучухишвили,buchukhishvili,ბუჩუხიშვილი,buchukhishvili
Тончиян,tonchiian,ტოპჩიან,topchian
Хадурьян,khadur'ian,ხადური,khaduri
Поликанин,polikanin,პოლიანი,poliani
Дуали,duali,დვალი,dvali
Чурулашвили,churulashvili,ყურულაშვილი,khurulashvili
Саганея,saganeia,სასანია,sasania
Джавохишвили,dzhavokhishvili,ჯავახიშვილი,javakhishvili
Аджи Мусаев,adzhi musaev,აჯიმუსაევი,ajimusaevi
Джавухишвили,dzhavukhishvili,ჯავახიშვილი,javakhishvili
Божалов,bozhalov,ბეჟანოვ,bezhanov
Маргясян,margiasian,მარგარიან,margarian
Цамоя,tsamoia,ცომაია,tsomaia
Мишовский,mishovskii,მიშინსკი,mishinski
Цацария,tsatsariia,ციცარია,tsitsaria
Чебачашвили,chebachashvili,ჩებიჩაშვილი,chebichashvili
Кудрат-оглы Мамат,kudrat-ogli mamat,კურტოგლიანი,kurtogliani
Фидадзе,fidadze,იდაძე,idadze
Амшикошвили,amshikoshvili,ამშიკაშვილი,amshikashvili
Кудрявцева,kudriavtseva,კუდრიავცევა,kudriavtseva
Мунджаашвили,mundzhaashvili,მანძულაშვილი,mandzulashvili
Джепда,dzhepda,ძერია,dzeria
Зияноев,ziianoev,ივანოვ,ivanov
Тундка,tundka,დუნდუა,dundua
Посылай,posilai,პორივაი,porivai
Кеворкян,kevorkian,გევორკიან,gevorkian
Барисовский,barisovskii,ბორისოვსკი,borisovski
Нуников,nunikov,ნუნიკოვა,nunikova
Зиканов,zikanov,ივანოვ,ivanov
Куян,kuian,კეიან,keian
Гагуга,gaguga,გაგუა,gagua
Бебичадзе,bebichadze,ბიბიჩაძე,bibichadze
Фесвианидзе,fesvianidze,ფესვიანიძე,pesvianidze
Сонин,sonin,სოინ,soin
Ловсаудзе,lovsaudze,ლომსაძე,lomsadze
Лавнов (Левнов),lavnov (levnov),პავლევანოვი,pavlevanovi
Джабришвили,dzhabrishvili,დედაბრიშვილი,dedabrishvili
Деклаури,deklauri,ელაური,elauri
Долобаев,dolobaev,ბოლოთაევ,bolotaev
Монгошвили,mongoshvili,მანგოშვილი,mangoshvili
Шамадзе,shamadze,შავაძე,shavadze
Пейкрикшвили,peikrikshvili,ფეიქრიშვილი,peiqrishvili
Бураев,buraev,ბურაევა,buraeva
Голушкин,golushkin,გალუშკინა,galushkina
Чалкизов,chalkizov,ჩალგიზოვა,chalgizova
Элбокиев,elbokiev,ელბაკიან,elbakian
Кешиладзе,keshiladze,კეთილაძე,ketiladze
Цуцкириц,tsutskirits,ცუცკირიძე,tsutskiridze
Сияшвили,siiashvili,სიბაშვილი,sibashvili
Рсотиашвили,rsotiashvili,სოტიაშვილი,sotiashvili
Килибтари,kilibtari,კილიფთარი,kiliptari
Шушкашвили,shushkashvili,შუშიაშვილი,shushiashvili
Мочоварян,mochovarian,ჩომარიან,chomarian
Варзуказе,varzukaze,ვარდუკაძე,vardukadze
Колобошвиль,koloboshvil',კოლოტაშვილი,kolotashvili
Криволапов,krivolapov,კრივოლაპოვი,krivolapovi
Каденидзе,kadenidze,გედენიძე,gedenidze
Гензурашвили,genzurashvili,გურაშვილი,gurashvili
Теразарян,terazarian,ტერ-კაზარიან,ter-kazarian
Морщихин,morschikhin,გრეჩიხინა,grechikhina
Кипшадзе,kipshadze,ყიფშიძე,khipshidze
Сенчигов,senchigov,სენჩიკოვი,senchikovi
Дзислашвили,dzislashvili,ძნელაშვილი,dznelashvili
Вербулошвили,verbuloshvili,ვერულაშვილი,verulashvili
Негриенко,negrienko,ნეპრიენკო,neprienko
Джожо,dzhozho,ჟიჟკო,zhizhko
Заневин,zanevin,განევი,ganevi
Гадроян,gadroian,გაროიან,garoian
Каратаев,karataev,კარატაევი,karataevi
Мацханашвили,matskhanashvili,მაცხონაშვილი,matskhonashvili
Делсадзе,delsadze,დეისაძე,deisadze
Кабралидзе,kabralidze,კარალიძე,karalidze
Микелайшвили,mikelaishvili,მიქელაიშვილი,miqelaishvili
Тенеишвили,teneishvili,თენეიშვილი,teneishvili
Логарев,logarev,ლაზარევ,lazarev
Дманокидзе,dmanokidze,სანიკიძე,sanikidze
Бутеашвили,buteashvili,ბუთიაშვილი,butiashvili
Майгуров,maigurov,მანსუროვ,mansurov
Менорашвили,menorashvili,მინდორაშვილი,mindorashvili
Эфитев,efitev,ეიტელ,eitel
Дандурджян,dandurdzhian,სანდალდჟიანი,sandaldzhiani
Жужунадзе,zhuzhunadze,ჟუჟუნაძე,zhuzhunadze
Бутыхатвили,butikhatvili,ბუტიკაშვილი,butikashvili
Грамилов,gramilov,შამილოვ,shamilov
Зангулашвили,zangulashvili,ჯანგულაშვილი,jangulashvili
Киманидзе,kimanidze,ივანიძე,ivanidze
Камарь,kamar',ამარი,amari
Мзареушвили,mzareushvili,მზარეულიშვილი,mzareulishvili
Толария,tolariia,თოლორაია,toloraia
Грузеншвилли,gruzenshvilli,გრძელიშვილი,grdzelishvili
Гогахия,gogakhiia,გოგოხია,gogokhia
Суетин,suetin,სუეტინა,suetina
Ревоноташвили,revonotashvili,დევნოზაშვილი,devnozashvili
Хитарев,khitarev,ხითაროვ,khitarov
Виркельс,virkel's,კვირკელია,kvirkelia
Гулярия,guliariia,გულარია,gularia
Балов,balov,ბელოვ,belov
Сюридзе,siuridze,სიორიძე,sioridze
Гризешвили,grizeshvili,გიზოშვილი,gizoshvili
Дзмеладзе,dzmeladze,ძნელაძე,dzneladze
Тандышвили,tandishvili,თანდაშვილი,tandashvili
Машаудянов,mashaudianov,მუშკუდიანი,mushkudiani
Кантакузин,kantakuzin,კანტარძის,kantardzis
Мекакашвили,mekakashvili,კაკაშვილი,kakashvili
Закурашвили,zakurashvili,ზაკუტაშვილი,zakutashvili
Джаулакидзе,dzhaulakidze,ძალამიძე,dzalamidze
Паникянц,panikiants,პანტიკიანცი,pantikiantsi
Усуладишвили,usuladishvili,უსულადაშვილი,usuladashvili
Дзбисошвилье,dzbisoshvil'e,ძებისაშვილი,dzebisashvili
Нарок,narok,ნაბოკ,nabok
Мертревели,mertreveli,მეტრეველი,metreveli
Чашин,chashin,ჩაშინი,chashini
Амколодзе,amkolodze,ამყოლაძე,amkholadze
Квитишвили,kvitishvili,კვიტაიშვილი,kvitaishvili
Урсаков,ursakov,ისაკოვ,isakov
Омарядзе,omariadze,ომიაძე,omiadze
Атачев,atachev,ასაჩევა,asacheva
Шаробадзе,sharobadze,ხარაბაძე,kharabadze
Микаильян,mikail'ian,მიკაელიან,mikaelian
Квачелашвили,kvachelashvili,კახელაშვილი,kakhelashvili
Новошивили,novoshivili,ქოქოშვილი,qoqoshvili
Жонжуладзе,zhonzhuladze,ჟონჟოლაძე,zhonzholadze
Кандилакий,kandilakii,კანდელაკი,kandelaki
Табанда,tabanda,ტაბაკუა,tabakua
Мелькунян,mel'kunian,მელკონიან,melkonian
Пилояна,piloiana,პილოიან,piloian
Языджан,iazidzhan,აზიზიან,azizian
Булатайшвили,bulataishvili,ბულაცაშვილი,bulatsashvili
Хашяшвили,khashiashvili,შაშიაშვილი,shashiashvili
Куралов,kuralov,კუტალოვ,kutalov
Дударенко,dudarenko,კუდარენკო,kudarenko
Баграмидзе,bagramidze,ბარამიძე,baramidze
Шарлашвили,sharlashvili,შალაშვილი,shalashvili
Акрамадзе,akramadze,აბრამაძე,abramadze
Курмогорогивиче,kurmogorogiviche,კოლმოგოროვი,kolmogorovi
Микалошвили,mikaloshvili,კიკალიშვილი,kikalishvili
Хачадуров,khachadurov,ხაჩატუროვ,khachaturov
Гомерьян,gomer'ian,ტომერიან,tomerian
Тукашивель,tukashivel',ტურაშვილი,turashvili
Асаланя,asalania,ალანია,alania
Гиворгизов,givorgizov,გიორგიზოვა,giorgizova
Чиквапая,chikvapaia,ჩიკვატია,chikvatia
Шарошанидзе,sharoshanidze,შარაშანიძე,sharashanidze
Пкипадзе,pkipadze,კილაძე,kiladze
Чикчаидзе,chikchaidze,ჩხაიძე,chkhaidze
Мерцкава,mertskava,მანწკავა,mantskava
Чичигуа,chichigua,ჩიჩაგუა,chichagua
Татишадзе,tatishadze,ტაბეშაძე,tabeshadze
Кинзавели,kinzaveli,კანზაველი,kanzaveli
Микачашвили,mikachashvili,მურაჩაშვილი,murachashvili
Канианидзе,kanianidze,კაპიანიძე,kapianidze
Кауда,kauda,კუდბა,kudba
Манжгаидзе,manzhgaidze,მანჟავიძე,manzhavidze
Шерозашвили,sherozashvili,შემოზაშვილი,shemozashvili
Бильба,bil'ba,ბილბაო,bilbao
Имидошвилий,imidoshvilii,მიმინოშვილი,miminoshvili
Нанишвали,nanishvali,ნანიშვილი,nanishvili
Канцоян,kantsoian,კანციან,kantsian
Речица,rechitsa,რუჩიცა,ruchitsa
Топаканян,topakanian,ტონაკანიან,tonakanian
Боргуладзе,borguladze,გორგილაძე,gorgiladze
Майдзурадзе,maidzuradze,მაისურაძე,maisuradze
Джуниашвили,dzhuniashvili,ძულიაშვილი,dzuliashvili
Акинтиев,akintiev,კინდიევ,kindiev
Ваземяш,vazemiash,მატიაშ,matiash
Калуста,kalusta,კალუჟა,kaluzha
Джалибдири,dzhalibdiri,ხალიბაური,khalibauri
Дербунов,derbunov,დერგუნოვი,dergunovi
Капелидзе,kapelidze,კარელიძე,karelidze
Берцакашвилли,bertsakashvilli,ბერიკაშვილი,berikashvili
Тарзеев,tarzeev,თარაევ,taraev
Вашапмадзе,vashapmadze,ვაშაყმაძე,vashakhmadze
Жибладзе,zhibladze,ჯიბლაძე,jibladze
Гаращук,garaschuk,გრაბჩუკ,grabchuk
Сурнаджян,surnadzhian,ზურნადჟიან,zurnadzhian
Спичка,spichka,სპიჩკა,spichka
Текнедтян,teknedtian,ხედოიან,khedoian
Филев,filev,ფილიევ,piliev
Папова,papova,პაპოვა,papova
Цагуря,tsaguria,ცაგურია,tsaguria
Авязнели,aviazneli,ავაზნელი,avazneli
Блошенко,bloshenko,ლოშენკო,loshenko
Тиндиков,tindikov,ტინდიკოვი,tindikovi
Меканарашвили,mekanarashvili,მაკასარაშვილი,makasarashvili
Бровко,brovko,ბოროვკო,borovko
Убипава,ubipava,უბილავა,ubilava
Свердлов,sverdlov,სეიდოვ,seidov
Александранц,aleksandrants,ალექსანიანც,aleqsaniants
Шинашвилли,shinashvilli,ჩინაშვილი,chinashvili
Срикинов,srikinov,შირინოვ,shirinov
Чантурае,chanturae,ჭანტურია,tchanturia
Апечхришвили,apechkhrishvili,აბეჩხრიშვილი,abechkhrishvili
Медхарашвили,medkharashvili,მახარაშვილი,makharashvili
Басилис,basilis,ბასილია,basilia
Ганчук,ganchuk,მანჩუკ,manchuk
Юсансон,iusanson,იანსენ,iansen
Качелеев,kacheleev,კაჩლაევი,kachlaevi
Алахверды-оглы,alakhverdi-ogli,ალახვერდი ოღლი,alakhverdi oghli
Сикач,sikach,სუკაჩ,sukach
Основин,osnovin,ოსლოვი,oslovi
Кинсурия,kinsuriia,კინწურია,kintsuria
Стемковский,stemkovskii,ტურკოვსკი,turkovski
Чамалашвили,chamalashvili,ჩაკალაშვილი,chakalashvili
Худжаузе,khudzhauze,ხუჭაძე,khutchadze
Саржаия,sarzhaiia,დარჟანია,darzhania
Агонесян,agonesian,ოგანესიან,oganesian
Близняков,blizniakov,ბლიზნიკოვი,bliznikovi
Хутулури,khutuluri,ხუბულური,khubuluri
Ахахая,akhakhaia,ახალაია,akhalaia
Пряничников,prianichnikov,იაიჩნიკოვი,iaichnikovi
Токвацо,tokvatso,ტუკვაძე,tukvadze
Команчаджян,komanchadzhian,ხანჩალიან,khanchalian
Фейбеладзе,feibeladze,მიქელაძე,miqeladze
Далякашвили,daliakashvili,ზალიკაშვილი,zalikashvili
Габунов,gabunov,გაბუნია,gabunia
Чувидов,chuvidov,დავიდოვ,davidov
Ногоборошвили,nogoboroshvili,გოგობერიშვილი,gogoberishvili
Корасивили,korasivili,კორაშვილი,korashvili
Гомаджан,gomadzhan,კრმადჟიან,krmadzhian
Костмаров,kostmarov,კოსტანოვ,kostanov
Харбердня,kharberdnia,ხარბედია,kharbedia
Ковзлашвили,kovzlashvili,კოვზიაშვილი,kovziashvili
Белясский,beliasskii,ბელიავსკი,beliavski
Осокошвили,osokoshvili,ჩოკოშვილი,chokoshvili
Умат,umat,მოტ,mot
Бигвави,bigvavi,ბიგვავა,bigvava
Кохмашвилли,kokhmashvilli,კოხტაშვილი,kokhtashvili
Кабадазе,kabadaze,ლაბაძე,labadze
Арчанов,archanov,არჩინოვი,archinovi
Кухрикян,kukhrikian,ნუხრიკიან,nukhrikian
Хайдрава,khaidrava,ხაინდრავა,khaindrava
Надзадце,nadzadtse,ნოზაძე,nozadze
Новасартов,novasartov,ნოვოსარდოვ,novosardov
Даликашвили,dalikashvili,ზალიკაშვილი,zalikashvili
Гевентадзе,geventadze,გვენეტაძე,gvenetadze
Пановшили,panovshili,პაპოშვილი,paposhvili
Камолян,kamolian,კამალიან,kamalian
Зиядын,ziiadin,ილიადის,iliadis
Кучберя,kuchberia,კუჩუბერია,kuchuberia
Барбекадзе,barbekadze,ბარბაქაძე,barbaqadze
Терба,terba,თარბა,tarba
Дидибели,didibeli,დიდებელი,didebeli
Афлотун,aflotun,ალთუნ,altun
Могрешвили,mogreshvili,მოსეშვილი,moseshvili
Авдосьев,avdos'ev,ავდოსიევა,avdosieva
Холандоришвили,kholandorishvili,ყალანდრიშვილი,khalandrishvili
Хубаров,khubarov,ხაბაროვ,khabarov
Баржанец,barzhanets,ბახანეცი,bakhanetsi
Чкарьвяне,chkar'viane,ჩარკვიანი,charkviani
Преданошвили,predanoshvili,ფრიდონაშვილი,pridonashvili
Динеев,dineev,დივეევ,diveev
Лешкошвили,leshkoshvili,ლეშკაშვილი,leshkashvili
Кирукидзе,kirukidze,კვირიკიძე,kvirikidze
Каташидзе,katashidze,კვატაშიძე,kvatashidze
Баицадзе,baitsadze,ბიწაძე,bitsadze
Белобаба,belobaba,ბელოვა,belova
Путреев,putreev,ფატეევი,pateevi
Алария,alariia,ალანია,alania
Анкуладзе,ankuladze,აბულაძე,abuladze
Мдебадзе,mdebadze,მოდებაძე,modebadze
Шрамишвили,shramishvili,აბრამიშვილი,abramishvili
Эконописец,ekonopisets,კოლომიეც,kolomiets
Самшехвили,samshekhvili,სამშიშვილი,samshishvili
Фадиашвили,fadiashvili,თადიაშვილი,tadiashvili
Гоглав,goglav,გოგია,gogia
Танмазошвили,tanmazoshvili,თამაზაშვილი,tamazashvili
Дженджаил,dzhendzhail,ძანძავა,dzandzava
Семилет,semilet,სემილეტ,semilet
Акимбаев,akimbaev,აკიმჩევი,akimchevi
Белоконов,belokonov,ბელოკონი,belokoni
Тертерошвили,terteroshvili,ტერტერაშვილი,terterashvili
Свистунов,svistunov,სვისტუნოვა,svistunova
Газзаев (Газашвили),gazzaev (gazashvili),გალავანაშვილი,galavanashvili
Дижантиев,dizhantiev,დზანტიევა,dzantieva
Холияни,kholiiani,ჩოლოიანი,choloiani
Майборода,maiboroda,მაიბოროდა,maiboroda
Шушадзе,shushadze,შუშაძე,shushadze
Наскиришвили,naskirishvili,ნაზირიშვილი,nazirishvili
Шакаршивили,shakarshivili,შაკაშვილი,shakashvili
Вашикмедзе,vashikmedze,ვაშაკიძე,vashakidze
Панкратович,pankratovich,პანკრატოვიჩი,pankratovichi
Досов,dosov,ბოსოვ,bosov
Перперишвили,perperishvili,ფეიქრიშვილი,peiqrishvili
Джадов,dzhadov,დჟავადოვ,dzhavadov
Джагиношвили,dzhaginoshvili,ძაგანიშვილი,dzaganishvili
Тжанашна,tzhanashna,ჯანაშია,janashia
Колодзе,kolodze,გოლოძე,golodze
Тарторошвили,tartoroshvili,ტარტარაშვილი,tartarashvili
Чакуятацдзе,chakuiatatsdze,ჩაკვატაძე,chakvatadze
Формакьян,formak'ian,კომახიან,komakhian
Вилсов,vilsov,ვლასოვ,vlasov
Адсешвили,adseshvili,ადიეშვილი,adieshvili
Шауридзе,shauridze,შაურიძე,shauridze
Кагуров,kagurov,კასუმოვ,kasumov
Пугухвинидзе,pugukhvinidze,ფურცხვანიძე,purtskhvanidze
Шеукашвили,sheukashvili,შიუკაშვილი,shiukashvili
Шапко,shapko,შაპკო,shapko
Мурни,murni,მურაი,murai
Чеетня,cheetnia,ჩიტაია,chitaia
Микелжадзе,mikelzhadze,მიქელაძე,miqeladze
Веропуло,veropulo,იეროპულო,ieropulo
Барисашвили,barisashvili,ბარისაშვილი,barisashvili
Бжалова,bzhalova,ბჟალავა,bzhalava
Цулулошвили,tsululoshvili,ტუგულაშვილი,tugulashvili
Нарсеньян,narsen'ian,არსენიან,arsenian
Кавтаридзе,kavtaridze,ქავთარიძე,qavtaridze
Улбатов,ulbatov,უმბათოვ,umbatov
Кануров,kanurov,კასუმოვ,kasumov
Паремузатвили,paremuzatvili,ფარემუზაშვილი,paremuzashvili
Францев,frantsev,ფრანცევა,prantseva
Кудик,kudik,კულიკ,kulik
Гвижинадзе,gvizhinadze,კვიჟინაძე,kvizhinadze
Бичкаев,bichkaev,ბიჩკაევი,bichkaevi
Мичарашвили,micharashvili,მაჭარაშვილი,matcharashvili
Либонидзе,libonidze,ლიონიძე,lionidze
Кобашидзе,kobashidze,კობახიძე,kobakhidze
Меколашвилли,mekolashvilli,მედოლაშვილი,medolashvili
Окропфидзе,okropfidze,ოკროშიძე,okroshidze
Чибинишвили,chibinishvili,ჩუბინიშვილი,chubinishvili
Самсанидзе,samsanidze,სამსონიძე,samsonidze
Наримадзе,narimadze,ნაიმაძე,naimadze
Лачкипиани,lachkipiani,ლაჩინიანი,lachiniani
Авегиков,avegikov,ავეტიკოვი,avetikovi
Сехелашвили,sekhelashvili,სახელაშვილი,sakhelashvili
Куталандия,kutalandiia,კუტალანდია,kutalandia
Тюшхунов,tiushkhunov,იშხანოვი,ishkhanovi
Панаеди,panaedi,პანიევი,panievi
Нощишвили,noschishvili,თოფჩიშვილი,topchishvili
Шашиошвили,shashioshvili,შაშიაშვილი,shashiashvili
Дабуташвили,dabutashvili,დაუთაშვილი,dautashvili
Елфимов,elfimov,ალიმოვ,alimov
Вогдавадзе,vogdavadze,კონდავაძე,kondavadze
Гагиява,gagiiava,გოგინავა,goginava
Гуромия,guromiia,გოროზია,gorozia
Чичнев,chichnev,ჩიჩკანევ,chichkanev
Хогуха,khogukha,ხუხუა,khukhua
Чимнуридзе,chimnuridze,ჩიბურიძე,chiburidze
Оптояшвили,optoiashvili,ოთიაშვილი,otiashvili
Ермошкевич,ermoshkevich,ეროშევიჩი,eroshevichi
Хайдашвили,khaidashvili,ყანდაშვილი,khandashvili
Васянович,vasianovich,მარიანოვიჩ,marianovich
Якубадзе,iakubadze,იაკობაძე,iakobadze
Пазевуашвили,pazevuashvili,პაპუაშვილი,papuashvili
Донабурия,donaburiia,ჯაბურია,jaburia
Кварахцифеля,kvarakhtsifelia,კვარაცხელია,kvaratskhelia
Татарсобошвили,tatarsoboshvili,თათარსაბაშვილი,tatarsabashvili
Падзоща,padzoscha,ფარზოევა,parzoeva
Пегрузов,pegruzov,პეტრუზოვი,petruzovi
Хажания,khazhaniia,ხაჟალია,khazhalia
Амашвили,amashvili,სამაშვილი,samashvili
Квешашвили,kveshashvili,კვესიაშვილი,kvesiashvili
Хууиза,khuuiza,ხუდინა,khudina
Елекашвили,elekashvili,ელიკაშვილი,elikashvili
Абдоян,abdoian,აბდოიან,abdoian
Депильян,depil'ian,პილოიან,piloian
Винянидзе,vinianidze,გვინიანიძე,gvinianidze
Асгаткар,asgatkar,ასრატიან,asratian
Элибегав,elibegav,ელიბეგოვ,elibegov
Харзишвили,kharzishvili,ხარაიშვილი,kharaishvili
Щаладзе,schaladze,ჩალაძე,chaladze
Шаматало,shamatalo,შამათავა,shamatava
Дарселия,darseliia,დარსალია,darsalia
Мхиява,mkhiiava,თხილავა,tkhilava
Джеминалошвили,dzheminaloshvili,დემინაშვილი,deminashvili
