rus,en,matched,matchedEngName
Бодров,bodrov,ბოდროვა,bodrova
Капечиладзе,kapechiladze,გაჩეჩილაძე,gachechiladze
Алшибая,alshibaia,ალშიბაია,alshibaia
Чапчадзи,chapchadzi,ჩაფიჩაძე,chapichadze
Дгхомадзе,dgkhomadze,ახობაძე,akhobadze
Чеманидзи,chemanidzi,შამანიდი,shamanidi
Пичевский,pichevskii,ლიჩევსკი,lichevski
Тархан-Моурави (Тархнишвили),tarkhan-mouravi (tarkhnishvili),ტუღუში-თარხნიშვილი,tughushi-tarkhnishvili
Хорешвили,khoreshvili,ხოროშვილი,khoroshvili
Хамоли,khamoli,კაროლი,karoli
Чебанец,chebanets,შაბანეც,shabanets
Тварчрелидзе,tvarchrelidze,თვალჭრელიძე,tvaltchrelidze
Чудошвили,chudoshvili,ჩუგოშვილი,chugoshvili
Гвенетодзе,gvenetodze,გვენეტაძე,gvenetadze
Мумарадзе,mumaradze,მუმლაძე,mumladze
Севостидий,sevostidii,სევასტიდი,sevastidi
Схритладзе,skhritladze,სხირტლაძე,skhirtladze
Кабедшвили,kabedshvili,ხაბეიშვილი,khabeishvili
Дырашвили,dirashvili,მირაშვილი,mirashvili
Сикарадзе,sikaradze,ტიკარაძე,tikaradze
Куманев,kumanev,თუმანოვ,tumanov
Чогань,chogan',ჩობანი,chobani
Хархардин,kharkhardin,ხარხარიან,kharkharian
Хучесашвили,khuchesashvili,ხაჩერაშვილი,khacherashvili
Гордапхадзе,gordapkhadze,გარდაფხაძე,gardapkhadze
Гущян,guschian,გუშჩიან,gushchian
Кахташвилли,kakhtashvilli,კოხტაშვილი,kokhtashvili
Ящвили,iaschvili,იაშვილი,iashvili
Гамкралидзе,gamkralidze,გამკრელიძე,gamkrelidze
Карсинов,karsinov,კასანოვ,kasanov
Тарьян,tar'ian,ტარზიან,tarzian
Кунишидзе,kunishidze,გურიშიძე,gurishidze
Цинцандзе,tsintsandze,ცინცაძე,tsintsadze
Цагареиншвили,tsagareinshvili,ცაგარეიშვილი,tsagareishvili
Амид Бедал Оглы,amid bedal ogli,ალიბალ ოღლი,alibal oghli
Манджеладзе,mandzheladze,ბანძელაძე,bandzeladze
Даменея,dameneia,დამენია,damenia
Ахалкадин,akhalkadin,ახალკაძე,akhalkadze
Чехабридзе,chekhabridze,ჩხაბერიძე,chkhaberidze
Бирдаев,birdaev,მირზაევ,mirzaev
Боруловеч,borulovech,ბორონოვიჩ,boronovich
Шуляя,shuliaia,შულაია,shulaia
Муладян,muladian,მურადიან,muradian
Каминошвиле,kaminoshvile,მიმინოშვილი,miminoshvili
Эмер,emer,ემტერ,emter
Раихман,raikhman,რაიხმანი,raikhmani
Чаторолидзе,chatorolidze,ჩიტორელიძე,chitorelidze
Задгинадзе,zadginadze,ზედგინიძე,zedginidze
Натабой,nataboi,ნაჯაბოვი,najabovi
Палиянц,paliiants,პალიანც,paliants
Тугунин,tugunin,ტრუნინ,trunin
Чилшвили,chilshvili,ჩილაშვილი,chilashvili
Муравлев,muravlev,მურავიევ,muraviev
Солагишвили,solagishvili,სალაგიშვილი,salagishvili
Добарзенидзе,dobarzenidze,გობრონიძე,gobronidze
Гводзабия,gvodzabiia,გვაძაბია,gvadzabia
Зантавая,zantavaia,ზანთარაია,zantaraia
Асамиде,asamide,ასანიძე,asanidze
Сулоашвили,suloashvili,სულაშვილი,sulashvili
Бавлидзе,bavlidze,ბაბლიძე,bablidze
Тегитямиров,tegitiamirov,ესტამიროვ,estamirov
Бешалошвили,beshaloshvili,შალოშვილი,shaloshvili
Арвиладзе,arviladze,არველაძე,arveladze
Кричиашвили,krichiashvili,კრიჭიაშვილი,kritchiashvili
Суламанадзе,sulamanadze,სულამანიძე,sulamanidze
Кикитадзе,kikitadze,კირკიტაძე,kirkitadze
Кулиш,kulish,კულიშ,kulish
Мушкунзияки,mushkunziiaki,მუშკუდიანი,mushkudiani
Габечав,gabechav,გაბეჩავა,gabechava
Сулашевили,sulashevili,სულაშვილი,sulashvili
Угуляв,uguliav,უგულავა,ugulava
Элов,elov,ელოვი,elovi
Вичикашвили,vichikashvili,ბიჩიკაშვილი,bichikashvili
Гепнадзе,gepnadze,ტეფნაძე,tepnadze
Хандуришвили,khandurishvili,ხანდურიშვილი,khandurishvili
Онкин,onkin,ინკინ,inkin
Хугеев,khugeev,ხუგაევ,khugaev
Чичверия,chichveriia,ჩიჩერინა,chicherina
Дадевидзе,dadevidze,დევიძე,devidze
Пельтадзе,pel'tadze,ბელთაძე,beltadze
Тер-Габриелян,ter-gabrielian,გაბრიელიან,gabrielian
Кетенашвили,ketenashvili,ქეთენაშვილი,qetenashvili
Давитешвани,daviteshvani,დავითაშვილი,davitashvili
Лулукиян,lulukiian,ლულუკიან,lulukian
Кабечи,kabechi,გაბეჩია,gabechia
Манкаулы,mankauli,პარკაული,parkauli
Блажевани,blazhevani,ბაზეიანი,bazeiani
Тахмазян,takhmazian,ტახმაზიან,takhmazian
Ислашвилли,islashvilli,ილაშვილი,ilashvili
Переквашвили,perekvashvili,ბერეკაშვილი,berekashvili
Гавра,gavra,გავრა,gavra
Тавитумьям,tavitum'iam,დავითულიანი,davituliani
Ахтовадзе,akhtovadze,ახობაძე,akhobadze
Англабаев,anglabaev,ანგლაძე,angladze
Чемодава,chemodava,ჩემინავა,cheminava
Сихношвилли,sikhnoshvilli,სიხოშვილი,sikhoshvili
Мшвелдадзе,mshveldadze,მშვილდაძე,mshvildadze
Кочеледзе,kocheledze,კოჩალიძე,kochalidze
Басилейшвили,basileishvili,ბასილეიშვილი,basileishvili
Валетаурий,valetaurii,ველთაური,veltauri
Сахельшвили,sakhel'shvili,სახელაშვილი,sakhelashvili
Калачаев,kalachaev,კალაჩაევა,kalachaeva
Дзкуя,dzkuia,ძკუა,dzkua
Рушак,rushak,რუსაკ,rusak
Лоатрия,loatriia,ლატარია,lataria
Луруа,lurua,რურუა,rurua
Кадорашвили,kadorashvili,ნადირაშვილი,nadirashvili
Махамидзе,makhamidze,მახარაძე,makharadze
Маргозия,margoziia,მარკოზია,markozia
Джабауни,dzhabauni,ჟაბინი,zhabini
Гаприидашвили,gapriidashvili,გაფრინდაშვილი,gaprindashvili
Кивабидзе,kivabidze,კიკაბიძე,kikabidze
Манжос,manzhos,მანჟოსი,manzhosi
Самгораул,samgoraul,სამხარაული,samkharauli
Уборидзе,uboridze,ბერიძე,beridze
Цихулия,tsikhuliia,ციკოლია,tsikolia
Авета-Аствацатуров,aveta-astvatsaturov,ტერ-ასტვაცატუროვა,ter-astvatsaturova
Вартогос,vartogos,ვართანოვ,vartanov
Тер-Микаэлян,ter-mikaelian,ტერ-მიქაელიანი,ter-miqaeliani
Кираджан,kiradzhan,კირანიან,kiranian
Аказан,akazan,კაზან,kazan
Мамагеишвили,mamageishvili,მამაგეიშვილი,mamageishvili
Габуких,gabukikh,გაბუნია,gabunia
Когаешвили,kogaeshvili,გოგაშვილი,gogashvili
Пинтурий,pinturii,ფინთურია,pinturia
Иросашвили,irosashvili,ირომაშვილი,iromashvili
Коктонадзе,koktonadze,კოკოლაძე,kokoladze
Курдубадзе,kurdubadze,ქურდუბაძე,qurdubadze
Пилояф,piloiaf,პილოიან,piloian
Далякян,daliakian,დალაქიან,dalaqian
Алогошвили,alogoshvili,გოგოშვილი,gogoshvili
Джанечарадзе,dzhanecharadze,ჭინჭარაძე,tchintcharadze
Бицыв,bitsiv,ბუცი,butsi
Хинцагашвили,khintsagashvili,ხინჩაგაშვილი,khinchagashvili
Херебева,kherebeva,ხარებავა,kharebava
Горслян,gorslian,გარსლიან,garslian
Немков,nemkov,ნემკოვა,nemkova
Дейнскин,deinskin,ზელინსკი,zelinski
Киаикурашвили,kiaikurashvili,კინწურაშვილი,kintsurashvili
Цвенадзе,tsvenadze,წვერაძე,tsveradze
Жос,zhos,ჟოსი,zhosi
Шиншли,shinshli,შიოშვილი,shioshvili
Какал-Оглы,kakal-ogli,კარალ-ოღლი,karal-oghli
Макриде,makride,მაკრიდი,makridi
Кипияне,kipiiane,ყიფიანი,khipiani
Гогоршивили,gogorshivili,გოგორიშვილი,gogorishvili
Розум,rozum,როზუმ,rozum
Муругли,murugli,გურული,guruli
Криминошвили,kriminoshvili,მიმინოშვილი,miminoshvili
Крихивский,krikhivskii,კრიშევსკი,krishevski
Чагунова,chagunova,ჩაგუნოვა,chagunova
Губьев,gub'ev,გუბაევ,gubaev
Джалаганидзе,dzhalaganidze,ჭალაგანიძე,tchalaganidze
Паландман,palandman,პალანჯიან,palanjian
Козарский,kozarskii,კოზაკი,kozaki
Мешенашвили,meshenashvili,მოშენაშვილი,moshenashvili
Недобугин,nedobugin,ნედოსეკინ,nedosekin
Алимпиев,alimpiev,ოლიმპიევა,olimpieva
Тергригорьян,tergrigor'ian,ტერ-გრიგორიან,ter-grigorian
Кареаули,kareauli,კარიაული,kariauli
Цуканов,tsukanov,ცუკანოვი,tsukanovi
Панус,panus,ანუს,anus
Флигян,fligian,ბლიკიან,blikian
Амерстьян,amerst'ian,მესტოიან,mestoian
Гавескирия,gaveskiriia,გაბესკირია,gabeskiria
Пинадзе,pinadze,მინაძე,minadze
Дзиконян,dzikonian,სიმონიან,simonian
Балкадзе,balkadze,ბალაძე,baladze
Козбанов,kozbanov,კურბანოვ,kurbanov
Кучухадзе,kuchukhadze,კუჭუხიძე,kutchukhidze
Такмаджян,takmadzhian,კრმადჟიან,krmadzhian
Гугнашвили,gugnashvili,გუგუნაშვილი,gugunashvili
Огнадзе,ognadze,ოგნაძე,ognadze
Таблеашвилли,tableashvilli,ტაბლიაშვილი,tabliashvili
Мархосьян,markhos'ian,მარკოსიან,markosian
Асян,asian,ასოიან,asoian
Тиканадзе,tikanadze,ტიკანაძე,tikanadze
Шавишашвили,shavishashvili,შავშაშვილი,shavshashvili
Красильщиков,krasil'schikov,კრასილშჩიკოვი,krasilshchikovi
Бирбигадзе,birbigadze,სირბილაძე,sirbiladze
Бабучучян,babuchuchian,პამბუხჩიან,pambukhchian
Ханжалашвили,khanzhalashvili,ხაზალაშვილი,khazalashvili
Кубуладзе,kubuladze,კუკულაძე,kukuladze
Отояшвили,otoiashvili,ოთიაშვილი,otiashvili
Корецлашвили,koretslashvili,კორელაშვილი,korelashvili
Рибашвили,ribashvili,რიბაშვილი,ribashvili
Кериян,keriian,კაროიან,karoian
Чалотпашвили,chalotpashvili,ჩალათაშვილი,chalatashvili
Чучулаидзе,chuchulaidze,ჩიჩილიძე,chichilidze
Оргвилидзе,orgvilidze,ორაგველიძე,oragvelidze
Цхоребадзе,tskhorebadze,ცხოვრებაძე,tskhovrebadze
Насип,nasip,ნასი,nasi
Черохян,cherokhian,ჭოროხიან,tchorokhian
Кесанашвили,kesanashvili,ქესანაშვილი,qesanashvili
Чикабати,chikabati,ჩიკვატია,chikvatia
Шулумва,shulumva,შალუმოვა,shalumova
Томардалов,tomardalov,ალმარდანოვ,almardanov
Дерюга,deriuga,დერიუგინა,deriugina
Кирзан,kirzan,ირზა,irza
Кайтан,kaitan,კეიან,keian
Ченчиков,chenchikov,ხეჩიკოვი,khechikovi
Суконашвили,sukonashvili,სუხიაშვილი,sukhiashvili
Керволадзе,kervoladze,კერვალიძე,kervalidze
Пирцхалавшили,pirtskhalavshili,ფირცხალაიშვილი,pirtskhalaishvili
Джишпашвили,dzhishpashvili,ჟიჟიაშვილი,zhizhiashvili
Тамуян,tamuian,ტამოიან,tamoian
Морабошвили,moraboshvili,მერაბიშვილი,merabishvili
Заркозошвили,zarkozoshvili,მარკოზაშვილი,markozashvili
Пайбурчиян,paiburchiian,პამბუხჩიან,pambukhchian
Джапаришвили,dzhaparishvili,შაქარიშვილი,shaqarishvili
Амирастономи,amirastonomi,ამირასტანოვი,amirastanovi
Кипчидзе,kipchidze,ხაჩიძე,khachidze
Джагариной,dzhagarinoi,ძავარიანი,dzavariani
Кампаниец,kampaniets,კომპანიეც,kompaniets
Санаярз,sanaiarz,სანაია,sanaia
Заворуев,zavoruev,ზამორეი,zamorei
Жишкорянин,zhishkorianin,ჟიშკარიანი,zhishkariani
Вартисян,vartisian,ვარტიკიან,vartikian
Квороцхелия,kvorotskheliia,კვარაცხელია,kvaratskhelia
Джунджинадзе,dzhundzhinadze,ძინძიბაძე,dzindzibadze
Джахаев,dzhakhaev,ძახაევი,dzakhaevi
Саркистьян,sarkist'ian,სარკისიან,sarkisian
Бахтурадзе,bakhturadze,ბახტურიძე,bakhturidze
Азаев,azaev,რზაევ,rzaev
Коргусов,korgusov,კორპუსოვი,korpusovi
Беберадзе,beberadze,ბერაძე,beradze
Газаиф,gazaif,განაია,ganaia
Морзишвили,morzishvili,მირზაშვილი,mirzashvili
Гаталайчук,gatalaichuk,მატვეიჩუკ,matveichuk
Згиян,zgiian,იგიტიან,igitian
Салеашвили,saleashvili,სალიაშვილი,saliashvili
Амонадзе,amonadze,ამანაძე,amanadze
Симеива,simeiva,სიმსივე,simsive
Рунов,runov,რუნოვ,runov
Ватиащвили,vatiaschvili,ვათიაშვილი,vatiashvili
Вачиашвили,vachiashvili,ბაჩიაშვილი,bachiashvili
Пикаури,pikauri,ფილაური,pilauri
Моншашвили,monshashvili,მოშაშვილი,moshashvili
Галстьян,galst'ian,გალსტიან,galstian
Далиашвилли,daliashvilli,ბალიაშვილი,baliashvili
Рауткин,rautkin,ლაგუტკინ,lagutkin
Туганашвили,tuganashvili,ტაგანაშვილი,taganashvili
Вартенен,vartenen,ვართანიან,vartanian
Даштант,dashtant,დაშიან,dashian
Тодырья,todir'ia,თოდრია,todria
Гапкрелидзе,gapkrelidze,გამკრელიძე,gamkrelidze
Гогтишвили,gogtishvili,გოგიშვილი,gogishvili
Чавутян,chavutian,დავთიან,davtian
Чалюк,chaliuk,გალიუკ,galiuk
Нурулаев,nurulaev,ნურულაევი,nurulaevi
Кортадзе,kortadze,კირთაძე,kirtadze
Хибулов,khibulov,ხუბულოვ,khubulov
Замятин,zamiatin,ზამიატინი,zamiatini
Маркузешвили,markuzeshvili,მარკოზაშვილი,markozashvili
Фитенов,fitenov,პიმენოვ,pimenov
Нонабашвили,nonabashvili,ნონიაშვილი,noniashvili
Кикоть,kikot',კიკოტი,kikoti
Цалколомадзе,tsalkolomadze,ლოლომაძე,lolomadze
Щувитизе,schuvitize,შუბითიძე,shubitidze
Аладатвиян,aladatviian,ალანაკიან,alanakian
Лужанский,luzhanskii,ლუჟანსკი,luzhanski
Китаишвили,kitaishvili,მითაიშვილი,mitaishvili
Айвозов,aivozov,აივაზოვ,aivazov
Цамолош...,tsamolosh...,წამალაშვილი,tsamalashvili
Комар,komar,კომარ,komar
Кипня,kipnia,კიფაია,kipaia
Хоцанаян,khotsanaian,ხოცანიან,khotsanian
Партан,partan,პალიან,palian
Даванчук,davanchuk,კოვალჩუკ,kovalchuk
Лортокопанидзе,lortokopanidze,ლორთქიფანიძე,lortqipanidze
Карасунидзе,karasunidze,კარასანიძე,karasanidze
Хочолаба,khocholaba,ხოჩოლავა,khocholava
Мяедлишвили,miaedlishvili,მიქელიშვილი,miqelishvili
Митияшвили,mitiiashvili,მათიაშვილი,matiashvili
Хурдин,khurdin,კურდი,kurdi
Квачантерадзе,kvachanteradze,კვაჭანტირაძე,kvatchantiradze
Прицкор,pritskor,პრუტსკოი,prutskoi
Газеянс,gazeians,გაზიანი,gaziani
Коребашвили,korebashvili,კორელაშვილი,korelashvili
Гвиннашвили,gvinnashvili,გვიანაშვილი,gvianashvili
Хазанязов,khazaniazov,ხაზალია,khazalia
Харебаишвили,kharebaishvili,ხარებაშვილი,kharebashvili
Сулсадзе,sulsadze,სულაძე,suladze
Диаконошвили,diakonoshvili,დიაკონაშვილი,diakonashvili
Виртикян,virtikian,ვარტიკიან,vartikian
Парувания,paruvaniia,ფარცვანია,partsvania
Душевский,dushevskii,დაშევსკი,dashevski
Цинцадзе (Читадзе),tsintsadze (chitadze),ცინცაძე-ქამადაძე,tsintsadze-qamadadze
Знобищев,znobischev,დრობიშევ,drobishev
Азимов,azimov,აზიმოვა,azimova
Хояджян,khoiadzhian,კრმადჟიან,krmadzhian
Куткашвили,kutkashvili,კუთხაშვილი,kutkhashvili
Хохарчан,khokharchan,კოჩარიან,kocharian
Тигуши,tigushi,ტიმუში,timushi
Канатария,kanatariia,ქანთარია,qantaria
Паварткаладзе,pavartkaladze,თავართქილაძე,tavartqiladze
Миниев,miniev,მინაევ,minaev
Ломтатиде,lomtatide,ლომთათიძე,lomtatidze
Масатьян,masat'ian,ასატრიან,asatrian
Куменашвили,kumenashvili,კუმელაშვილი,kumelashvili
Елиады,eliadi,ილიადი,iliadi
Эдиширашвили,edishirashvili,ედიშერაშვილი,edisherashvili
Шананашвили,shananashvili,ხანანაშვილი,khananashvili
Алмашвили,almashvili,ალმაშვილი,almashvili
Мадеев,madeev,მაკეევ,makeev
Кубинацишвили,kubinatsishvili,კაიკაციშვილი,kaikatsishvili
Джинджоли,dzhindzholi,დჟინდოიანი,dzhindoiani
Инанаишвили,inanaishvili,ინანეიშვილი,inaneishvili
Думвадзе,dumvadze,დუმბაძე,dumbadze
Кучихидзе,kuchikhidze,კუჭუხიძე,kutchukhidze
Инуквирвели,inukvirveli,ინწკირველი,intskirveli
Соготолян,sogotolian,სოგომონიან,sogomonian
Чинжулава,chinzhulava,ჩიჟავა,chizhava
Булотаев,bulotaev,ბოლოთაევ,bolotaev
Апцаурий,aptsaurii,აფციაური,aptsiauri
Шишилошвили,shishiloshvili,შიშინაშვილი,shishinashvili
Сикендашвили,sikendashvili,სეხნიაშვილი,sekhniashvili
Каманадзе,kamanadze,კაპანაძე,kapanadze
Кублачвили,kublachvili,კუბლაშვილი,kublashvili
Тыдман,tidman,იდმან,idman
Пярномяги,piarnomiagi,ფაროიანი,paroiani
Болхамашвили,bolkhamashvili,ბალხამაშვილი,balkhamashvili
Усткашвили,ustkashvili,უსტიაშვილი,ustiashvili
Егискелашвили,egiskelashvili,ეგისკელაშვილი,egiskelashvili
Джашкарьян,dzhashkar'ian,ჟიშკარიანი,zhishkariani
Алавов,alavov,ალაზოვ,alazov
Херкаляде,kherkaliade,ხერკელაძე,kherkeladze
Чикановский,chikanovskii,შიმანოვსკი,shimanovski
Рогричиани,rogrichiani,გოგრიჭიანი,gogritchiani
Кочевари,kochevari,კოჩივარი,kochivari
Мигоян,migoian,მიროიან,miroian
Мирзмашвили,mirzmashvili,მირზაშვილი,mirzashvili
Пачкарил,pachkaril,პაჩკორია,pachkoria
Кузиашвили,kuziashvili,ბუზიაშვილი,buziashvili
Брожков,brozhkov,ბოჟკოვ,bozhkov
Месторошвили,mestoroshvili,მესტვირიშვილი,mestvirishvili
Автунашвили,avtunashvili,ალთუნაშვილი,altunashvili
Саликадзе,salikadze,ტალიკაძე,talikadze
Капичян,kapichian,კალაჩიან,kalachian
Дидэнко,didenko,დიდენკო,didenko
Гачеиладзе,gacheiladze,გაჩეჩილაძე,gachechiladze
Феенберг,feenberg,გრინბერგ,grinberg
Менфериани,menferiani,მეგერიანი,megeriani
Гогобергувили,gogoberguvili,გოგობერიშვილი,gogoberishvili
Поцбания,potsbaniia,პოტანინა,potanina
Пометов,pometov,პომეტოვი,pometovi
Какландадзе,kaklandadze,კალანდაძე,kalandadze
Кофман,kofman,კოსმან,kosman
Пернянадзе,pernianadze,ბერიანიძე,berianidze
Джипалидзе,dzhipalidze,დედოფალიძე,dedopalidze
Кацношвили,katsnoshvili,კაცოშვილი,katsoshvili
Геназаридзе,genazaridze,ინასარიძე,inasaridze
Ногаенко,nogaenko,ოგიენკო,ogienko
Теонашвили,teonashvili,თედიაშვილი,tediashvili
Лагилява,lagiliava,ლაგვილავა,lagvilava
Периснов,perisnov,პერსიანოვ,persianov
Григормашвили,grigormashvili,გრიგორაშვილი,grigorashvili
Пучучури,puchuchuri,ბუჩუკური,buchukuri
Радаев,radaev,რადაევი,radaevi
Партая,partaia,პერტაია,pertaia
Джарбенидзе,dzharbenidze,ძაბუნიძე,dzabunidze
Рурува,ruruva,რურუა,rurua
Базюков,baziukov,ბატიუკოვი,batiukovi
Васильенко,vasil'enko,ვასილენკო,vasilenko
Пищиков,pischikov,პისჩიკოვა,pischikova
Кахабришулш,kakhabrishulsh,კახაბრიშვილი,kakhabrishvili
Ульин,ul'in,ილინ,ilin
Тахвидзе,takhvidze,კახიძე,kakhidze
Цвизба,tsvizba,წვიჟბა,tsvizhba
Дужгоркова,duzhgorkova,დუშდუროვა,dushdurova
Сирагдов,siragdov,სირაძე,siradze
Анвецов,anvetsov,ავეტისოვ,avetisov
Ко[...]дзе,ko[...]dze,კობახიძე,kobakhidze
Милушкин,milushkin,მილუშკინა,milushkina
Доргонев,dorgonev,კორნევ,kornev
Тедееви,tedeevi,თედეევი,tedeevi
Серидзе,seridze,ბერიძე,beridze
Цингер,tsinger,ციგლერ,tsigler
Калахсашвили,kalakhsashvili,ბალახაშვილი,balakhashvili
Самощенко,samoschenko,სამოშჩენკო,samoshchenko
Гаарчиладзе,gaarchiladze,ქარჩილაძე,qarchiladze
Кешов,keshov,კესოვ,kesov
Жмуров,zhmurov,ზიმიროვ,zimirov
Понякин,poniakin,პოტიაკინი,potiakini
Жухашвилий,zhukhashvilii,ხუხაშვილი,khukhashvili
Живов,zhivov,ჟივოვა,zhivova
Семсиви,semsivi,სიმსივე,simsive
Зарабашвили,zarabashvili,ზურაბაშვილი,zurabashvili
Анобия,anobiia,აკობია,akobia
Перепеченов,perepechenov,ტერეშჩენკო,tereshchenko
Гуршумов,gurshumov,გურშუმოვი,gurshumovi
Годенко,godenko,გოდენკო,godenko
Копсузян,kopsuzian,თოპუზიან,topuzian
Довитян,dovitian,დავითიან,davitian
Кикмадзе,kikmadze,კიკნაძე,kiknadze
Чолондаров,cholondarov,ჩილინგაროვ,chilingarov
Бюлюскерия,biuliuskeriia,ბულისკერია,buliskeria
Тарбея,tarbeia,თარბაია,tarbaia
Мекинулашвили,mekinulashvili,მეკინულაშვილი,mekinulashvili
Харлов,kharlov,ხაილოვ,khailov
Жванин,zhvanin,ჟვანია,zhvania
Джебатвили,dzhebatvili,დიდებაშვილი,didebashvili
Элизбаришвили,elizbarishvili,ელიზბარიშვილი,elizbarishvili
Сералидзе,seralidze,სარალიძე,saralidze
Доборгжгенидзе,doborgzhgenidze,დობორჯგინიძე,doborjginidze
Трикула,trikula,პრიტულა,pritula
Кецзевадзе,ketszevadze,კეზევაძე,kezevadze
Шкира,shkira,შკურა,shkura
Джодженидзе,dzhodzhenidze,ძოწენიძე,dzotsenidze
Джанкорьян,dzhankor'ian,ჟანკოჩიან,zhankochian
Коконадзи,kokonadzi,კოკოლაძე,kokoladze
Гутайшвили,gutaishvili,გუნთაიშვილი,guntaishvili
Чинчирашвили,chinchirashvili,ჩინჩარაშვილი,chincharashvili
Колида,kolida,კოლიადა,koliada
Локобидзе,lokobidze,იაკობიძე,iakobidze
Начевный,nachevnii,ნაბიევი,nabievi
Закарнашвили,zakarnashvili,ზაქარაშვილი,zaqarashvili
Каперидзе,kaperidze,ბაფერიძე,baperidze
Мкртыч,mkrtich,მკრტიჩან,mkrtichan
Парсянов,parsianov,პერსიანოვ,persianov
Леонтенко,leontenko,კოსტენკო,kostenko
Серебрякин,serebriakin,სერებრიანი,serebriani
Регимов,regimov,რაგიმოვ,ragimov
Мкурналидзе,mkurnalidze,მკურნალიძე,mkurnalidze
Голошвилли,goloshvilli,გოლოშვილი,goloshvili
Минидзе,minidze,მინაძე,minadze
Метяилов,metiailov,მიხაილოვ,mikhailov
Уманец,umanets,უმანეც,umanets
Пулианиди,pulianidi,პულიანიდი,pulianidi
Есиненко,esinenko,ესიპენკო,esipenko
Абошивили,aboshivili,აბაშვილი,abashvili
Камгаладзе,kamgaladze,ნამგალაძე,namgaladze
Джагония,dzhagoniia,ძაგანია,dzagania
Бабуцидзи,babutsidzi,ბაბუციძე,babutsidze
Зепашивили,zepashivili,სეფაშვილი,sepashvili
Полушкин,polushkin,პოლშინ,polshin
Ельяшвили,el'iashvili,ელიაშვილი,eliashvili
Вининец,vininets,ვოლინეც,volinets
Копытов,kopitov,კოპიტოვი,kopitovi
Дхиский,dkhiskii,დენისკინი,deniskini
Хрючкин,khriuchkin,ხარიჩკინ,kharichkin
Нобахидзе,nobakhidze,კობახიძე,kobakhidze
Гафиаров,gafiarov,გალიაროვა,galiarova
Николотов,nikolotov,ნიკოლოტოვა,nikolotova
Ангеев,angeev,აგეევა,ageeva
Пардовеледзе,pardoveledze,ბარდაველიძე,bardavelidze
Низолов,nizolov,ნიკოლოვ,nikolov
Гохсадзе,gokhsadze,გოხაძე,gokhadze
Кучимазуф,kuchimazuf,გუჩმაზოვ,guchmazov
Дельбянов,del'bianov,დელიანოვი,delianovi
Бережианц,berezhiants,ბერეჟიანი,berezhiani
