rus,en,matched,matchedEngName
Эристава,eristava,ერისთავი,eristavi
Бареладзе,bareladze,ბარელაძე,bareladze
Дурганян,durganian,დურგარიან,durgarian
Терджанян,terdzhanian,თერდჟანიან,terdzhanian
Лацебидзе,latsebidze,ლაცაბიძე,latsabidze
Априсян,aprisian,აპრესიან,apresian
Соломлишвили,solomlishvili,სოლომნიშვილი,solomnishvili
Саланя,salania,ალანია,alania
Сихарулов,sikharulov,სიხარულოვი,sikharulovi
Эльбогьян,el'bog'ian,ელბაგიან,elbagian
Царцевадзе,tsartsevadze,ცერცვაძე,tsertsvadze
Лукьяченко,luk'iachenko,ლუკიანჩენკო,lukianchenko
Карачевцев,karachevtsev,კარაჩენცევა,karachentseva
Демочкин,demochkin,დემოჩკინა,demochkina
Ватулян,vatulian,ვატულიან,vatulian
Кочеян,kocheian,კოჩოიან,kochoian
Мудрый,mudrii,კუდრია,kudria
Кусрадзе,kusradze,კუსრაძე,kusradze
Гавашешвили,gavasheshvili,გავაშელიშვილი,gavashelishvili
Моргеев,morgeev,მარგიევ,margiev
Демаксян,demaksian,დიმაკსიან,dimaksian
Терманелов,termanelov,ტერმანელოვი,termanelovi
Салохов,salokhov,სავლოხოვ,savlokhov
Белорей,belorei,ბელოვი,belovi
Цхваришвили,tskhvarishvili,ცხვარიაშვილი,tskhvariashvili
Ахалия,akhaliia,ახალაია,akhalaia
Тхиладзе,tkhiladze,თხილაძე,tkhiladze
Гурошвили,guroshvili,გურაშვილი,gurashvili
Скрипка,skripka,სკრიპკა,skripka
Джимбиан,dzhimbian,დჟუმიან,dzhumian
Синельников,sinel'nikov,სინელნიკოვი,sinelnikovi
Вахвахишвили,vakhvakhishvili,ვახვახიშვილი,vakhvakhishvili
Джувалаков,dzhuvalakov,დჟავადოვ,dzhavadov
Кардова,kardova,კურდოვა,kurdova
Вашахидзе,vashakhidze,ვაშაკიძე,vashakidze
Хачирошвили,khachiroshvili,ხაჩირაშვილი,khachirashvili
Мазеашвили,mazeashvili,მაზიაშვილი,maziashvili
Кветенидзе,kvetenidze,კვეტენაძე,kvetenadze
Терунов,terunov,ტერუნოვი,terunovi
Кучаев,kuchaev,გუჩაევ,guchaev
Кудуев,kuduev,კულიევ,kuliev
Бедзиношвили,bedzinoshvili,ბიძინაშვილი,bidzinashvili
Биалишвили,bialishvili,დვალიშვილი,dvalishvili
Акбардия,akbardiia,აქბარდია,aqbardia
Керсантия,kersantiia,კორსანტია,korsantia
Чиошвили,chioshvili,შიოშვილი,shioshvili
Гелидзе,gelidze,გელაძე,geladze
Полуашвилли,poluashvilli,დოლუაშვილი,doluashvili
Кахиладзе,kakhiladze,კახელაძე,kakheladze
Муртуз,murtuz,მურტი,murti
Горобец,gorobets,გორობეც,gorobets
Макишвилли,makishvilli,მაკიშვილი,makishvili
Асатурнян,asaturnian,ასატურიან,asaturian
Арзбаев,arzbaev,რზაევ,rzaev
Асабошвили,asaboshvili,ასაბაშვილი,asabashvili
Цганейшвили,tsganeishvili,ცაგარეიშვილი,tsagareishvili
Гошлидзе,goshlidze,გოგოლიძე,gogolidze
Загурский,zagurskii,ზაგურსკი,zagurski
Галуян,galuian,გალოიან,galoian
Назаритян,nazaritian,ნაზარეტიან,nazaretian
Капрелов,kaprelov,კაპრელოვი,kaprelovi
Богуа,bogua,გოგუა,gogua
Копенадзе,kopenadze,კოპინაძე,kopinadze
Додидзе,dodidze,დოლიძე,dolidze
Попорадзе,poporadze,ფოფორაძე,poporadze
Мачаварян,machavarian,მაჭავარიანი,matchavariani
Сергулядзе,serguliadze,სურგულაძე,surguladze
Кевелишвили,kevelishvili,კევლიშვილი,kevlishvili
Чапанадзе,chapanadze,კაპანაძე,kapanadze
Брегводзе,bregvodze,ბრეგვაძე,bregvadze
Пряник,prianik,აპრიანი,apriani
Гогнелашвили,gognelashvili,გოგნელაშვილი,gognelashvili
Политашвили,politashvili,პოლიტაშვილი,politashvili
Канделидзе,kandelidze,განდელიძე,gandelidze
Курумли,kurumli,გურული,guruli
Мишинашвили,mishinashvili,მიჩინაშვილი,michinashvili
Гусаришвили,gusarishvili,გუსარიშვილი,gusarishvili
Алабидзе,alabidze,არაბიძე,arabidze
Пикалов,pikalov,პიკალოვა,pikalova
Шаламбуридзе,shalamburidze,შალამბერიძე,shalamberidze
Нокришвили,nokrishvili,ნოქრიშვილი,noqrishvili
Маланя,malania,მალანია,malania
Батеев,bateev,ბატეევი,bateevi
Чернышков,chernishkov,ჩერნიშოვ,chernishov
Чебанян,chebanian,ჩობანიან,chobanian
Парцхалава,partskhalava,ფირცხალავა,pirtskhalava
Учалишвили,uchalishvili,უჭალიშვილი,utchalishvili
Широзья,shiroz'ia,შეროზია,sherozia
Урзунян,urzunian,უზუნიან,uzunian
Бешкиношвили,beshkinoshvili,ბეშკენაშვილი,beshkenashvili
Сименье,simen'e,სიმეონე,simeone
Якименко,iakimenko,იაკიმენკო,iakimenko
Чингорадзе,chingoradze,ჩინგირაძე,chingiradze
Верденко,verdenko,სერენკო,serenko
Пулария,pulariia,ფულარია,pularia
Чехлидзе,chekhlidze,ჩხაიძე,chkhaidze
Сакиян,sakiian,საკოიან,sakoian
Харбеладзе,kharbeladze,ხორბალაძე,khorbaladze
Келяшвили,keliashvili,ელიაშვილი,eliashvili
Семиниченко,seminichenko,სემენჩენკო,semenchenko
Алешковский,aleshkovskii,პაშკოვსკი,pashkovski
Нанашвилли,nanashvilli,ნანაშვილი,nanashvili
Калинов,kalinov,კალინოვა,kalinova
Каменцов,kamentsov,კამენცევა,kamentseva
Чаригогдишвили,charigogdishvili,ჩარიგოგდიშვილი,charigogdishvili
Мамигашвили,mamigashvili,მამისაშვილი,mamisashvili
Ослоньян,oslon'ian,ასლანიან,aslanian
Цатинашвили,tsatinashvili,ცათიაშვილი,tsatiashvili
Кохария,kokhariia,კოკაია,kokaia
Антелидзе,antelidze,ანთელიძე,antelidze
Самхиашвили,samkhiashvili,სახიაშვილი,sakhiashvili
Карагашев,karagashev,კარაგაშევ,karagashev
Савосько,savos'ko,სავოსკო,savosko
Мушашвили,mushashvili,მუშაშვილი,mushashvili
Эскаджян,eskadzhian,კადჟოიან,kadzhoian
Какоя,kakoia,კაკობა,kakoba
Комлазе,komlaze,კომლაძე,komladze
Додолишвили,dodolishvili,დოდოლიშვილი,dodolishvili
Сихатурадзе,sikhaturadze,სიხარულიძე,sikharulidze
Липский,lipskii,ლიპკინ,lipkin
Квилява,kviliava,გვილავა,gvilava
Амаба,amaba,აკაბა,akaba
Летодьян,letod'ian,ლეთოდიანი,letodiani
Сечен,sechen,შენ,shen
Ходерьян,khoder'ian,ხოდერიან,khoderian
Коркаташвили,korkatashvili,კორკოტაშვილი,korkotashvili
Ракчеев,rakcheev,რაჩეევა,racheeva
Горгасидзе,gorgasidze,გორგასიძე,gorgasidze
Нагробный,nagrobnii,ნაგრუდნი,nagrudni
Лебеденко,lebedenko,ლებედენკო,lebedenko
Хачешвили,khacheshvili,ხაჩიშვილი,khachishvili
Рудницкий,rudnitskii,რუდნიცკაია,rudnitskaia
Джиджихадзе,dzhidzhikhadze,ძინძიბაძე,dzindzibadze
Ринкевич,rinkevich,რინკევიჩი,rinkevichi
Слюсаренко,sliusarenko,სლიუსარენკო,sliusarenko
Аморханишвили,amorkhanishvili,ამირხანაშვილი,amirkhanashvili
Дрохман,drokhman,როყვა,rokhva
Титомир,titomir,ტიტოვი,titovi
Начкеби,nachkebi,ნაჭყებია,natchkhebia
Гваридзишвили,gvaridzishvili,გვარიძიშვილი,gvaridzishvili
Тагиян,tagiian,ტაზაიან,tazaian
Маргулишвили,margulishvili,მაგულიშვილი,magulishvili
Тедлашвили,tedlashvili,თედიაშვილი,tediashvili
Ряпалов,riapalov,რიაპალოვა,riapalova
Беглорашвили,beglorashvili,ბეგლარაშვილი,beglarashvili
Кенцурашвили,kentsurashvili,კინწურაშვილი,kintsurashvili
Мчедлизе,mchedlize,მჭედლიძე,mtchedlidze
Рогова,rogova,როგოვა,rogova
Слободянюк,slobodianiuk,სლობოდიანიუკ,slobodianiuk
Поларчиашвили,polarchiashvili,პლაჭიაშვილი,platchiashvili
Цардава,tsardava,ცირდავა,tsirdava
Вашикидзе,vashikidze,ვაშაკიძე,vashakidze
Шуташвили,shutashvili,შუტაშვილი,shutashvili
Комерика,komerika,ხომერიკი,khomeriki
Исьява,is'iava,ესიავა,esiava
Менюр,meniur,ჯენიუკ,jeniuk
Симков,simkov,სივკოვ,sivkov
Наурузов,nauruzov,ნავრუზოვ,navruzov
Баксошвили,baksoshvili,ბასოშვილი,basoshvili
Гук,guk,გუკ,guk
Турцеладзе,turtseladze,ტურცელაძე,turtseladze
Маркозин,markozin,მარკოზია,markozia
Гвиладзе,gviladze,გილაძე,giladze
Гитуридзе,gituridze,ითურიძე,ituridze
Магарошвили,magaroshvili,მაკარაშვილი,makarashvili
Краснолобов,krasnolobov,კრასნიკოვ,krasnikov
Чаус,chaus,ჩაუს,chaus
Варфоломеева,varfolomeeva,ვარფოლომეევა,varpolomeeva
Сагричашвили,sagrichashvili,საღრიჩაშვილი,saghrichashvili
Нуралов,nuralov,ნურალოვი,nuralovi
Хачетуров,khacheturov,ხაჩატუროვ,khachaturov
Мамусаджан,mamusadzhan,მამულაძე,mamuladze
Голуб,golub,გოლუბ,golub
Нишанян,nishanian,ნიშანიანი,nishaniani
Мойсрапишвили,moisrapishvili,მოისრაფეშვილი,moisrapeshvili
Пурдзенидзе,purdzenidze,ბურძენიძე,burdzenidze
Леснов,lesnov,ლეონოვ,leonov
Манаширов,manashirov,მანაშეროვ,manasherov
Тезишвили,tezishvili,თეზიაშვილი,teziashvili
Кабехадзе,kabekhadze,გაბეხაძე,gabekhadze
Цакава,tsakava,ცაავა,tsaava
Бахтуриадзе,bakhturiadze,ბახტურიძე,bakhturidze
Ахонян,akhonian,ახოიან,akhoian
Чепия,chepiia,ჩემია,chemia
Сиченев,sichenev,ბიჩენოვ,bichenov
Квочкин,kvochkin,კოჩკინ,kochkin
Хундзия,khundziia,ხუნძია,khundzia
Какташвили,kaktashvili,კაკაშვილი,kakashvili
Птуха,ptukha,პუხ,pukh
Коджиев,kodzhiev,კოძოევ,kodzoev
Хосая,khosaia,ხასაია,khasaia
Бараш,barash,ბარაჩ,barach
Еропкин,eropkin,ეროპკინი,eropkini
Завалишин,zavalishin,ზავალიშინ,zavalishin
Жиляков,zhiliakov,შელიაკოვ,sheliakov
Полосян,polosian,ფოლოსიან,polosian
Кихташвили,kikhtashvili,კოხტაშვილი,kokhtashvili
Горошенко,goroshenko,დოროშენკო,doroshenko
Эйюбов,eiiubov,ეიუბოვ,eiubov
Хошба,khoshba,ხოხბა,khokhba
Пятаков,piatakov,პიატაკოვა,piatakova
Кетенджиани,ketendzhiani,ბერეჟიანი,berezhiani
Кадимов,kadimov,კადიმოვ,kadimov
Будлянский,budlianskii,ბოდიანსკი,bodianski
Чачоян,chachoian,ჩაჩოიან,chachoian
Сосонашвили,sosonashvili,სოსანაშვილი,sosanashvili
Урекадзе,urekadze,ურეკაძე,urekadze
Кузьмичев,kuz'michev,კუზმიჩევა,kuzmicheva
Турманадзе,turmanadze,თურმანიძე,turmanidze
Джишкоряни,dzhishkoriani,ჟიშკარიანი,zhishkariani
Хиялов,khiialov,ხიალოვ,khialov
Гадебадзе,gadebadze,გადაბაძე,gadabadze
Папанашвили,papanashvili,პაპუნაშვილი,papunashvili
Шатовидзе,shatovidze,შატავიძე,shatavidze
Тертыров,tertirov,ტერტეროვი,terterovi
Шинков,shinkov,სოინოვ,soinov
Пасушвили,pasushvili,ფასუაშვილი,pasuashvili
Заварухин,zavarukhin,ლავრუხინა,lavrukhina
Бреугадзе,breugadze,ბრეგაძე,bregadze
Абакаров,abakarov,აბაკაროვ,abakarov
Гелошвилли,geloshvilli,გელაშვილი,gelashvili
Бала,bala,ბალა,bala
Угрехемидзе,ugrekhemidze,უგრეხელიძე,ugrekhelidze
Зиновев,zinovev,ზინოვიევ,zinoviev
Картидзе,kartidze,კანტიძე,kantidze
Хитирия,khitiriia,ხიტირია,khitiria
Мамуляшвили,mamuliashvili,მამულაშვილი,mamulashvili
Азмедов,azmedov,მამედოვ,mamedov
Вартальян,vartal'ian,ვართანიან,vartanian
Квирквалия,kvirkvaliia,კვირკველია,kvirkvelia
Песчаный,peschanii,ფერხანიდი,perkhanidi
Водовозенко,vodovozenko,ვდოვენკო,vdovenko
Куртамидзе,kurtamidze,კურტანიძე,kurtanidze
Томошвили,tomoshvili,თომაშვილი,tomashvili
Чулакян,chulakian,ჩულაკიანი,chulakiani
Шавуашвили,shavuashvili,შალუაშვილი,shaluashvili
Сватидзе,svatidze,სვანიძე,svanidze
Конченко,konchenko,დონჩენკო,donchenko
Бочоршивили,bochorshivili,ბოჭორიშვილი,botchorishvili
Пачхуашвилли,pachkhuashvilli,კაჩხუაშვილი,kachkhuashvili
Сабельников,sabel'nikov,საბელნიკოვა,sabelnikova
Хамшашвили,khamshashvili,ყაშაშვილი,khashashvili
Лалазашвили,lalazashvili,ლალაზაშვილი,lalazashvili
Шамельян,shamel'ian,შამილიან,shamilian
Преображенский,preobrazhenskii,პრეობრაჟენსკაია,preobrazhenskaia
Шуминов,shuminov,შუმინოვი,shuminovi
Асадьян,asad'ian,ასატრიან,asatrian
Васландзе,vaslandze,ბასლანძე,baslandze
Кузикян,kuzikian,კუზიკიან,kuzikian
Харчалава,kharchalava,ხარჩილავა,kharchilava
Чентурия,chenturiia,ჭანტურია,tchanturia
Мазияшвили,maziiashvili,მაზიაშვილი,maziashvili
Иагорашвили,iagorashvili,იაგორაშვილი,iagorashvili
Мезин,mezin,ლეზინ,lezin
Архуашвили,arkhuashvili,ახუაშვილი,akhuashvili
Мосиков,mosikov,ბოსიკოვი,bosikovi
Голотиани,golotiani,გოლეთიანი,goletiani
Шабулдов,shabuldov,შაულოვ,shaulov
Кашашвили,kashashvili,კაჟაშვილი,kazhashvili
Худтадзе,khudtadze,ხუჯაძე,khujadze
Бандаренко,bandarenko,ბანდარენკო,bandarenko
Белинко,belinko,ბელენკო,belenko
Аручувадзе,aruchuvadze,არჩვაძე,archvadze
Пулов,pulov,ფულოვი,pulovi
Джикя,dzhikia,მჟავია,mzhavia
Проненко,pronenko,ფომენკო,pomenko
Ниазов,niazov,ნიაზოვ,niazov
Казнев,kaznev,კაზიევ,kaziev
Алисултан,alisultan,ალისულთანოვ,alisultanov
Меркушев,merkushev,მერკუშევა,merkusheva
Котарашвили,kotarashvili,ოთარაშვილი,otarashvili
Дабахишвили,dabakhishvili,დაბახიშვილი,dabakhishvili
Демиденко,demidenko,დემიდენკო,demidenko
Асяд,asiad,ასოიან,asoian
Чаплюк,chapliuk,პავლიუკ,pavliuk
Кугаташвили,kugatashvili,კურატაშვილი,kuratashvili
Ундиляшвили,undiliashvili,უნდილაშვილი,undilashvili
Ангялов,angialov,ანგიალოვა,angialova
Онанов,onanov,ონანოვი,onanovi
Булынко,bulinko,ბულანკო,bulanko
Будурашвилли,budurashvilli,ბუდურაშვილი,budurashvili
Ванюков,vaniukov,მანუკოვ,manukov
Басилай,basilai,ბასილაია,basilaia
Гюльмамед,giul'mamed,გიულმამედოვ,giulmamedov
Мадусьян,madus'ian,მადოსიან,madosian
Еремчук,eremchuk,ერემჩუკი,eremchuki
Хоккарашвили,khokkarashvili,ხოკერაშვილი,khokerashvili
Каркаршадзе,karkarshadze,ქარქაშაძე,qarqashadze
Варзелов,varzelov,კარელოვ,karelov
Джапов,dzhapov,ჟაროვ,zharov
Богарашвили,bogarashvili,ბოღრაშვილი,boghrashvili
Чкандзе,chkandze,ჩხაიძე,chkhaidze
Ингибаров,ingibarov,ინგიბაროვა,ingibarova
Юлчиев,iulchiev,იოლჩიევ,iolchiev
Логвинова,logvinova,ლოგვინოვა,logvinova
Цителидзе,tsitelidze,წითელაძე,tsiteladze
Хвадажани,khvadazhani,ხვადაგიანი,khvadagiani
Дгварели,dgvareli,დგვარელი,dgvareli
Мержиевский,merzhievskii,მერჟეევსკი,merzheevski
Ярош,iarosh,იაროში,iaroshi
Хачуш,khachush,ხაგუშ,khagush
Бельков,bel'kov,ბელიკოვი,belikovi
Дзегвелишвили,dzegvelishvili,ძეგველიშვილი,dzegvelishvili
Крдян,krdian,კრტიან,krtian
Кафатарян,kafatarian,კაფადარიან,kapadarian
Безуглый,bezuglii,ბეზუგლი,bezugli
Джинчвелейшвили,dzhinchveleishvili,ჭინჭველეიშვილი,tchintchveleishvili
Бичошвили,bichoshvili,ბაჩოშვილი,bachoshvili
Коначешвили,konacheshvili,კონჭოშვილი,kontchoshvili
Мгадлишвили,mgadlishvili,გამდლიშვილი,gamdlishvili
Лежева,lezheva,ლეჟავა,lezhava
Першангишвили,pershangishvili,ფერშანგიშვილი,pershangishvili
Надиришвили,nadirishvili,ნადირაშვილი,nadirashvili
Гилев,gilev,გულიევ,guliev
Полковский,polkovskii,ბალკოვსკი,balkovski
Чачибал,chachibal,ჩაჩიბაია,chachibaia
Козмаиди,kozmaidi,კოზმანიდი,kozmanidi
Асланадзе,aslanadze,ასლანაძე,aslanadze
Моцебадзе,motsebadze,მოდებაძე,modebadze
Албурошвили,alburoshvili,ალბუთაშვილი,albutashvili
Шамидзе,shamidze,შანიძე,shanidze
Тариманишвили,tarimanishvili,თარიმანიშვილი,tarimanishvili
Папяшвили,papiashvili,პაპიაშვილი,papiashvili
Сараидзе,saraidze,სარალიძე,saralidze
Маташвилли,matashvilli,მათიაშვილი,matiashvili
Мегришвили,megrishvili,მექრიშვილი,meqrishvili
Гуцаев,gutsaev,გუცაევი,gutsaevi
Самарский,samarskii,სამარსკი,samarski
Силигава,siligava,სილაგავა,silagava
Бибиошвили,bibioshvili,ბიბიაშვილი,bibiashvili
Бабуашвили,babuashvili,ბაბუაშვილი,babuashvili
Тунагонян,tunagonian,ტანაგონიან,tanagonian
Цхвезиани,tskhveziani,ცხვედიანი,tskhvediani
Имдеишвили,imdeishvili,იმდეიშვილი,imdeishvili
Кубаев,kubaev,გუბაევ,gubaev
Матешвилли,mateshvilli,მათეშვილი,mateshvili
Салихарадзе,salikharadze,სამხარაძე,samkharadze
Аллавердов,allaverdov,ალავერდოვ,alaverdov
Куркулов,kurkulov,მერკულოვ,merkulov
Гопадзе,gopadze,კოპაძე,kopadze
Каченшвили,kachenshvili,ვაჩეიშვილი,vacheishvili
Еванидзе,evanidze,სვანიძე,svanidze
Куашвили,kuashvili,ლუაშვილი,luashvili
Токеладзе,tokeladze,კოკელაძე,kokeladze
Чаченидзе,chachenidze,ჩაჩანიძე,chachanidze
Папировник,papirovnik,პაპიროვნიკ,papirovnik
Мулычкин,mulichkin,ლიჩკინ,lichkin
Абрамид,abramid,აბრამია,abramia
Естатишвили,estatishvili,ესტატიშვილი,estatishvili
Кудев,kudev,კუდევა,kudeva
Карбашьян,karbash'ian,კარდაშიან,kardashian
Эмиридзе,emiridze,ემირიძე,emiridze
Козицкий,kozitskii,კოსიცკი,kositski
Твеладзе,tveladze,ქველაძე,qveladze
Шевердян,sheverdian,შავერდიანი,shaverdiani
Хонерья,khoner'ia,ხოფერია,khoperia
Цикарошвили,tsikaroshvili,ციკარიშვილი,tsikarishvili
Фазли,fazli,ბაზალი,bazali
Оркидашвили,orkidashvili,ორკოდაშვილი,orkodashvili
Прангашвили,prangashvili,ფრანგიშვილი,prangishvili
Ломудзе,lomudze,ლომიძე,lomidze
Клунчадзе,klunchadze,გლუნჩაძე,glunchadze
Глиядзе,gliiadze,ბლიაძე,bliadze
Учаношвили,uchanoshvili,უჩანეიშვილი,uchaneishvili
Бакучев,bakuchev,ბარუჩევი,baruchevi
Залога,zaloga,ზალოგა,zaloga
Свамидзе,svamidze,სვანიძე,svanidze
Батарули,bataruli,ბაშარული,basharuli
Мамодов,mamodov,მამედოვ,mamedov
Худбарадзе,khudbaradze,ყუბარაძე,khubaradze
Тагишвили,tagishvili,ტატიშვილი,tatishvili
Джиджаишвили,dzhidzhaishvili,ძიძიშვილი,dzidzishvili
Мчелашвили,mchelashvili,აჩელაშვილი,achelashvili
Ханегишвили,khanegishvili,ყარეგიშვილი,kharegishvili
Бегин,begin,ბეგიან,begian
Нидирадзе,nidiradze,ნადირაძე,nadiradze
Поддубный,poddubnii,პოდდუბსკი,poddubski
Кенашвили,kenashvili,ბენაშვილი,benashvili
Аданян,adanian,ადამიან,adamian
Двалиашвили,dvaliashvili,დვალიშვილი,dvalishvili
Котт,kott,კოტი,koti
Сапурашвили,sapurashvili,საფარაშვილი,saparashvili
Ефанов,efanov,ეგანოვ,eganov
Ивадзе,ivadze,იაძე,iadze
Такеля,takelia,პაკელია,pakelia
Новалов,novalov,ნოვალოვი,novalovi
Сибискурадзе,sibiskuradze,სებისკვერაძე,sebiskveradze
Харал-оглы,kharal-ogli,კარალ-ოღლი,karal-oghli
Мерухулава,merukhulava,მერცხულავა,mertskhulava
Чередников,cherednikov,ჩერნიკოვ,chernikov
Чичов,chichov,ჩიჩოვ,chichov
Мотадзе,motadze,თოთაძე,totadze
Джгумия,dzhgumiia,დჟუმიან,dzhumian
Наврус,navrus,ნავრუზ,navruz
Макхадзе,makkhadze,მახაძე,makhadze
Крбашьян,krbash'ian,კირბაშიან,kirbashian
Циладзе,tsiladze,წულაძე,tsuladze
Хафусов,khafusov,ხატისოვ,khatisov
Пансулая,pansulaia,ფანცულაია,pantsulaia
Вортаньян,vortan'ian,ვართანიან,vartanian
Прангулашвили,prangulashvili,ფრანგულაშვილი,prangulashvili
Дураченко,durachenko,დიაჩენკო,diachenko
Абатидзе,abatidze,აბუთიძე,abutidze
Марцаладзе,martsaladze,მარცვალაძე,martsvaladze
Жаржоляни,zharzholiani,ჟორჟოლიანი,zhorzholiani
Забашвили,zabashvili,საბაშვილი,sabashvili
Кулибаев,kulibaev,კულიევ,kuliev
Михитарян,mikhitarian,მიხიტარიან,mikhitarian
Алфимов,alfimov,ალიმოვ,alimov
Эрквелия,erkveliia,კვერკველია,kverkvelia
Нипарашвили,niparashvili,ნიპარიშვილი,niparishvili
Гудзиев,gudziev,კუძიევ,kudziev
Водачкория,vodachkoriia,ვადაჩკორია,vadachkoria
Батманишвили,batmanishvili,ბათმანიშვილი,batmanishvili
Кададзе,kadadze,კალაძე,kaladze
Бенушвили,benushvili,ბენაშვილი,benashvili
Шангеля,shangelia,შენგელია,shengelia
Адлер,adler,მადერ,mader
Гаганашвили,gaganashvili,გაგანაშვილი,gaganashvili
Кондра,kondra,კოდუა,kodua
Гнилицкий,gnilitskii,გნილეცკი,gniletski
Сипунов,sipunov,სიპუნოვა,sipunova
Трамбовецкий,trambovetskii,გრაბოვეცკაია,grabovetskaia
Фотидий,fotidii,კოტიდი,kotidi
Дубовин,dubovin,დუბოვიკ,dubovik
Ялканов,ialkanov,ალმანოვ,almanov
Немов,nemov,ნემოვი,nemovi
Тропаидзе,tropaidze,ტრაპაიძე,trapaidze
Рыжкин,rizhkin,რიჟკინა,rizhkina
Яхтинашвили,iakhtinashvili,იახტნიშვილი,iakhtnishvili
Твитвинидзе,tvitvinidze,ტიტვინიძე,titvinidze
Кунарашвили,kunarashvili,კუთარაშვილი,kutarashvili
Сущев,suschev,მუსაევ,musaev
Суйнов,suinov,სოინოვ,soinov
Суков,sukov,სუკოვი,sukovi
Кашуба,kashuba,კაშუბა,kashuba
Куприн,kuprin,კუპრინა,kuprina
Кетиашвили,ketiashvili,გეთიაშვილი,getiashvili
Курчинидзе,kurchinidze,კურტანიძე,kurtanidze
Буцанкалури,butsankaluri,ბუწანკალური,butsankaluri
Чаишвили,chaishvili,შაიშვილი,shaishvili
Козижец,kozizhets,კოზინეც,kozinets
Кучков,kuchkov,სუჩკოვ,suchkov
Марженидзе,marzhenidze,მარღანიძე,marghanidze
Тазяшвили,taziashvili,თაზიაშვილი,taziashvili
Бахацкий,bakhatskii,ბასტატსკი,bastatski
Башашвили,bashashvili,ბაღაშვილი,baghashvili
Унавкушвили,unavkushvili,ნაროუშვილი,naroushvili
Чваненко,chvanenko,ჩვანენკო,chvanenko
Хачаво,khachavo,ჩაჩავა,chachava
Горгуладзе,gorguladze,გორგილაძე,gorgiladze
Хатачашвили,khatachashvili,ყაჭაშვილი,khatchashvili
Мехатишвили,mekhatishvili,მეხატიშვილი,mekhatishvili
Портянкин,portiankin,პორტიანაი,portianai
Чеботарь,chebotar',ჩებოტარი,chebotari
Мжеванадзе,mzhevanadze,მჟავანაძე,mzhavanadze
Матловский,matlovskii,მასლოვსკი,maslovski
Бататашвили,batatashvili,ბატატაშვილი,batatashvili
Басакин,basakin,ბასაკინა,basakina
Бозоев,bozoev,ბოზოევ,bozoev
Макаян,makaian,მაკარიან,makarian
Чумбаев,chumbaev,ჩუგაევ,chugaev
Новаев,novaev,ქოსაევ,qosaev
Кабусенидзе,kabusenidze,აბუსელიძე,abuselidze
Геферидзе,geferidze,გეფერიძე,geperidze
Мамсурадзе,mamsuradze,მაისურაძე,maisuradze
Заутошвили,zautoshvili,ზაუტაშვილი,zautashvili
Курская,kurskaia,კურსკაია,kurskaia
Погонисьян,pogonis'ian,პოგოსიან,pogosian
Бикишвилли,bikishvilli,ბიკაშვილი,bikashvili
Херулян,kherulian,ხერუმიან,kherumian
Кайман,kaiman,კაიმაზ,kaimaz
Фейзулаев,feizulaev,ფეიზულაევ,peizulaev
Джгандшгава,dzhgandshgava,ძანძავა,dzandzava
Сулокодзе,sulokodze,სულაკაძე,sulakadze
Узуналов,uzunalov,უზუნალოვ,uzunalov
Гуржий,gurzhii,გურჟოს,gurzhos
Благовещенский,blagoveschenskii,ბლაგოვეშჩენსკი,blagoveshchenski
Оти-оглы,oti-ogli,ალი-ოღლი,ali-oghli
Атульян,atul'ian,ტატულიან,tatulian
Сванишвилли,svanishvilli,სვანიშვილი,svanishvili
Егносов,egnosov,ეკნოსოვ,eknosov
Дионасашвили,dionasashvili,მინასაშვილი,minasashvili
Дамалашвили,damalashvili,მამალაშვილი,mamalashvili
Утешин,uteshin,ალეშინ,aleshin
Мечорашвили,mechorashvili,ქოჩორაშვილი,qochorashvili
Табагула,tabagula,ტაბაღუა,tabaghua
Джимчиладзе,dzhimchiladze,ჩინჩალაძე,chinchaladze
Варамшивили,varamshivili,ვარამაშვილი,varamashvili
Лукянченко,lukianchenko,ლუკიანჩენკო,lukianchenko
Ломя,lomia,ლომია,lomia
Дадашян,dadashian,დადაშიანი,dadashiani
Гузалов,guzalov,გოზალოვ,gozalov
Сафадзе,safadze,სალაძე,saladze
Махмутов,makhmutov,მახმუდოვ,makhmudov
Чапандарян,chapandarian,ჩოგანდარიან,chogandarian
Элисошвили,elisoshvili,ელისაშვილი,elisashvili
Зарикошвили,zarikoshvili,ზარიაშვილი,zariashvili
Невакшонов,nevakshonov,ნევაკშონოვი,nevakshonovi
Исупов,isupov,უსუფოვ,usupov
Полишвили,polishvili,ფილიშვილი,pilishvili
Вагадзе,vagadze,ვასაძე,vasadze
Аргонашвили,argonashvili,არგანაშვილი,arganashvili
Схартладзе,skhartladze,სხირტლაძე,skhirtladze
Геголошвили,gegoloshvili,გიგოლაშვილი,gigolashvili
Редин,redin,რედინა,redina
Мясоедов,miasoedov,მიასოედოვა,miasoedova
Габерия,gaberiia,გაბელია,gabelia
Горбатюк,gorbatiuk,გორბატიუკი,gorbatiuki
Агапонов,agaponov,აგაფონოვა,agaponova
Утеашвили,uteashvili,უთიაშვილი,utiashvili
Дынсадзи,dinsadzi,ბიწაძე,bitsadze
Малидзе,malidze,მალიძე,malidze
Вепхвиашвили,vepkhviashvili,ვეფხვიაშვილი,vepkhviashvili
Холин,kholin,ხოლინი,kholini
Ухалашвили,ukhalashvili,კუხალაშვილი,kukhalashvili
