rus,en,matched,matchedEngName
Демчук,demchuk,დიაჩუკ,diachuk
Батнидзе,batnidze,ბათნიძე,batnidze
Махадзе,makhadze,მახაძე,makhadze
Исакян,isakian,მისაკიან,misakian
Чилингариди,chilingaridi,ჩილინგარიდი,chilingaridi
Дидиа,didia,დიდია,didia
Парниев,parniev,ფარნიევი,parnievi
Лаусадзе,lausadze,ლაბაძე,labadze
Соролидзе,sorolidze,სარალიძე,saralidze
Карузашвили,karuzashvili,კარკუზაშვილი,karkuzashvili
Дзорелашвили,dzorelashvili,ძორელაშვილი,dzorelashvili
Постригань,postrigan',პოსტოიანი,postoiani
Цангошвилли,tsangoshvilli,ცანგაშვილი,tsangashvili
Купарошвили,kuparoshvili,კუპრაშვილი,kuprashvili
Нонов,nonov,იონოვ,ionov
Загагов,zagagov,ზამანოვ,zamanov
Тохарикашвили,tokharikashvili,თოხარიკაშვილი,tokharikashvili
Саминашвили,saminashvili,საგინაშვილი,saginashvili
Афридонидзе,afridonidze,აფრიდონიძე,apridonidze
Муджерешвили,mudzhereshvili,მწყერაშვილი,mtskherashvili
Левонов,levonov,ლევანოვ,levanov
Омарханов,omarkhanov,ამირხანოვ,amirkhanov
Перонадзе,peronadze,პერონიძე,peronidze
Придунашвили,pridunashvili,ფრიდონაშვილი,pridonashvili
Мегралишвили,megralishvili,მეგრელიშვილი,megrelishvili
Ахавитов,akhavitov,ხალიტოვ,khalitov
Дилашвили,dilashvili,ედილაშვილი,edilashvili
Пилипчук,pilipchuk,ფილიპჩუკ,pilipchuk
Бакараидзе,bakaraidze,ბაკარანძე,bakarandze
Позаев,pozaev,პოზოევ,pozoev
Кравеишвили,kraveishvili,კრავეიშვილი,kraveishvili
Картыбаев,kartibaev,კარიბოვ,karibov
Алиханян,alikhanian,ალიხანიან,alikhanian
Мазмишвилли,mazmishvilli,მაზმიშვილი,mazmishvili
Благодарный,blagodarnii,ბლაგოდარნი,blagodarni
Белокопытов,belokopitov,ბელოკოპიტოვი,belokopitovi
Грамаджан,gramadzhan,კრმადჟიან,krmadzhian
Касамов,kasamov,კასუმოვ,kasumov
Корсун,korsun,კორზუნ,korzun
Каплатадзе,kaplatadze,კაპატაძე,kapatadze
Батарашвили,batarashvili,ბატარაშვილი,batarashvili
Соценко,sotsenko,დოცენკო,dotsenko
Тимошевский,timoshevskii,ტიმოშევსკაია,timoshevskaia
Батаридзе,bataridze,პატარიძე,pataridze
Кобцов,kobtsov,კობესოვ,kobesov
Степцов,steptsov,სტეფანოვ,stepanov
Ротян,rotian,რატიანი,ratiani
Петько,pet'ko,პედკო,pedko
Шарманашвили,sharmanashvili,შარმანაშვილი,sharmanashvili
Гудерзашвили,guderzashvili,გუდურაშვილი,gudurashvili
Кашилашвили,kashilashvili,კაშილაშვილი,kashilashvili
Тедорошвили,tedoroshvili,თედორაშვილი,tedorashvili
Устеашвили,usteashvili,უსტიაშვილი,ustiashvili
Фугаев,fugaev,მუსაევ,musaev
Датулашвили,datulashvili,დათუნაშვილი,datunashvili
Чакаидзе,chakaidze,ჩახიძე,chakhidze
Кисотзе,kisotze,კილაძე,kiladze
Квелурашвили,kvelurashvili,გველუკაშვილი,gvelukashvili
Гориков,gorikov,გორკოვ,gorkov
Квасалия,kvasaliia,გვასალია,gvasalia
Холваш,kholvash,ხალვაშ,khalvash
Адиешвили,adieshvili,ადიეშვილი,adieshvili
Карачугли,karachugli,კარჭაული,kartchauli
Саввиди,savvidi,სავვიდი,savvidi
Набурашвили,naburashvili,ნაბორაშვილი,naborashvili
Беденко,bedenko,ბედენკო,bedenko
Пипиашвили,pipiashvili,პაპიაშვილი,papiashvili
Махар,makhar,ბახარ,bakhar
Мураховский,murakhovskii,მარახოვსკი,marakhovski
Хварцхия,khvartskhiia,ხვარწკია,khvartskia
Демитрашвили,demitrashvili,დემეტრაშვილი,demetrashvili
Акаки,akaki,აგაკი,agaki
Паевский,paevskii,მაევსკი,maevski
Пашиашвили,pashiashvili,ფაშიაშვილი,pashiashvili
Гланти,glanti,ღლონტი,ghlonti
Кисиашвили,kisiashvili,კოსიაშვილი,kosiashvili
Саушев,saushev,საუშევი,saushevi
Адашвили,adashvili,ადუაშვილი,aduashvili
Шарапков,sharapkov,შარაპოვ,sharapov
Касилов,kasilov,კისილოვ,kisilov
Баранников,barannikov,ბარანნიკოვი,barannikovi
Малазоник,malazonik,მალაზონია,malazonia
Люков,liukov,ეიუბოვ,eiubov
Мариашкин,mariashkin,მატიუშკინ,matiushkin
Гачуа,gachua,გუჩუა,guchua
Шабельник,shabel'nik,შაბალინი,shabalini
Кюрекян,kiurekian,კიურეკიან,kiurekian
Дзигурашвили,dzigurashvili,ძიგურაშვილი,dzigurashvili
Майслашвили,maislashvili,მაისაშვილი,maisashvili
Абрамков,abramkov,აბრამოვ,abramov
Джегерания,dzhegeraniia,ძაგანია,dzagania
Мачорашвили,machorashvili,მაჩურაშვილი,machurashvili
Гападжян,gapadzhian,აბადჟიან,abadzhian
Макагадзе,makagadze,მანაგაძე,managadze
Мещереков,mescherekov,მეშჩერიაკოვა,meshcheriakova
Мгелишвили,mgelishvili,მგელიაშვილი,mgeliashvili
Сечинов,sechinov,მეჩიკოვ,mechikov
Микаидзе,mikaidze,მიქაიძე,miqaidze
Латвилов,latvilov,ვავილოვ,vavilov
Турьев,tur'ev,ტურიევ,turiev
Селецкий,seletskii,სელეცკი,seletski
Будашян,budashian,ბუდახიან,budakhian
Кешебян,keshebian,კეშელიან,keshelian
Яшвилли,iashvilli,იაშვილი,iashvili
Гиргадзе,girgadze,გიორგაძე,giorgadze
Фрейлих,freilikh,ერლიხ,erlikh
Джуланидзе,dzhulanidze,დულარიძე,dularidze
Карсидзе,karsidze,ნარსიძე,narsidze
Татавосьян,tatavos'ian,თათევოსიან,tatevosian
Дубяга,dubiaga,დუბინა,dubina
Тевателидзе,tevatelidze,თივათელიძე,tivatelidze
Валеашвили,valeashvili,ვალაშვილი,valashvili
Болкводзе,bolkvodze,ბოლქვაძე,bolqvadze
Поухишвили,poukhishvili,ცუხიშვილი,tsukhishvili
Джахиев,dzhakhiev,ძახოვ,dzakhov
Грибинюк,gribiniuk,გრიბენიუკ,gribeniuk
Сехнияшвили,sekhniiashvili,სეხნიაშვილი,sekhniashvili
Мискержан,miskerzhan,მისკარიან,miskarian
Бемашвили,bemashvili,ბენაშვილი,benashvili
Лекашвилли,lekashvilli,ლეკაშვილი,lekashvili
Паровик,parovik,პაპოვი,papovi
Катиб,katib,კატიბა,katiba
Мелекизе,melekize,მელაძე,meladze
Копиашвили,kopiashvili,კობიაშვილი,kobiashvili
Бидзионишвили,bidzionishvili,ბიძიონიშვილი,bidzionishvili
Патлатюк,patlatiuk,პავლიუკ,pavliuk
Кохуашвили,kokhuashvili,კოღუაშვილი,koghuashvili
Маргуненко,margunenko,მარგუნენკო,margunenko
Бабелешвили,babeleshvili,ბაბელაშვილი,babelashvili
Москулашвили,moskulashvili,მოსულაშვილი,mosulashvili
Лобчанидзе,lobchanidze,ლობჟანიძე,lobzhanidze
Михтиев,mikhtiev,მეხტიევ,mekhtiev
Соташвили,sotashvili,სოზაშვილი,sozashvili
Каладяжный,kaladiazhnii,კოლოდიაჟნი,kolodiazhni
Когулашвили,kogulashvili,კობულაშვილი,kobulashvili
Захубая,zakhubaia,ზუხუბაია,zukhubaia
Миликян,milikian,მელიკიან,melikian
Ирицьян,irits'ian,ირიციან,iritsian
Какучаня,kakuchania,კაკუჩაია,kakuchaia
Розмаце,rozmatse,რაზმაძე,razmadze
Кирюхин,kiriukhin,კირიუხინი,kiriukhini
Порикашвили,porikashvili,ტორიკაშვილი,torikashvili
Барвакидзе,barvakidze,ბარამიძე,baramidze
Мукайлян,mukailian,მიკაელიან,mikaelian
Бабахадзе,babakhadze,ბალახაძე,balakhadze
Шереметов,sheremetov,შერემეთი,sheremeti
Колдашвили,koldashvili,კოლაშვილი,kolashvili
Кварацхелид,kvaratskhelid,კვარაცხელია,kvaratskhelia
Черекашвили,cherekashvili,ჩარეკაშვილი,charekashvili
Никопалиди,nikopalidi,ნიკოლაიდი,nikolaidi
Суламонидзе,sulamonidze,სულამანიძე,sulamanidze
Дживепекян,dzhivepekian,შახპეკიან,shakhpekian
Гикаури,gikauri,გიგაური,gigauri
Тийдо,tiido,ბაიდო,baido
Костюнин,kostiunin,კოსტიუნინი,kostiunini
Терновец,ternovets,ტერნოვეცი,ternovetsi
Туалешвилли,tualeshvilli,თათეშვილი,tateshvili
Гечия,gechiia,გეჩბაია,gechbaia
Карабельян,karabel'ian,კარაბეკიან,karabekian
Джагаркава,dzhagarkava,ჯღარკავა,jgharkava
Харазашвилли,kharazashvilli,ხარაზაშვილი,kharazashvili
Захардзе,zakhardze,ზახარიძე,zakharidze
Огеносян,ogenosian,ოგანესიან,oganesian
Гвинджелия,gvindzheliia,გინდელია,gindelia
Бачукашвили,bachukashvili,ბაჩუკაშვილი,bachukashvili
Судовский,sudovskii,სადოვსკი,sadovski
Гиганов,giganov,გიგანი,gigani
Квидашвили,kvidashvili,კვიტაშვილი,kvitashvili
Парбакадзе,parbakadze,ბარბაქაძე,barbaqadze
Гнедой,gnedoi,გნედოი,gnedoi
Бегинян,beginian,ბეგინიანი,beginiani
Емцов,emtsov,ელცოვ,eltsov
Ткещелашвили,tkeschelashvili,ტყეშელაშვილი,tkheshelashvili
Гашия,gashiia,კაშია,kashia
Сичинев,sichinev,ბიჩინოვ,bichinov
Баламутов,balamutov,ბალაბანოვ,balabanov
Ломотошвили,lomotoshvili,ლომიტაშვილი,lomitashvili
Яхубов,iakhubov,იაკუბოვ,iakubov
Ловжанидзе,lovzhanidze,ლობჟანიძე,lobzhanidze
Какилашвили,kakilashvili,კაკილაშვილი,kakilashvili
Калиничев,kalinichev,კალინიჩევა,kalinicheva
Сунгашвили,sungashvili,სულაშვილი,sulashvili
Капланьян,kaplan'ian,კაპლანიან,kaplanian
Давыденко,davidenko,დავიდენკო,davidenko
Кекутя,kekutia,კეკუტია,kekutia
Дзаламидзе,dzalamidze,ძალამიძე,dzalamidze
Отзелашвили,otzelashvili,ოძელაშვილი,odzelashvili
Букаревич,bukarevich,ბუხარევიჩ,bukharevich
Ломиев,lomiev,ლომიევი,lomievi
Бендяншвили,bendianshvili,ბენდიანიშვილი,bendianishvili
Джибагашвили,dzhibagashvili,ჭიბალაშვილი,tchibalashvili
Плешаков,pleshakov,პლეშაკოვ,pleshakov
Поголов,pogolov,პოღოსოვ,poghosov
Хафуев,khafuev,ხატუევი,khatuevi
Джевалидзе,dzhevalidze,დვალიძე,dvalidze
Чикований,chikovanii,ჩიქოვანი,chiqovani
Шило,shilo,შილო,shilo
Сунханошвили,sunkhanoshvili,სულხანიშვილი,sulkhanishvili
Картвелишвилли,kartvelishvilli,ქართველიშვილი,qartvelishvili
Хецурин,khetsurin,ხეცურია,khetsuria
Анахасян,anakhasian,ანახასიან,anakhasian
Хипашвили,khipashvili,ხიპაშვილი,khipashvili
Арнаут,arnaut,არნაუთ,arnaut
Шатохин,shatokhin,შატოხინი,shatokhini
Зардияшвили,zardiiashvili,ზარდიაშვილი,zardiashvili
Кочлаев,kochlaev,კოჩლაევი,kochlaevi
Рекемадзе,rekemadze,რეკემაძე,rekemadze
Чанчалишвили,chanchalishvili,ჩანჩალაშვილი,chanchalashvili
Сартаная,sartanaia,სართანია,sartania
Хитири,khitiri,ხიტირი,khitiri
Бухсанидзе,bukhsanidze,ბუხსიანიძე,bukhsianidze
Пугасов,pugasov,პუგასოვა,pugasova
Мженовадзе,mzhenovadze,მჟავანაძე,mzhavanadze
Запороженко,zaporozhenko,სტოროჟენკო,storozhenko
Кумуков,kumukov,კუმუკოვი,kumukovi
Кодашвили,kodashvili,კოდაშვილი,kodashvili
Хагатуров,khagaturov,ხაჩატუროვ,khachaturov
Дзагурьян,dzagur'ian,ზადურიან,zadurian
Гезолов,gezolov,გეზალოვ,gezalov
Миконадзе,mikonadze,მირონაძე,mironadze
Чикаван,chikavan,ჩიქავა,chiqava
Голубиани,golubiani,გოლუბიანი,golubiani
Гуджуа,gudzhua,გუჩუა,guchua
Лобзов,lobzov,ლობზევ,lobzev
Сагарейшвили,sagareishvili,საგარეიშვილი,sagareishvili
Маркешин,markeshin,მარკუშინ,markushin
Русияшвили,rusiiashvili,რუსიტაშვილი,rusitashvili
Сархушев,sarkhushev,სარხუშევი,sarkhushevi
Саларашвили,salarashvili,სალამაშვილი,salamashvili
Салукьян,saluk'ian,სალახიან,salakhian
Игнаташвили,ignatashvili,იგნატაშვილი,ignatashvili
Петламашвили,petlamashvili,პეტრიაშვილი,petriashvili
Крепс,kreps,კრეპს,kreps
Дженелидзе,dzhenelidze,ძნელაძე,dzneladze
Джиджихашвили,dzhidzhikhashvili,ძიძიკაშვილი,dzidzikashvili
Чхивишвили,chkhivishvili,ჩხიკვიშვილი,chkhikvishvili
Пельш,pel'sh,გელეშ,gelesh
Наводченко,navodchenko,ნოვოდჩენკო,novodchenko
Шотокашвили,shotokashvili,შოთაშვილი,shotashvili
Мауховили,maukhovili,დაუშვილი,daushvili
Непарашвили,neparashvili,ნეფარიშვილი,neparishvili
Манычхашвили,manichkhashvili,მანჩხაშვილი,manchkhashvili
Безошвили,bezoshvili,ბედოშვილი,bedoshvili
Меухваришвили,meukhvarishvili,მეცხვარიშვილი,metskhvarishvili
Чегринский,chegrinskii,ჩერვინსკი,chervinski
Колодько,kolod'ko,სოლოდკო,solodko
Авджиян,avdzhiian,აგდჟოიან,agdzhoian
Шмыкин,shmikin,სემიკინ,semikin
Гамбер,gamber,გაბერ,gaber
Денеладзе,deneladze,ძნელაძე,dzneladze
Джовахишвили,dzhovakhishvili,ჩომახიშვილი,chomakhishvili
Боженко,bozhenko,ბოჟენკო,bozhenko
Янворошвили,ianvoroshvili,იანვარაშვილი,ianvarashvili
Могабели,mogabeli,მოთადელი,motadeli
Курадзе,kuradze,კუპრაძე,kupradze
Стеблинкин,steblinkin,სტებლინკინ,steblinkin
Имидадзе,imidadze,იმედაძე,imedadze
Беркацашвили,berkatsashvili,ბერკაცაშვილი,berkatsashvili
Горбань,gorban',გორბანი,gorbani
Гамберов,gamberov,გამბაროვ,gambarov
Гошберидзе,goshberidze,გოგიბერიძე,gogiberidze
Янтберидзе,iantberidze,იანტბერიძე,iantberidze
Кабихадзе,kabikhadze,კახაძე,kakhadze
Коконашвили,kokonashvili,კოკონაშვილი,kokonashvili
Битцингер,bittsinger,შნიტცინგერ,shnittsinger
Ерзегян,erzegian,ერეგიან,eregian
Кумсяшвили,kumsiashvili,კუმსიაშვილი,kumsiashvili
Мастронашвили,mastronashvili,მაწონაშვილი,matsonashvili
Инжигия,inzhigiia,ინჟიანი,inzhiani
Тедишвили,tedishvili,თედიშვილი,tedishvili
Вочоришвили,vochorishvili,ბოჭორიშვილი,botchorishvili
Квелисяни,kvelisiani,გველესიანი,gvelesiani
Грузин,gruzin,დრუზინ,druzin
Горгошвили,gorgoshvili,გოგოშვილი,gogoshvili
Джикин,dzhikin,ჟილინ,zhilin
Тебиашвили,tebiashvili,თედიაშვილი,tediashvili
Кабанья,kaban'ia,კალანდია,kalandia
Гумборидзе,gumboridze,გუმბერიძე,gumberidze
Ключарев,kliucharev,სლიუსარევა,sliusareva
Мехузла,mekhuzla,მეხუზლა,mekhuzla
Шагидзе,shagidze,შაგიძე,shagidze
Зумбая,zumbaia,გუმბაია,gumbaia
Саакишвили,saakishvili,სააკიშვილი,saakishvili
Есуян,esuian,ესოიან,esoian
Андриядзе,andriiadze,ანდრიაძე,andriadze
Мозурошвили,mozuroshvili,ზუროშვილი,zuroshvili
Полягашвили,poliagashvili,ფოლადაშვილი,poladashvili
Колоидадзе,koloidadze,კოლოტაძე,kolotadze
Берзенов,berzenov,ბერზენია,berzenia
Головинов,golovinov,გოლოვინოვა,golovinova
Марбелия,marbeliia,მარკელია,markelia
Цуукиридзе,tsuukiridze,ცუცკირიძე,tsutskiridze
Сагиношвили,saginoshvili,საგინაშვილი,saginashvili
Иоселян,ioselian,იოსელიანი,ioseliani
Байдин,baidin,აიდინ,aidin
Кусташвили,kustashvili,კუსრაშვილი,kusrashvili
Схвиртладзе,skhvirtladze,სხირტლაძე,skhirtladze
Атонов,atonov,ანტონოვ,antonov
Читатзе,chitatze,ჩიტაძე,chitadze
Камазов,kamazov,ნამაზოვ,namazov
Исламов,islamov,ისლამოვ,islamov
Киколов,kikolov,კიკოლოვი,kikolovi
Парамашвили,paramashvili,ბარამაშვილი,baramashvili
Дарсаня,darsania,დარსანია,darsania
Цыцова,tsitsova,წიწავა,tsitsava
Шекладзе,shekladze,შეკილაძე,shekiladze
Ищигов,ischigov,იშიგოვი,ishigovi
Шарай,sharai,შარაი,sharai
Момеианидзе,momeianidze,ლომსიანიძე,lomsianidze
Гамцелидзе,gamtselidze,გამცემლიძე,gamtsemlidze
Хидирбегашвили,khidirbegashvili,ხიდირბეგიშვილი,khidirbegishvili
Мачаришвили,macharishvili,მაჩურიშვილი,machurishvili
Абкасарьян,abkasar'ian,მანკასარიან,mankasarian
Цагасбавлев,tsagasbavlev,აგაბალაევ,agabalaev
Дисковский,diskovskii,დიმკოვსკი,dimkovski
Грек,grek,გრეკ,grek
Леви,levi,ლევი,levi
Гогибашвили,gogibashvili,გოგიაშვილი,gogiashvili
Жоржеляни,zhorzheliani,ჟორჟოლიანი,zhorzholiani
Гурчия,gurchiia,გუნჩინა,gunchina
Ведиашвили,vediashvili,ვედიაშვილი,vediashvili
Лупанов,lupanov,ლუფანოვი,lupanovi
Офлеян,ofleian,ოვეიან,oveian
Баннов,bannov,ბანნოვა,bannova
Батманов,batmanov,ბათმანოვ,batmanov
Кодагишвили,kodagishvili,ქადაგიშვილი,qadagishvili
Самхародзе,samkharodze,სამხარაძე,samkharadze
Прищепа,prischepa,პრიჩეპა,prichepa
Панасян,panasian,მანასიან,manasian
Мосесьян,moses'ian,მოსესიან,mosesian
Верхвиашвили,verkhviashvili,ვერხვიაშვილი,verkhviashvili
Качешивили,kacheshivili,ვაჩეშვილი,vacheshvili
Танельян,tanel'ian,დანელიან,danelian
Колустьян,kolust'ian,გალუსტიან,galustian
Ханба,khanba,ჩანბა,chanba
Хахоношвили,khakhonoshvili,ხახონაშვილი,khakhonashvili
Леминашвили,leminashvili,ლომინაშვილი,lominashvili
Симсибе,simsibe,სიმსივე,simsive
Курикба,kurikba,კურიკბა,kurikba
Мулазин,mulazin,მულაზიმ,mulazim
Пицилашвили,pitsilashvili,ფიციკაშვილი,pitsikashvili
Токаликишвилли,tokalikishvilli,ტოკლიკიშვილი,toklikishvili
Кикалешвили,kikaleshvili,კიკალიშვილი,kikalishvili
Чалабадзе,chalabadze,ჩალაგაძე,chalagadze
Отхазарая,otkhazaraia,ოთხოზორია,otkhozoria
Арутюнашвили,arutiunashvili,არუთინაშვილი,arutinashvili
Циграшвили,tsigrashvili,ციგრიაშვილი,tsigriashvili
Капутадзе,kaputadze,კაპატაძე,kapatadze
Канчаншвили,kanchanshvili,ყანჩაშვილი,khanchashvili
Чиханидзе,chikhanidze,ჩხაიძე,chkhaidze
Кагиев,kagiev,თაგიევ,tagiev
Райнаули,rainauli,რაინაული,rainauli
Зависнов,zavisnov,ზავისნოვი,zavisnovi
Ставицкий,stavitskii,სავიცკი,savitski
Кунин,kunin,კუნინ,kunin
Гебилашвилли,gebilashvilli,ებილაშვილი,ebilashvili
Музыка,muzika,მუზიკა,muzika
Джахвадзе,dzhakhvadze,ჩახვაძე,chakhvadze
Гаиришвили,gairishvili,გზირიშვილი,gzirishvili
Мелава,melava,მელაია,melaia
Булискорий,buliskorii,ბულისკერია,buliskeria
Чупрун,chuprun,ჩუპრინი,chuprini
Долич,dolich,დოლიჩი,dolichi
Дгубуак,dgubuak,გულუა,gulua
Чунашвили,chunashvili,ხუნაშვილი,khunashvili
Ипашвили,ipashvili,იაშვილი,iashvili
Ваханя,vakhania,ვახანია,vakhania
Липонава,liponava,ლიფონავა,liponava
Сула,sula,სულა,sula
Сабешвили,sabeshvili,საბაშვილი,sabashvili
Чанандзе,chanandze,ჩალაძე,chaladze
Алчабадзе,alchabadze,ანჩაბაძე,anchabadze
Зазиев,zaziev,ზაზიევი,zazievi
Никуридзе,nikuridze,ნიკურაძე,nikuradze
Екнатосян,eknatosian,ეკნატოსიან,eknatosian
Каламян,kalamian,კარამიან,karamian
Пуцкиридзе,putskiridze,ცუცკირიძე,tsutskiridze
Боголидзе,bogolidze,გოგოლიძე,gogolidze
Салий,salii,სალია,salia
Сиротенко,sirotenko,სიროტენკო,sirotenko
Кади-огли,kadi-ogli,კადიოღლი,kadioghli
Качназов,kachnazov,კაჩმაზოვ,kachmazov
