rus,en,matched,matchedEngName
Антопин,antopin,ანტონიან,antonian
Клицурашвили,klitsurashvili,კინწურაშვილი,kintsurashvili
Палахадзе,palakhadze,ტალახაძე,talakhadze
Пневоркин,pnevorkin,გევორკიან,gevorkian
Ахурьянц,akhur'iants,აშურიანც,ashuriants
Шишенашвили,shishenashvili,შიშინაშვილი,shishinashvili
Лацеберидзе,latseberidze,მაცაბერიძე,matsaberidze
Агдюмелашвилли,agdiumelashvilli,აგდომელაშვილი,agdomelashvili
Майзулашвили,maizulashvili,მამულაშვილი,mamulashvili
Джанишашвили,dzhanishashvili,ღანიშაშვილი,ghanishashvili
Тарахчьян,tarakhch'ian,ტარახჩიანი,tarakhchiani
Раим,raim,რაით,rait
Хоникашвили,khonikashvili,ხანიკაშვილი,khanikashvili
Исашнавили,isashnavili,ისაშვილი,isashvili
Сичинаев,sichinaev,სიჭინავა,sitchinava
Шашвиашвилли,shashviashvilli,შაშვიაშვილი,shashviashvili
Афросинов,afrosinov,ალსოინოვ,alsoinov
Любенко,liubenko,ლუბენკო,lubenko
Юсальян,iusal'ian,ისაიან,isaian
Дузяк,duziak,დუპპაკ,duppak
Гафор,gafor,გასოი,gasoi
Жавокадзе,zhavokadze,შავაძე,shavadze
Улгинашули,ulginashuli,ალგინაშვილი,alginashvili
Чихамадзе,chikhamadze,ჩიხლაძე,chikhladze
Узкин,uzkin,უტკინ,utkin
Бадасаргян,badasargian,ბაგდასარიან,bagdasarian
Лзамукашвили,lzamukashvili,ძამუკაშვილი,dzamukashvili
Чкангель (Чхангель),chkangel' (chkhangel'),შენგელ (შენგელია),shengel (shengelia)
Хожалия,khozhaliia,ხაჟალია,khazhalia
Зубитошвили,zubitoshvili,ზუბიტაშვილი,zubitashvili
Хубедзашвили,khubedzashvili,ხუბეზაშვილი,khubezashvili
Матидзе,matidze,ნათიძე,natidze
Субгин,subgin,გუბრინ,gubrin
Отлашвили,otlashvili,ოთიაშვილი,otiashvili
Саманадзе,samanadze,საბანაძე,sabanadze
Хантурия,khanturiia,ხალტურინა,khalturina
Тиунашвили,tiunashvili,გიუნაშვილი,giunashvili
Гирмисашвили,girmisashvili,გირმისაშვილი,girmisashvili
Тетирашвили,tetirashvili,თეთრაშვილი,tetrashvili
Дзодзоев,dzodzoev,ძაძოევი,dzadzoevi
Тендзе,tendze,თენაძე,tenadze
Саронга,saronga,არონია,aronia
Мамсершвили,mamsershvili,მამისეიშვილი,mamiseishvili
Садзаглашвили,sadzaglashvili,საძაგლიშვილი,sadzaglishvili
Тантунашвили,tantunashvili,ტატუნაშვილი,tatunashvili
Фарафонов,farafonov,სარაფონოვ,saraponov
Чтиашвили,chtiashvili,ჩიტიაშვილი,chitiashvili
Хосашвили,khosashvili,ხოსიაშვილი,khosiashvili
Верцашвили,vertsashvili,ვერულაშვილი,verulashvili
Дзиникошвили,dzinikoshvili,ძინიყაშვილი,dzinikhashvili
Илисадзе,ilisadze,ილიაძე,iliadze
Мусхелешвилли,muskheleshvilli,მუსხელიშვილი,muskhelishvili
Эмрашвили,emrashvili,ემრაშვილი,emrashvili
Комкренидзе,komkrenidze,კოხრეიძე,kokhreidze
Бачусов,bachusov,ბახუტოვი,bakhutovi
Прангатий,prangatii,ფანგანი,pangani
Келиптари,keliptari,კილიფთარი,kiliptari
Перулав,perulav,ბერულავა,berulava
Небридзе,nebridze,ნებერიძე,neberidze
Пахомошвили,pakhomoshvili,კახოშვილი,kakhoshvili
Бизуашвил,bizuashvil,ბაზუაშვილი,bazuashvili
Абдразешван,abdrazeshvan,ანდრასიან,andrasian
Джикирба,dzhikirba,ძიგირია,dzigiria
Кубюк,kubiuk,კუბიაკ,kubiak
Глурчидзе,glurchidze,გლუნჩაძე,glunchadze
Кенцрашвили,kentsrashvili,კინწურაშვილი,kintsurashvili
Ханчгуров,khanchgurov,ხაჩატუროვ,khachaturov
Капидава,kapidava,კაპილოვა,kapilova
Фидянович,fidianovich,იოვანოვიჩ,iovanovich
Бризалов,brizalov,ბრიკალოვი,brikalovi
Цаприлов,tsaprilov,ცაპალოვ,tsapalov
Маргозыл,margozil,მარკოზია,markozia
Лопердзе,loperdze,ლაფერაძე,laperadze
Радал,radal,ლადან,ladan
Аленахашвили,alenakhashvili,ბალახაშვილი,balakhashvili
Джонгулашвили,dzhongulashvili,დონგუზაშვილი,donguzashvili
Талабаридзе,talabaridze,ტალაბაძე,talabadze
Мургившвилли,murgivshvilli,მარგიშვილი,margishvili
Пачешвили,pacheshvili,ფაჩოშვილი,pachoshvili
Джамая,dzhamaia,ჯღამაია,jghamaia
Караблев,karablev,კარაევ,karaev
Иштхонян,ishtkhonian,იშხანიან,ishkhanian
Балесейшвили,baleseishvili,ბილისეიშვილი,biliseishvili
Чадагашвили,chadagashvili,ჩალაგაშვილი,chalagashvili
Ниникалашвили,ninikalashvili,ნინიკელაშვილი,ninikelashvili
Джалжала,dzhalzhala,ბჟალავა,bzhalava
Пердинадзе,perdinadze,ბედინაძე,bedinadze
Мезвритвили,mezvritvili,მეზვრიშვილი,mezvrishvili
Лошая,loshaia,ლომაია,lomaia
Пуцарашвили,putsarashvili,ფუტკარაშვილი,putkarashvili
Кархондин,karkhondin,ბახოლდინ,bakholdin
Манапдиян,manapdiian,მანანდიან,manandian
Лашауги,lashaugi,ლაშაური,lashauri
Кочканиан,kochkanian,კოჩკანიან,kochkanian
Тотук,totuk,თოდუა,todua
Квитания,kvitaniia,კვატანია,kvatania
Шелкунов,shelkunov,შელკუნოვა,shelkunova
Муспарян,musparian,ლუსპარიან,lusparian
Бухникошвили,bukhnikoshvili,ბუხნიკაშვილი,bukhnikashvili
Гоголиев,gogoliev,გოგოლი,gogoli
Смашвили,smashvili,სამაშვილი,samashvili
Миханя,mikhania,ვახანია,vakhania
Бабаидзе,babaidze,გაბაიძე,gabaidze
Наришалошвили,narishaloshvili,ნარიშელაშვილი,narishelashvili
Коничин,konichin,კოლჩინ,kolchin
Кавкасыдзе,kavkasidze,კავკასიძე,kavkasidze
Букеловадзе,bukelovadze,ბოკელავაძე,bokelavadze
Давлетян,davletian,დავთიან,davtian
Гунчаева,gunchaeva,გუჩაევა,guchaeva
Кахоянц,kakhoiants,კახოიანცი,kakhoiantsi
Глотни,glotni,გლოევი,gloevi
Шеибов,sheibov,შეიბოვა,sheibova
Говоргнян,govorgnian,გევორგიან,gevorgian
Кушту,kushtu,დაშტუ,dashtu
Бендажала,bendazhala,ბანძავა,bandzava
Меграладзе,megraladze,მეგრელაძე,megreladze
Рголадзе,rgoladze,გოლაძე,goladze
Дырдин,dirdin,დიდია,didia
Хунузов,khunuzov,ხუნუზოვა,khunuzova
Бажура,bazhura,ბაჟურა,bazhura
Цилцодзо,tsiltsodzo,ცინცაძე,tsintsadze
Гогкидзе,gogkidze,გოგიძე,gogidze
Чхартишвилли,chkhartishvilli,ჩხარტიშვილი,chkhartishvili
Ханкунян,khankunian,ხანსულიან,khansulian
Перукашвили,perukashvili,ბერუკაშვილი,berukashvili
Циблашвили,tsiblashvili,წიფლაშვილი,tsiplashvili
Шангемия,shangemiia,შენგელია,shengelia
Заруднев,zarudnev,ზარუდნა,zarudna
Абанжан,abanzhan,აბადჟიან,abadzhian
Гибашвили,gibashvili,გიგაშვილი,gigashvili
Надарешвили,nadareshvili,ნადარეიშვილი,nadareishvili
Урбанов,urbanov,კურბანოვ,kurbanov
Арчан,archan,არჩაია,archaia
Жержолиани,zherzholiani,ჟორჟოლიანი,zhorzholiani
Дзачания,dzachaniia,ძაგანია,dzagania
Чотошвили,chotoshvili,ჩოკოშვილი,chokoshvili
Эсидашвили,esidashvili,ესიტაშვილი,esitashvili
Мяцаканян,miatsakanian,მნაცაკანიან,mnatsakanian
Вартапетьян,vartapet'ian,ვართაპეტიან,vartapetian
Шеренок,sherenok,ჟურენოკ,zhurenok
Анахосьян,anakhos'ian,ანახასიან,anakhasian
Шаталаидзе,shatalaidze,შაბალაიძე,shabalaidze
Квитайшвилли,kvitaishvilli,კვიტაიშვილი,kvitaishvili
Абдушилошвилли,abdushiloshvilli,აბდუშელიშვილი,abdushelishvili
Танылья,tanil'ia,დანელია,danelia
Шарушов,sharushov,შარშოვა,sharshova
Наримандзе,narimandze,ნარიმანიძე,narimanidze
Мегриладзе,megriladze,მეგრელაძე,megreladze
Ипиташвили,ipitashvili,ეპიტაშვილი,epitashvili
Осилдов,osildov,ოსიპოვ,osipov
Местронов,mestronov,მესტროფოვი,mestropovi
Забирьян,zabir'ian,ზაქარიან,zaqarian
Аманукела,amanukela,ამაშუკელი,amashukeli
Кобахадзе,kobakhadze,კობახიძე,kobakhidze
Джароян,dzharoian,შაროიან,sharoian
Маргошан,margoshan,მარგოსიან,margosian
Тугулин (Тердиш),tugulin (terdish),ტაგლივერდი,tagliverdi
Шераздешвили,sherazdeshvili,შერაზადიშვილი,sherazadishvili
Стрельчонок,strel'chonok,სტრელჩენკო,strelchenko
Пайлошвили,pailoshvili,ფილიშვილი,pilishvili
Угосьян,ugos'ian,მოსოიან,mosoian
Суханашвилли,sukhanashvilli,კუხალაშვილი,kukhalashvili
Аеропитиян,aeropitiian,სეროპიან,seropian
Чулхадзе,chulkhadze,ჩალხაძე,chalkhadze
Пужайлов,puzhailov,მიხაილოვ,mikhailov
Кодраманов,kodramanov,კარამანოვ,karamanov
Хонурава,khonurava,ხორავა,khorava
Габрелиян,gabreliian,გაბრელიან,gabrelian
Морзов,morzov,მოროზოვ,morozov
Усепношвили,usepnoshvili,უსენაშვილი,usenashvili
Амакадзе,amakadze,ამანაძე,amanadze
Мачошвили,machoshvili,ფაჩოშვილი,pachoshvili
Зулташвили,zultashvili,ზულიაშვილი,zuliashvili
Киримелин,kirimelin,ყირიმელი,khirimeli
Сычкар,sichkar,სიჩკარი,sichkari
Гогевашвили,gogevashvili,გოგებაშვილი,gogebashvili
Хасимов,khasimov,კასიმოვი,kasimovi
Торчуга,torchuga,ტორჩუა,torchua
Асеашвили,aseashvili,ასაშვილი,asashvili
Фаминых,faminikh,სავინიხ,savinikh
Логутин,logutin,ლაგუტინ,lagutin
Арахамедов,arakhamedov,ახმედოვ,akhmedov
Хедицадзе,kheditsadze,ხეცაძე,khetsadze
Арониши,aronishi,არონიში,aronishi
Картвачизили,kartvachizili,მარტიაშვილი,martiashvili
Бускиладзе,buskiladze,ბუსკივაძე,buskivadze
Гвищаний,gvischanii,გვიშიანი,gvishiani
Болахошвили,bolakhoshvili,ბალახაშვილი,balakhashvili
Саботажев,sabotazhev,კარტაშევ,kartashev
Гаврыльченко,gavril'chenko,გავრილჩენკო,gavrilchenko
Гойден,goiden,გოიდენ,goiden
Целедзе,tseledze,ცელაძე,tseladze
Лисица,lisitsa,სინიცა,sinitsa
Худокадзе,khudokadze,ხუჯაძე,khujadze
Курагашвили,kuragashvili,კურატაშვილი,kuratashvili
Гонгаров,gongarov,გონჩაროვ,goncharov
Заверняк,zaverniak,ავენიან,avenian
Пилеви,pilevi,ფილიევი,pilievi
Садаров,sadarov,საფაროვ,saparov
Харатогли,kharatogli,ხარატოვი,kharatovi
Бадзачува,badzachuva,ბაძაღუა,badzaghua
Атортия,atortiia,თორდია,tordia
Маддебазье,maddebaz'e,მოდებაძე,modebadze
Надмулавили,nadmulavili,მამულაშვილი,mamulashvili
Рультодзе,rul'todze,კუპატაძე,kupatadze
Варнаков,varnakov,ვართანოვ,vartanov
Берденишвили,berdenishvili,ბერძენიშვილი,berdzenishvili
Чочва,chochva,ჩოჩია,chochia
Девоносадзе,devonosadze,დევნოსაძე,devnosadze
Канделауй,kandelaui,კანდელაკი,kandelaki
Зареашвили,zareashvili,ზარიაშვილი,zariashvili
Ядзы,iadzi,იაძე,iadze
Ацимба,atsimba,აციმბა,atsimba
Гридасов,gridasov,გრიდასოვა,gridasova
Чилгадзе,chilgadze,ჩირგაძე,chirgadze
Давыдашвили,davidashvili,დავიდაშვილი,davidashvili
Асанзе,asanze,ასანიძე,asanidze
Уманидзе,umanidze,ომანიძე,omanidze
Елишакошвили,elishakoshvili,ელიშაკაშვილი,elishakashvili
Могомадзе,mogomadze,გოგოლაძე,gogoladze
Корокошвилли,korokoshvilli,ჯორკოშვილი,jorkoshvili
Гейнетазы,geinetazi,გვენეტაძე,gvenetadze
Мардахеашвили,mardakheashvili,მარდახიაშვილი,mardakhiashvili
Циклиури,tsikliuri,წიკლაური,tsiklauri
Гефгадзе,gefgadze,გერგაძე,gergadze
Красук,krasuk,კრასიკ,krasik
Чеешвили,cheeshvili,ჭეიშვილი,tcheishvili
Чапаевский,chapaevskii,ჩაევსკი,chaevski
Хубаури,khubauri,ხუბულური,khubuluri
Воецкий,voetskii,ვენეცკი,venetski
Мурмамедов,murmamedov,ნურმამედოვა,nurmamedova
Цердцвадзе,tserdtsvadze,ცერცვაძე,tsertsvadze
Чкаргалац,chkargalats,ჩანტალეც,chantalets
Новосардов,novosardov,ნოვოსარდოვ,novosardov
Одишарлян,odisharlian,ოდიშარია,odisharia
Ахалмусулишвили,akhalmusulishvili,ახალმოსულიშვილი,akhalmosulishvili
Синенький,sinen'kii,სინინიხი,sininikhi
Манюсян,maniusian,მანუკიან,manukian
Шарошилидзе,sharoshilidze,შარაშიძე,sharashidze
Щиукашвилли,schiukashvilli,შიუკაშვილი,shiukashvili
Андреичук,andreichuk,ანდრეიჩუკ,andreichuk
Пасанов,pasanov,გასანოვ,gasanov
Саутадзе,sautadze,საითაძე,saitadze
Сенотов,senotov,სეროფოვ,seropov
Варламов,varlamov,ვარლამოვი,varlamovi
Тринев,trinev,ტერიევ,teriev
Джарко,dzharko,დიმარკო,dimarko
Дулукшвили,dulukshvili,გულუაშვილი,guluashvili
Безгюнов,bezgiunov,ბეჟანოვ,bezhanov
Михаляк,mikhaliak,მიხალიანი,mikhaliani
Норминадзе,norminadze,ლომინაძე,lominadze
Ноталаури,notalauri,ნათელაური,natelauri
Вехградский,vekhgradskii,ვინოგრადსკი,vinogradski
Декадзе,dekadze,დევაძე,devadze
Мароган,marogan,მაროიან,maroian
Шавранидзе,shavranidze,შავიანიძე,shavianidze
Цевцивадзе,tsevtsivadze,წივწივაძე,tsivtsivadze
Бодманикашвили,bodmanikashvili,ბედმანიკაშვილი,bedmanikashvili
Зарекашвилли,zarekashvilli,ზარდიაშვილი,zardiashvili
Дгабанашвили,dgabanashvili,გაბარაშვილი,gabarashvili
Поренузашвили,porenuzashvili,ფარემუზაშვილი,paremuzashvili
Кухяидзе,kukhiaidze,კუხიანიძე,kukhianidze
Шакея,shakeia,შაკაია,shakaia
Бардах,bardakh,ბარდა,barda
Шитуин,shituin,შიტუხინ,shitukhin
Скрепкин,skrepkin,სტუპკინ,stupkin
Джалагали,dzhalagali,ბჟალავა,bzhalava
Лома,loma,ლომია,lomia
Тондарашвили,tondarashvili,თანდარაშვილი,tandarashvili
Панцулана,pantsulana,ფანცულაია,pantsulaia
Лобрионидзе,lobrionidze,გობრონიძე,gobronidze
Цехонашвили,tsekhonashvili,სეხნიაშვილი,sekhniashvili
Кузалошвили,kuzaloshvili,კუზანაშვილი,kuzanashvili
Ликаридзе,likaridze,ლიპარიძე,liparidze
Товхиладзе,tovkhiladze,ჯოყილაძე,jokhiladze
Джих-Огли,dzhikh-ogli,შირ-ოგლი,shir-ogli
Карагишвили,karagishvili,კარგიშვილი,kargishvili
Капеталеношвили,kapetalenoshvili,კაპჭენაშვილი,kaptchenashvili
Джамджава,dzhamdzhava,ძანძავა,dzandzava
Микарзе,mikarze,მიქაძე,miqadze
Гопничидзе,gopnichidze,გოგლიჩიძე,goglichidze
Гецаян,getsaian,ესაიან,esaian
Мамашев,mamashev,მამიშევ,mamishev
Витехович,vitekhovich,ვიტიხოვიჩ,vitikhovich
Джосхунов,dzhoskhunov,დზეკუნოვ,dzekunov
Заря,zaria,ზარია,zaria
Гуцков,gutskov,გუცაკოვ,gutsakov
Мамагеешвили,mamageeshvili,მამაგეიშვილი,mamageishvili
Гнумаадзе,gnumaadze,დუმბაძე,dumbadze
Гаумашули,gaumashuli,გავაშელი,gavasheli
Девая,devaia,ბერაია,beraia
Сухуба,sukhuba,ახუბა,akhuba
Абигадзе,abigadze,აბულაძე,abuladze
Карельян,karel'ian,კარელიან,karelian
Ляцабидзе,liatsabidze,ლაცაბიძე,latsabidze
Тарабян,tarabian,მარაბიან,marabian
Фасолян,fasolian,ასოიან,asoian
Висоцкий,visotskii,ვისოცკი,visotski
Чавахов,chavakhov,ჩახოვ,chakhov
Мирзахи,mirzakhi,მირზაკი,mirzaki
Петреашвилли,petreashvilli,პეტრიაშვილი,petriashvili
Бецнашвили,betsnashvili,ბეციაშვილი,betsiashvili
Гобедшишвили,gobedshishvili,გობეჯიშვილი,gobejishvili
Поголови,pogolovi,პოგოსოვი,pogosovi
Фуния,funiia,გუნია,gunia
Бешаташвили,beshatashvili,ბეშიტაშვილი,beshitashvili
Поухешвили,poukheshvili,ფუხაშვილი,pukhashvili
Гугупян,gugupian,გუგულიან,gugulian
Ткешилошвилли,tkeshiloshvilli,ტყეშელაშვილი,tkheshelashvili
Сайфодин,saifodin,საიქოძე,saiqodze
Елерашвили,elerashvili,ელერდაშვილი,elerdashvili
Никурашвилли,nikurashvilli,ნიკორაშვილი,nikorashvili
Мекокошвили,mekokoshvili,მეკოკიშვილი,mekokishvili
Федоришин,fedorishin,სიდორიშინა,sidorishina
Мкратган,mkratgan,მურადიან,muradian
Алексанин,aleksanin,ალეკსანიან,aleksanian
Аджар,adzhar,ადებარ,adebar
Курашвито,kurashvito,ყურაშვილი,khurashvili
Коргошидзе,korgoshidze,გორგოშიძე,gorgoshidze
Паликарпов,palikarpov,პოლიკარპოვი,polikarpovi
Схулия,skhuliia,შულაია,shulaia
Брикошвилий,brikoshvilii,ბიკოშვილი,bikoshvili
Прилуцкий,prilutskii,პრილუცკაია,prilutskaia
Штарев,shtarev,შტარიევი,shtarievi
Носелиани,noseliani,იოსელიანი,ioseliani
Джанкулов,dzhankulov,ხანზულოვ,khanzulov
Пидатов,pidatov,ფიდატოვი,pidatovi
Жемерошвили,zhemeroshvili,ჟამერაშვილი,zhamerashvili
Забенко,zabenko,ბაბენკო,babenko
Шибалка,shibalka,შიბაევა,shibaeva
Поникошвили,ponikoshvili,ნონიკაშვილი,nonikashvili
Хурцида,khurtsida,ხურცია,khurtsia
Атабелов,atabelov,ათანელოვი,atanelovi
Абуашвилли,abuashvilli,აბუაშვილი,abuashvili
Романзоли,romanzoli,რომანოვი,romanovi
Стратегян,strategian,სირადეგიან,siradegian
Бикашвилли,bikashvilli,ბიკაშვილი,bikashvili
Гализардиев,galizardiev,ალიზადე,alizade
Гвиндия,gvindiia,გინდია,gindia
Цхерашвили,tskherashvili,წყერაშვილი,tskherashvili
Шемкели,shemkeli,შეველი,sheveli
Дарцумелия,dartsumeliia,დარციმელია,dartsimelia
Науоас,nauoas,ნაჰას,nahas
Курдоули,kurdouli,ბურდული,burduli
Хехадзе,khekhadze,ხიხაძე,khikhadze
Кочелишвили,kochelishvili,ჭელიშვილი,tchelishvili
Чехополидзе,chekhopolidze,ჭოხონელიძე,tchokhonelidze
Атирафян,atirafian,ტირანიან,tiranian
Бежнов,bezhnov,ბეჟანოვ,bezhanov
Нарозошвили,narozoshvili,ნაროზაშვილი,narozashvili
Будасов,budasov,ბუდაკოვ,budakov
Боромадзе,boromadze,სოფრომაძე,sopromadze
Коська,kos'ka,კოშკა,koshka
Акопия,akopiia,აკოფიან,akopian
Пхавелишвили,pkhavelishvili,ფხოველიშვილი,pkhovelishvili
Варганджия,vargandzhiia,ქვარანძია,qvarandzia
Одзелошвилли,odzeloshvilli,ოძელაშვილი,odzelashvili
Лашаурин,lashaurin,ლაშაური,lashauri
Миниашвилли,miniashvilli,მინდიაშვილი,mindiashvili
Дзежирява,dzezhiriava,ძღილავა,dzghilava
Китыяшвили,kitiiashvili,კიტრიაშვილი,kitriashvili
Глазунов,glazunov,გლაზუნოვი,glazunovi
Кувикин,kuvikin,კუზიკიან,kuzikian
Бецунайдзе,betsunaidze,ბეწუნაიძე,betsunaidze
Мдирадзе,mdiradze,ნადირაძე,nadiradze
Шинрук,shinruk,ხიტრუკ,khitruk
Кохрадзе,kokhradze,კოხრაიძე,kokhraidze
Гантладзе,gantladze,განთაძე,gantadze
Силоев,siloev,სლოევ,sloev
Игарьков,igar'kov,აგარკოვ,agarkov
Сепьяшвили,sep'iashvili,სეფიაშვილი,sepiashvili
Алиандзе,aliandze,ალიაიძე,aliaidze
Перосменошвили,perosmenoshvili,ფიროსმანაშვილი,pirosmanashvili
Цикилнашвили,tsikilnashvili,წივილაშვილი,tsivilashvili
Пиринишвили,pirinishvili,ფირანიშვილი,piranishvili
Карчебнев,karchebnev,კორჩებნოვი,korchebnovi
Рассуян,rassuian,რაისიან,raisian
Теребин,terebin,სერბინ,serbin
Четашвилли,chetashvilli,ჩიტაშვილი,chitashvili
Дабрундышвили,dabrundishvili,დაბრუნდაშვილი,dabrundashvili
Петришин,petrishin,პეტრიშინა,petrishina
Цикариашвили,tsikariashvili,ციკარიშვილი,tsikarishvili
Прокопьев,prokop'ev,პროკოფიევ,prokopiev
Булудьян,bulud'ian,ბულუდიან,buludian
Карикашвили,karikashvili,ნარიკაშვილი,narikashvili
Ескин,eskin,ესკინა,eskina
Овесов,ovesov,ოვესოვი,ovesovi
Кагерманов,kagermanov,კაგრამანოვა,kagramanova
Мепаришвилли,meparishvilli,მეფარიშვილი,meparishvili
Притыкин,pritikin,პრიტიკინი,pritikini
Багилишвилли,bagilishvilli,ბაგალიშვილი,bagalishvili
Квитатян,kvitatian,კვიტატიანი,kvitatiani
Буц-Хринидзе,buts-khrinidze,ბუცხრიკიძე,butskhrikidze
Квикичия,kvikichiia,კვინჩია,kvinchia
Кажухар,kazhukhar,კოჟუხარ,kozhukhar
Базышвили,bazishvili,ლაზიშვილი,lazishvili
Пхаледзе,pkhaledze,ფხალაძე,pkhaladze
Гончашвилли,gonchashvilli,გოჩაშვილი,gochashvili
Игитьян,igit'ian,იგიტიან,igitian
Беселье,besel'e,ბესელია,beselia
Ураимов,uraimov,რაიმოვი,raimovi
Амораджаби,amoradzhabi,მურადიანი,muradiani
Джилев,dzhilev,ჟილინ,zhilin
Бабасьян,babas'ian,ბაბასიან,babasian
Пулариасси,pulariassi,ფულარიანი,pulariani
Перекишвили,perekishvili,ბერეკაშვილი,berekashvili
Вашкимадзе,vashkimadze,ვაშაყმაძე,vashakhmadze
Оголенко,ogolenko,ოგოლენკო,ogolenko
Шмурак,shmurak,შკურა,shkura
Двоелишвили,dvoelishvili,დვალიშვილი,dvalishvili
Копеков,kopekov,კობესოვ,kobesov
Нагибов,nagibov,ნასიბოვ,nasibov
Кушеев,kusheev,კაშეევი,kasheevi
Беднонашвили,bednonashvili,ბედიანაშვილი,bedianashvili
Масхарошвили,maskharoshvili,მასხარაშვილი,maskharashvili
Добадзе,dobadze,გობაძე,gobadze
Макатаишвили,makataishvili,მაკარაშვილი,makarashvili
Ухетия,ukhetiia,ჩხეტია,chkhetia
Панязашвили,paniazashvili,ნიაზაშვილი,niazashvili
Аримашвили,arimashvili,ირიმაშვილი,irimashvili
Алоз,aloz,ალოი,aloi
Фраймович,fraimovich,რაიმოვი,raimovi
Хурсулава,khursulava,ხურსულოვა,khursulova
Мосинов,mosinov,სოინოვ,soinov
Тытвинидзе,titvinidze,ტიტვინიძე,titvinidze
Завриев,zavriev,ზავრიევა,zavrieva
Зирикадзе,zirikadze,ზირაკაძე,zirakadze
Арючунов,ariuchunov,არუთიუნოვ,arutiunov
Окс,oks,ლის,lis
Нонамади,nonamadi,მოჰამადი,mohamadi
Бахачия,bakhachiia,კაკაჩია,kakachia
Джичуная,dzhichunaia,ჟიჟბაია,zhizhbaia
Потаек,potaek,პოტაენკო,potaenko
Аркани,arkani,არკასი,arkasi
Медведко,medvedko,მედვედევ,medvedev
Мигилян,migilian,მიგილიანი,migiliani
Жылкин,zhilkin,ჟილინ,zhilin
Цурган,tsurgan,ცურკან,tsurkan
Инжия,inzhiia,ინჩინა,inchina
Готоладзе,gotoladze,გოგოლაძე,gogoladze
Чеквитададзе,chekvitadadze,ჩაკვეტაძე,chakvetadze
Горегадзе,goregadze,გორგაძე,gorgadze
Геуркашвили,geurkashvili,გეურქაშვილი,geurqashvili
Хахнашуили,khakhnashuili,ხახიაშვილი,khakhiashvili
Куш,kush,კუშ,kush
Булацов,bulatsov,ბულაცოვი,bulatsovi
Цакнелашвили,tsaknelashvili,საკნელაშვილი,saknelashvili
Чубобрей,chubobrei,ჩუბაბრია,chubabria
Калинине,kalinine,კალინინა,kalinina
Лысань,lisan',ლისანი,lisani
Чхолядзе,chkholiadze,ჩხობაძე,chkhobadze
Аргалава,argalava,ფარგალავა,pargalava
Хевсурян,khevsurian,ხევსურიანი,khevsuriani
Шагеметашвили,shagemetashvili,ღაღეთაშვილი,ghaghetashvili
Вендиашвили,vendiashvili,ბენდიაშვილი,bendiashvili
Мамугалашвили,mamugalashvili,მამულაშვილი,mamulashvili
Штепенко,shtepenko,შტეპენკო,shtepenko
Кегелошвили,kegeloshvili,გეგელაშვილი,gegelashvili
Ухарадзе,ukharadze,ხარაძე,kharadze
Сопухин,sopukhin,სოხინ,sokhin
Кутагадзе,kutagadze,კუტალაძე,kutaladze
Теоргилешвиле,teorgileshvile,თერგიაშვილი,tergiashvili
Иомаил,iomail,ტომაილ,tomail
Кацвлишвили,katsvlishvili,ნაცვლიშვილი,natsvlishvili
Кагинашвили,kaginashvili,საგინაშვილი,saginashvili
Хмаладзей,khmaladzei,ხმალაძე,khmaladze
Мартурусьян,marturus'ian,მარტიროსიან,martirosian
Сахакиян,sakhakiian,საჰაკიან,sahakian
Зеташвили,zetashvili,პეტაშვილი,petashvili
Харатадзе,kharatadze,ხარაბაძე,kharabadze
Чкадво,chkadvo,ჭკადუა,tchkadua
Мушкулиани,mushkuliani,მუშკუდიანი,mushkudiani
Мкерошвили,mkeroshvili,ბეროშვილი,beroshvili
Налбодьян,nalbod'ian,ნალბანდიან,nalbandian
Патхурадзе,patkhuradze,ფახურიძე,pakhuridze
Ципусия,tsipusiia,წიფურია,tsipuria
Гогичаншвили,gogichanshvili,გოგიჩაიშვილი,gogichaishvili
Кональяни,konal'iani,კოპალიანი,kopaliani
Борлаков,borlakov,ბურლაკოვ,burlakov
Ясаманов,iasamanov,იასამანოვი,iasamanovi
Чабукаидзе,chabukaidze,ჭაბუკაიძე,tchabukaidze
Васюткин,vasiutkin,ვასიუკი,vasiuki
Подтаев,podtaev,პოლეტაევ,poletaev
Лекс,leks,ლეუს,leus
Кану...рава,kanu...rava,განუგრავა,ganugrava
Биндлер,bindler,ვინკლერ,vinkler
Сенлерка,senlerka,დენეკა,deneka
Амоджанов,amodzhanov,აგადჟანოვ,agadzhanov
Аловьян,alov'ian,ალოვიან,alovian
Чугин,chugin,ჩულინ,chulin
Юобидзе,iuobidze,იობიძე,iobidze
Тортиев,tortiev,ქორთიევი,qortievi
Асауленко,asaulenko,ესაულენკო,esaulenko
Мамедов (Гасан Али Дурсун-оглы),mamedov (gasan ali dursun-ogli),მამედოვი-ასკაროღლი,mamedovi-askaroghli
Якухидзе,iakukhidze,იაკუბიძე,iakubidze
Сутидзей,sutidzei,სუთიძე,sutidze
Сазыкин,sazikin,სადიკი,sadiki
Святченко,sviatchenko,სვიატენკო,sviatenko
Кулдоношвилли,kuldonoshvilli,კულდონაშვილი,kuldonashvili
Хусковадзе,khuskovadze,ხუსკივაძე,khuskivadze
Джигошвили,dzhigoshvili,ძიგოშვილი,dzigoshvili
Баландживадзе,balandzhivadze,ბალანჩივაძე,balanchivadze
Калусташвили,kalustashvili,გალუსტაშვილი,galustashvili
