rus,en,matched,matchedEngName
Абоидзе,aboidze,აბაიძე,abaidze
Килосяни,kilosiani,პილოსიანი,pilosiani
Нереселидзе,nereselidze,კერესელიძე,kereselidze
Роменской,romenskoi,რომენსკაია,romenskaia
Чахваишвили,chakhvaishvili,ჩახვაშვილი,chakhvashvili
Вяхерев,viakherev,ვიახირევა,viakhireva
Шамшоладзе,shamsholadze,შამშალაიძე,shamshalaidze
Кавутия,kavutiia,კაკუტია,kakutia
Салишбили,salishbili,სარიშვილი,sarishvili
Чахалхи,chakhalkhi,ჩახალოვი,chakhalovi
Патянц,patiants,პალიანც,paliants
Шанцвесов,shantsvesov,შატვეროვი,shatverovi
Арахимян,arakhimian,არახამია,arakhamia
Каюмов,kaiumov,კასუმოვ,kasumov
Шариманашвилли,sharimanashvilli,შარიმანაშვილი,sharimanashvili
Гигенашвили,gigenashvili,გიგინაშვილი,giginashvili
Кондорелашвили,kondorelashvili,ყანდორელაშვილი,khandorelashvili
Закратдзе,zakratdze,ზაქრაძე,zaqradze
Ахмедханов,akhmedkhanov,ახმედხანოვა,akhmedkhanova
Кокуля,kokulia,კაკულია,kakulia
Джибукая,dzhibukaia,ჩიბუხაია,chibukhaia
Труфонов,trufonov,ტრუნოვ,trunov
Цоцабашвили,tsotsabashvili,ცაცაბაშვილი,tsatsabashvili
Табакошвилли,tabakoshvilli,თაბუკაშვილი,tabukashvili
Дорсули,dorsuli,დორეული,doreuli
Германозашвили,germanozashvili,გერმანოზაშვილი,germanozashvili
Веджаношвили,vedzhanoshvili,ბეჟანიშვილი,bezhanishvili
Келептрешвили,keleptreshvili,კელეპტრიშვილი,keleptrishvili
Индиян,indiian,ინდოიან,indoian
Петелин,petelin,პეტელინი,petelini
Вадачкарья,vadachkar'ia,ვადაჩკორია,vadachkoria
Зозырев,zozirev,ზოზიროვი,zozirovi
Кучуберн,kuchubern,კუჩუბერია,kuchuberia
Джалогини,dzhalogini,ზალოგინი,zalogini
Жихарь,zhikhar',ჟიხარევ,zhikharev
Шалатов,shalatov,ხალატოვი,khalatovi
Меноридзе,menoridze,მეტონიძე,metonidze
Гумгадзе,gumgadze,დუმბაძე,dumbadze
Стребков,strebkov,სტრელკოვ,strelkov
Самарджаев,samardzhaev,სამარჩევ,samarchev
Цетуридзе,tseturidze,სეთურიძე,seturidze
Паропян,paropian,პარონიან,paronian
Цирувардзе,tsiruvardze,წირქვაძე,tsirqvadze
Езорашвили,ezorashvili,ეგორაშვილი,egorashvili
Углев,uglev,უგლოვ,uglov
Асошвили,asoshvili,ქასოშვილი,qasoshvili
Безверхий,bezverkhii,ბეზვერხნი,bezverkhni
Хетов,khetov,კესოვ,kesov
Бокродзе,bokrodze,კოხოძე,kokhodze
Сарибекян-Мкртумян,saribekian-mkrtumian,ვარძელიან-მკრტჩიან,vardzelian-mkrtchian
Априанашвили,aprianashvili,აფრიამაშვილი,apriamashvili
Хехолашвили,khekholashvili,ხეხელაშვილი,khekhelashvili
Камкрамидзе,kamkramidze,კამკამიძე,kamkamidze
Холодилин,kholodilin,ხოლოდილინ,kholodilin
Хлабитов,khlabitov,ხლაბისტოვი,khlabistovi
Чарквиали,charkviali,ჩარკვიანი,charkviani
Агабегов,agabegov,აგაბეგოვი,agabegovi
Мандрохлебов,mandrokhlebov,მანდროხლებოვი,mandrokhlebovi
Тришкин,trishkin,გრიშკინ,grishkin
Чехлов,chekhlov,ჩაკალოვ,chakalov
Гагашидзе,gagashidze,გაგაშიძე,gagashidze
Хабурзанез,khaburzanez,ხაბურზანია,khaburzania
Леписеев,lepiseev,ლეპისეევი,lepiseevi
Мусейнб,museinb,გუსეინ,gusein
Нацубедзе,natsubedze,ნუცუბიძე,nutsubidze
Капиянидзе,kapiianidze,კაპიანიძე,kapianidze
Гаимбрадзе,gaimbradze,გვიმბრაძე,gvimbradze
Ломбакидзе,lombakidze,ლომთათიძე,lomtatidze
Евстратова,evstratova,ევსტრატოვა,evstratova
Салоашвили,saloashvili,სალიაშვილი,saliashvili
Фалалеев,falaleev,ჯალალოვ,jalalov
Гамасьян,gamas'ian,თამასიან,tamasian
Муси,musi,დუსი,dusi
Лопухов,lopukhov,ლოპუხ,lopukh
Пила,pila,ფილია,pilia
Мерибошвилли,meriboshvilli,მერებაშვილი,merebashvili
Капкалов,kapkalov,კაკალოვი,kakalovi
Чарчиев,charchiev,ჩარჩიევი,charchievi
Аирапетан,airapetan,აირაპეტიან,airapetian
Лукьянчук,luk'ianchuk,ლუკიანჩუკ,lukianchuk
Хунчукашвиди,khunchukashvidi,ხუნჩუკაშვილი,khunchukashvili
Шарованов,sharovanov,შაპოვალოვ,shapovalov
Сириц,sirits,სირია,siria
Кварацхела,kvaratskhela,კვარაცხელია,kvaratskhelia
Кукулашвили,kukulashvili,კუკუნაშვილი,kukunashvili
Хидемели,khidemeli,ხიდეშელი,khidesheli
Гивиашвилли,giviashvilli,გივიაშვილი,giviashvili
Кисташвили,kistashvili,ქისტაშვილი,qistashvili
Гогверашвили,gogverashvili,გოგბერაშვილი,gogberashvili
Качерский,kacherskii,კაპერსკი,kaperski
Гурибанидзе,guribanidze,გურაბანიძე,gurabanidze
Шаникидзе,shanikidze,სანიკიძე,sanikidze
Колумбекашвили,kolumbekashvili,კულუმბეგაშვილი,kulumbegashvili
Панквидзе,pankvidze,პაიკიძე,paikidze
Ханданов,khandanov,ხანდამოვი,khandamovi
Кадахишвили,kadakhishvili,კადახაშვილი,kadakhashvili
Поблидзе,poblidze,ობლიძე,oblidze
Лацапидзе,latsapidze,ლაცაბიძე,latsabidze
Чонба,chonba,ჩინბა,chinba
Мигреношвили,migrenoshvili,მეგრელიშვილი,megrelishvili
Чоркаули,chorkauli,ჩორხაული,chorkhauli
Урегашвили,uregashvili,ურიგაშვილი,urigashvili
Лужин,luzhin,კუზმინ,kuzmin
Долгачев,dolgachev,ტოლმაჩევ,tolmachev
Миланя,milania,მალანია,malania
Пайкадзе,paikadze,პაიკაძე,paikadze
Делонян,delonian,მელქონიან,melqonian
Звадиев,zvadiev,ვალიევ,valiev
Капиалидзе,kapialidze,კაპიანიძე,kapianidze
Почкарил,pochkaril,ბოჩკარი,bochkari
Толордави,tolordavi,თოლორდავა,tolordava
Тахолошвили,takholoshvili,სახელაშვილი,sakhelashvili
Пасурашвили-Чаликов,pasurashvili-chalikov,აფუაშვილი-სალიმოვი,apuashvili-salimovi
Джидашвили,dzhidashvili,ძგიბაშვილი,dzgibashvili
Озагошвили,ozagoshvili,ძაგოშვილი,dzagoshvili
Шехарулидзе,shekharulidze,სიხარულიძე,sikharulidze
Какалдазе,kakaldaze,კაკალაძე,kakaladze
Обраидзе,obraidze,ობგაიძე,obgaidze
Чупинин,chupinin,ჩუბინიან,chubinian
Орисенко,orisenko,ბორისენკო,borisenko
Цамерьян,tsamer'ian,თამარიან,tamarian
Джаджаладзе,dzhadzhaladze,ჟორჟოლაძე,zhorzholadze
Пустомельник,pustomel'nik,პუსტოსელოვი,pustoselovi
Собканок,sobkanok,სობკო,sobko
Кихиладзе,kikhiladze,სხილაძე,skhiladze
Джурукян,dzhurukian,ჩურუკიანი,churukiani
Челобадзе,chelobadze,ჩელებაძე,chelebadze
Мурухвеладзе,murukhveladze,მურცხველაძე,murtskhveladze
Абушилава,abushilava,აბშილავა,abshilava
Прокоп,prokop,პროკოპი,prokopi
Батонян,batonian,ბატოიან,batoian
Толихидзе,tolikhidze,ჯულიხიძე,julikhidze
Тарцидзе,tartsidze,ცარციძე,tsartsidze
Шарвидзе,sharvidze,შავიძე,shavidze
Ашечба,ashechba,ავეჩბა,avechba
Хелеури,kheleuri,ხვლეური,khvleuri
Джюханошвили,dzhiukhanoshvili,ძილხანაშვილი,dzilkhanashvili
Чирхадзе,chirkhadze,ჩიხაძე,chikhadze
Бардава,bardava,ქარდავა,qardava
Парнешвили,parneshvili,ფარნიშვილი,parnishvili
Мепиришвили,mepirishvili,მეფარიშვილი,meparishvili
Межид,mezhid,მეჟდო,mezhdo
Свиададзе,sviadadze,ზვიადაძე,zviadadze
Тыкашвили,tikashvili,ბიკაშვილი,bikashvili
Чеменда,chemenda,სემენდა,semenda
Бланукян,blanukian,მანუკიან,manukian
Сухинашвили,sukhinashvili,სუხიტაშვილი,sukhitashvili
Гморробиани,gmorrobiani,გიორგობიანი,giorgobiani
Маслиников,maslinikov,მასლენიკოვა,maslenikova
Голандзин,golandzin,გოლანძია,golandzia
Посошков,pososhkov,პოსოხოვ,posokhov
Поцкверашвили,potskverashvili,ფოცხვერაშვილი,potskhverashvili
Капальяне,kapal'iane,კოპალიანი,kopaliani
Гочашвилли,gochashvilli,გოჩაშვილი,gochashvili
Зидилашвили,zidilashvili,ბიბილაშვილი,bibilashvili
Дериберл,deriberl,დემირელ,demirel
Адрхазава,adrkhazava,აფხაზავა,apkhazava
Духоян,dukhoian,დოხოიან,dokhoian
Тукманиани,tukmaniani,თუმანიანი,tumaniani
Бодовели,bodoveli,ბოდოველი,bodoveli
Амосов,amosov,ამოსოვ,amosov
Асикашвили,asikashvili,ადიკაშვილი,adikashvili
Мануйлов,manuilov,მანუილოვი,manuilovi
Цилосания,tsilosaniia,წილოსანი,tsilosani
Чанишвилли,chanishvilli,ხანიშვილი,khanishvili
Алифер,alifer,ალიევ,aliev
Красноженов,krasnozhenov,კრასნოშეკოვი,krasnoshekovi
Блюгошвили,bliugoshvili,ბლუაშვილი,bluashvili
Таимов,taimov,ტაიროვ,tairov
Ирушадзе,irushadze,ურუშაძე,urushadze
Мамжашвили,mamzhashvili,გამჟაშვილი,gamzhashvili
Малов,malov,მალოვი,malovi
Бигукашвили,bigukashvili,გიგუაშვილი,giguashvili
Буторин,butorin,ბუტორინა,butorina
Дубовот,dubovot,დუბოვოი,dubovoi
Ряджабов,riadzhabov,რადჟაბოვა,radzhabova
Маркалия,markaliia,ბარკალაია,barkalaia
Оситошвили,ositoshvili,ოსიტაშვილი,ositashvili
Гомкларидзе,gomklaridze,ჯოხარიძე,jokharidze
Ратния,ratniia,რატია,ratia
Гарбенко,garbenko,გორბენკო,gorbenko
Салогуб,salogub,სალოგუბი,salogubi
Сабискверидзе,sabiskveridze,სებისკვერიძე,sebiskveridze
Солокопуд,solokopud,სოლომონია,solomonia
Кикномяидзе,kiknomiaidze,კიკნაძე,kiknadze
Ханасян,khanasian,მანასიან,manasian
Квелисе,kvelise,ქველიძე,qvelidze
Чагелешвилли,chageleshvilli,ჩაგელიშვილი,chagelishvili
Сечынава,sechinava,სიჭინავა,sitchinava
Миндриашвили,mindriashvili,მინდიაშვილი,mindiashvili
Сикинтилашвили,sikintilashvili,სიკინჭალაშვილი,sikintchalashvili
Фарчан,farchan,კურჩან,kurchan
Помзаландзе,pomzalandze,გოძილანძე,godzilandze
Бандсадзе,bandsadze,ბანცაძე,bantsadze
Синджакашвили,sindzhakashvili,სინატაშვილი,sinatashvili
Мольченко,mol'chenko,ვოლჩენკო,volchenko
Канциан,kantsian,კანციან,kantsian
Кобеделидзе,kobedelidze,ხვედელიძე,khvedelidze
Шарбанашвили,sharbanashvili,შარბანაშვილი,sharbanashvili
Дгабуадзе,dgabuadze,დგებუაძე,dgebuadze
Геркадзе,gerkadze,გერაძე,geradze
Тотвидзе,totvidze,თათვიძე,tatvidze
Шаимерашвили,shaimerashvili,შატბერაშვილი,shatberashvili
Шотошвили,shotoshvili,შოთაშვილი,shotashvili
Чечехошвили,chechekhoshvili,ჩეჩელაშვილი,chechelashvili
Цхалашвили,tskhalashvili,ცხადაშვილი,tskhadashvili
Абуян,abuian,აბოიან,aboian
Перфериев,perferiev,პერპერიდი,perperidi
Ушлисашвили,ushlisashvili,უფლისაშვილი,uplisashvili
Вериашвили,veriashvili,ბერიაშვილი,beriashvili
Чохела,chokhela,ჩოხელი,chokheli
Бирая,biraia,ბერაია,beraia
Чукуосени,chukuoseni,ჭკუასელი,tchkuaseli
Хрипунов,khripunov,ხრიპუნოვა,khripunova
Ниашвили,niashvili,იაშვილი,iashvili
Абридонидзе,abridonidze,აფრიდონიძე,apridonidze
Джапаридзае,dzhaparidzae,ჯაფარიძე,japaridze
Абцеури,abtseuri,აბციაური,abtsiauri
Дони-оглы,doni-ogli,დანილოვი,danilovi
Почкарин,pochkarin,ბოჩკარი,bochkari
Кагахия,kagakhiia,კამახინა,kamakhina
Халифян,khalifian,ხალილიან,khalilian
Кешенава,keshenava,კეშელავა,keshelava
Гугусьян,gugus'ian,გუგუსიანი,gugusiani
Пшвишвили,pshvishvili,შავიშვილი,shavishvili
Задзаних,zadzanikh,ზადიანი,zadiani
Аробидре,arobidre,არაბიძე,arabidze
Серебрякова,serebriakova,სერებრიაკოვა,serebriakova
Квитуинадзе,kvituinadze,კვიცინაძე,kvitsinadze
Шларье,shlar'e,სულაძე,suladze
Маркозишвали,markozishvali,მარკოზიშვილი,markozishvili
Ромнишвили,romnishvili,როინიშვილი,roinishvili
Нацрашвили,natsrashvili,ნასრაშვილი,nasrashvili
Узуннян,uzunnian,უზუნიან,uzunian
Бурджахвидзе,burdzhakhvidze,ბურძენიძე,burdzenidze
Иагутов,iagutov,იაგუტოვი,iagutovi
Трохвилошвили,trokhviloshvili,რეხვიაშვილი,rekhviashvili
Янияс,ianiias,იანდიან,iandian
Меклиавидзе,mekliavidze,მელიქიძე,meliqidze
Мелкунян,melkunian,მელკონიან,melkonian
Ниязи,niiazi,კნიაზი,kniazi
Кафталадзе,kaftaladze,კუტალაძე,kutaladze
Ленбарашвили,lenbarashvili,ლეკბარაშვილი,lekbarashvili
Чритишвили,chritishvili,ჩიტიშვილი,chitishvili
Барбашев,barbashev,ბარბაში,barbashi
Касаков,kasakov,კასანოვ,kasanov
Фоградов,fogradov,სოგრადოვი,sogradovi
Махмед-Оглы,makhmed-ogli,მახმედ ოღლი,makhmed oghli
Тугиуров,tugiurov,თუშუროვი,tushurovi
Джондзоля,dzhondzolia,ძაძამია,dzadzamia
Гавамелидзе,gavamelidze,გავაშელიძე,gavashelidze
Эзияшвили,eziiashvili,ეზიაშვილი,eziashvili
Каптошвили,kaptoshvili,პაპოშვილი,paposhvili
Ватанян,vatanian,ვართანიან,vartanian
Чутелашвили,chutelashvili,ჩუთლაშვილი,chutlashvili
Пучукури,puchukuri,ბუჩუკური,buchukuri
Хипба,khipba,ხიბბა,khibba
Тамбуридзе,tamburidze,ჯამბურიძე,jamburidze
Цхвеадзе,tskhveadze,ცხვედაძე,tskhvedadze
Курбадзе,kurbadze,კურდაძე,kurdadze
Тендарадзе,tendaradze,თედორაძე,tedoradze
Кападашвили,kapadashvili,კანადაშვილი,kanadashvili
Акимушкин,akimushkin,მატიუშკინ,matiushkin
Джавакишвили,dzhavakishvili,შატაკიშვილი,shatakishvili
Морзонян,morzonian,მირზოიან,mirzoian
Каранизады,karanizadi,კარანიზადე,karanizade
Абнарьян,abnar'ian,აბგარიან,abgarian
Зинзинбадзе,zinzinbadze,ზიბზიბაძე,zibzibadze
Шуткин,shutkin,შუკინ,shukin
Даввилява,davviliava,ლაგვილავა,lagvilava
Росияшвили,rosiiashvili,როსტიაშვილი,rostiashvili
Меряхулов,meriakhulov,მურსაკულოვ,mursakulov
Каламдадзе,kalamdadze,კალანდაძე,kalandadze
Прокапюк,prokapiuk,პროკოფიდი,prokopidi
Эмоксизян,emoksizian,მოსიკიან,mosikian
Атанешвили,ataneshvili,ათანაშვილი,atanashvili
Санушвили,sanushvili,სანაშვილი,sanashvili
Удавченко,udavchenko,დავჩენკო,davchenko
Пограшвили,pograshvili,დოგრაშვილი,dograshvili
Кишкаров,kishkarov,კიშნიაროვ,kishniarov
Конулов,konulov,კაბულოვ,kabulov
Саковец,sakovets,იაკოვეც,iakovets
Метнуб,metnub,მატუა,matua
Дженгарадзе,dzhengaradze,ზანგალაძე,zangaladze
Гачичладзе,gachichladze,გაჩიჩილაძე,gachichiladze
Абиношный,abinoshnii,გაბინაშვილი,gabinashvili
Ципцедзе,tsiptsedze,ცინცაძე,tsintsadze
Рябой,riaboi,რიაბოვი,riabovi
Джахов,dzhakhov,ძახოვ,dzakhov
Атаксиев,ataksiev,აგასიევ,agasiev
Кижнер,kizhner,კიზლერ,kizler
Алозония,alozoniia,მალაზონია,malazonia
Нарзыев,narziev,დარზიევ,darziev
Гелухаев,gelukhaev,გლუხოვ,glukhov
Марказия,markaziia,მარკოზია,markozia
Тодасьян,todas'ian,ტომასიან,tomasian
Ваченшвили,vachenshvili,ვაჩეიშვილი,vacheishvili
Гушеев,gusheev,გუსოევ,gusoev
Беджояд,bedzhoiad,ბედჟოიან,bedzhoian
Караджоглин,karadzhoglin,კადჟოიან,kadzhoian
Таноготян,tanogotian,ტონოგონიან,tonogonian
Машукешвили,mashukeshvili,მამუკაშვილი,mamukashvili
Хуанашвили,khuanashvili,ხუნაშვილი,khunashvili
Ходиев,khodiev,ხუდიევ,khudiev
Осефашвили,osefashvili,ოსეფაშვილი,osepashvili
Баразбиев,barazbiev,ბარამბია,barambia
Мусорин,musorin,მუსორინი,musorini
Джиуев,dzhiuev,ძიუბა,dziuba
Ванишвалли,vanishvalli,ვანიშვილი,vanishvili
Когалашвили,kogalashvili,კოდალაშვილი,kodalashvili
Гумбанидзе,gumbanidze,გუმბარიძე,gumbaridze
Меоропов,meoropov,მესროპოვი,mesropovi
Осекайшвили,osekaishvili,ოსეფაიშვილი,osepaishvili
Шалимашвили,shalimashvili,შალიკაშვილი,shalikashvili
Лилоашвили,liloashvili,ლილოაშვილი,liloashvili
Багарашок,bagarashok,ბარაბაშ,barabash
Гаямов,gaiamov,ბაირამოვ,bairamov
Семиногин,seminogin,ემინოვი,eminovi
Колбасин,kolbasin,კალბასინ,kalbasin
Гамалеев,gamaleev,გამალეევა,gamaleeva
Парсафенов (Тарсаданов),parsafenov (tarsadanov),თაზახანოვა-მარდანოვა,tazakhanova-mardanova
Гевадзе,gevadze,დევაძე,devadze
Шара,shara,შარია,sharia
Пубутеошвили,pubuteoshvili,ბუბუტეიშვილი,bubuteishvili
Шихалашвили,shikhalashvili,ხიხალაშვილი,khikhalashvili
Онуфриади,onufriadi,ონუფრიადი,onupriadi
Кацаидзе,katsaidze,კაცაძე,katsadze
Пичхатури,pichkhaturi,ფიჩხაური,pichkhauri
Эпитоашвили,epitoashvili,ეპიტაშვილი,epitashvili
Рытванов,ritvanov,ივანოვ,ivanov
Жубабурин,zhubaburin,ჩუბაბრია,chubabria
Колдешвили,koldeshvili,კოლაშვილი,kolashvili
Медеташвили,medetashvili,მერებაშვილი,merebashvili
Чатыньян,chatin'ian,ჩატინიანი,chatiniani
Палиян,paliian,პალოიან,paloian
Дарцалия,dartsaliia,დარსალია,darsalia
Беглиян,begliian,ბეგოიან,begoian
Тийшберия,tiishberiia,თითბერია,titberia
Бычихин,bichikhin,ბიჩახია,bichakhia
Амиршадав,amirshadav,ამირშადიან,amirshadian
Суртанидзе,surtanidze,სურმანიძე,surmanidze
Халхиди,khalkhidi,ხარხელი,kharkheli
Орловская,orlovskaia,ორლოვსკაია,orlovskaia
Араханов,arakhanov,კარახანოვ,karakhanov
Кондахчян,kondakhchian,კონდახჩიანი,kondakhchiani
Кадуня,kadunia,გაბუნია,gabunia
Мусаибов,musaibov,იუსიბოვ,iusibov
Сулуберидзе,suluberidze,სულაბერიძე,sulaberidze
Кябалия,kiabaliia,ხაზალია,khazalia
Дирмава,dirmava,დარმავა,darmava
Айбя,aibia,აიბა,aiba
Баточов,batochov,ბატლაჩოვ,batlachov
Щипотьев,schipot'ev,ჩიგოევ,chigoev
Ананяс,ananias,ანანიან,ananian
Гачачаладзе,gachachaladze,გაჩეჩილაძე,gachechiladze
Хубулев,khubulev,ხუბულოვ,khubulov
Пицкишвили,pitskishvili,ფოცხიშვილი,potskhishvili
Сгинава,sginava,შანავა,shanava
Губолидзе,gubolidze,გუბელიძე,gubelidze
Сандомисошвили,sandomisoshvili,სანდომისაშვილი,sandomisashvili
Чичаладзе,chichaladze,ჩინჩალაძე,chinchaladze
Олифер,olifer,ოლიფერ,oliper
Барнадзе,barnadze,ბარნაძე,barnadze
Проскриков,proskrikov,პროსკურიაკოვი,proskuriakovi
Тайвадзе,taivadze,თავაძე,tavadze
Карачурян,karachurian,კარახანიან,karakhanian
Каколошвилли,kakoloshvilli,კაკალაშვილი,kakalashvili
Зоньковский,zon'kovskii,ზინკოვსკი,zinkovski
Набунашвили,nabunashvili,ბაბუნაშვილი,babunashvili
Портчкидзе,portchkidze,ფორჩხიძე,porchkhidze
Алиеев,alieev,ალიევ,aliev
Багачков,bagachkov,ბოგაჩკოვი,bogachkovi
Булканов,bulkanov,სულთანოვ,sultanov
Каливонджян,kalivondzhian,კალივონჯიან,kalivonjian
Чхотня,chkhotnia,ჭყონია,tchkhonia
Мамадшанов,mamadshanov,მამედხანოვ,mamedkhanov
Нарцвания,nartsvaniia,ფარცვანია,partsvania
Наскыдашвили,naskidashvili,ნასყიდაშვილი,naskhidashvili
Райчук,raichuk,რადჩუკ,radchuk
Наровшвили,narovshvili,ნაროუშვილი,naroushvili
Моглотеретзе,mogloteretze,გოგობერიძე,gogoberidze
Вардиниевский,vardinievskii,არდაბიევსკი,ardabievski
Дозац,dozats,დონეც,donets
Сваниеви,svanievi,სვანიევი,svanievi
Ткааблезе,tkaableze,ტყაბლაძე,tkhabladze
Лемещук,lemeschuk,ლენჩუკ,lenchuk
Димитрев,dimitrev,დიმიტრევა,dimitreva
Кваштальяни,kvashtal'iani,კვანტალიანი,kvantaliani
Крутянц,krutiants,კრტიან,krtian
Юсупа,iusupa,იუსუფი,iusupi
Татарафили,tatarafili,თათარაშვილი,tatarashvili
Бера...,bera...,ბერაძე,beradze
Лукавк,lukavk,ლუკავა,lukava
Алиберашвили,aliberashvili,ალიბეგაშვილი,alibegashvili
Туйба,tuiba,ციბა,tsiba
Босицадзе,bositsadze,ბიწაძე,bitsadze
Ловлерашвили,lovlerashvili,ლევერაშვილი,leverashvili
Еирчадзе,eirchadze,ბირჩაძე,birchadze
Саланая,salanaia,კალანდია,kalandia
Фириашвили,firiashvili,ფირიაშვილი,piriashvili
Хваришев,khvarishev,ხვარეშია,khvareshia
Басяашвили,basiaashvili,ბასილაშვილი,basilashvili
Снавадзе,snavadze,შავაძე,shavadze
Окошвили,okoshvili,ოკოშვილი,okoshvili
Асанали,asanali,ასანოვი,asanovi
Бухрошвили,bukhroshvili,ბუხროშვილი,bukhroshvili
Элоев,eloev,ელოევი,eloevi
Начашвили,nachashvili,ლაჩაშვილი,lachashvili
Ганкадзе,gankadze,კანკაძე,kankadze
Джанаташвили,dzhanatashvili,ჩალათაშვილი,chalatashvili
Мечетяндзе,mechetiandze,მაჩიტიძე,machitidze
Мимокалисов,mimokalisov,მიხალიოვ,mikhaliov
Маисошвили,maisoshvili,მაისაშვილი,maisashvili
Декапосидзе,dekaposidze,დეკანოსიძე,dekanosidze
Салокай,salokai,სალოიანი,saloiani
Верлов,verlov,ვეტროვ,vetrov
Китая,kitaia,კითაია,kitaia
Куртинидзе,kurtinidze,კურტანიძე,kurtanidze
Вартяношвилли,vartianoshvilli,ვართანაშვილი,vartanashvili
Сабенюк,sabeniuk,სემენიუკ,semeniuk
Сезошвили,sezoshvili,სეროშვილი,seroshvili
Басанадзе,basanadze,ბასანაძე,basanadze
Дзекун,dzekun,ძკუა,dzkua
Попюдзе,popiudze,პაპიძე,papidze
Лютиков,liutikov,ტიუტიკოვ,tiutikov
Ходнев,khodnev,ხოდნევა,khodneva
Пачебаев,pachebaev,პაშაევ,pashaev
Шеренов,sherenov,შერენოვა,sherenova
Дольбана,dol'bana,დოლბაია,dolbaia
Мусисян,musisian,მუსიკიან,musikian
Махоробшвили,makhorobshvili,მახარაშვილი,makharashvili
Гавашвили,gavashvili,გავაშვილი,gavashvili
Джамоснишвили,dzhamosnishvili,ძაგანიშვილი,dzaganishvili
Асламате,aslamate,ასლამაძე,aslamadze
Бегулава,begulava,ბერულავა,berulava
Фазиашвили,faziashvili,მაზიაშვილი,maziashvili
Габрислян,gabrislian,გაბრიელიან,gabrielian
Огулузи,oguluzi,ოგუზი,oguzi
Кергобьян,kergob'ian,კერობიან,kerobian
Шакароношвили,shakaronoshvili,შაქარაშვილი,shaqarashvili
Хараджиев,kharadzhiev,ხარადჟიდი,kharadzhidi
Шушаян,shushaian,შუშანიან,shushanian
Чинкашвили,chinkashvili,ჩინაშვილი,chinashvili
Токтарев,toktarev,ტოკარევ,tokarev
Кочеломазошвили,kochelomazoshvili,კოჭლამაზაშვილი,kotchlamazashvili
Кирвашидзе,kirvashidze,კირვალიძე,kirvalidze
Капрашидзе,kaprashidze,კაპრაშიძე,kaprashidze
Ахолетиани,akholetiani,ახვლედიანი,akhvlediani
Кубелашвили,kubelashvili,კუბლაშვილი,kublashvili
Монаванадзе,monavanadze,მჟავანაძე,mzhavanadze
Эрицян,eritsian,ერიციან,eritsian
Побелошвили,pobeloshvili,ქობელაშვილი,qobelashvili
Челязе,cheliaze,ჭელიძე,tchelidze
Местверашвили,mestverashvili,მესტვირიშვილი,mestvirishvili
Афисов,afisov,ამიროვ,amirov
Гультяев,gul'tiaev,გულიაევ,guliaev
Чаповский,chapovskii,ჩეპოვსკი,chepovski
Мамвория,mamvoriia,მამფორია,mamporia
Рижвадзе,rizhvadze,რიჟვაძე,rizhvadze
