rus,en,matched,matchedEngName
Папчихин,papchikhin,აშიხინ,ashikhin
Кутиашвили,kutiashvili,უთიაშვილი,utiashvili
Оснянов,osnianov,ოსმანოვ,osmanov
Кочва,kochva,კოჩოვა,kochova
Геладзи,geladzi,გელაძე,geladze
Демирханов,demirkhanov,დემირხანოვ,demirkhanov
Маделян,madelian,მნდელიან,mndelian
Домиазовый,domiazovii,დოლმაზოვი,dolmazovi
Смелоденко,smelodenko,სმელენკო,smelenko
Квашенко,kvashenko,ივაშენკო,ivashenko
Алтунишвили,altunishvili,ალთუნაშვილი,altunashvili
Митичиашвили,mitichiashvili,მიტიჩაშვილი,mitichashvili
Кизиберия,kiziberiia,გიგიბერია,gigiberia
К…косадзе,k…kosadze,კოკოსაძე,kokosadze
Шавкиат,shavkiat,შავდია,shavdia
Бессмертных,bessmertnikh,ბესმერტნი,besmertni
Шандурский,shandurskii,შანდურსკაია,shandurskaia
Амарян,amarian,ამარიან,amarian
Арим-Кули-Огли,arim-kuli-ogli,გაივ-კული-ოღლი,gaiv-kuli-oghli
Безъяшвили,bez'iashvili,ბეჟიაშვილი,bezhiashvili
Исбидзе,isbidze,იობიძე,iobidze
Заденашвили,zadenashvili,ზედელაშვილი,zedelashvili
Цветной,tsvetnoi,ცვეტკოვი,tsvetkovi
Береидзе,bereidze,ბერიძე,beridze
Могаридзе,mogaridze,მაკარიძე,makaridze
Махти,makhti,მახტ,makht
Иевлев,ievlev,იევლევი,ievlevi
Араколян,arakolian,არაკელიან,arakelian
Сакоп,sakop,სანოი,sanoi
Пацкинашвили,patskinashvili,ფაცინაშვილი,patsinashvili
Жаворонов,zhavoronov,ჟავორონკოვ,zhavoronkov
Рожин,rozhin,როჟინ,rozhin
Квашелава,kvashelava,კვაშილავა,kvashilava
Коннин,konnin,კონდიან,kondian
Поперцян,popertsian,პაპერციან,papertsian
Замед,zamed,მამედ,mamed
Буннаташвили,bunnatashvili,ბუნიათიშვილი,buniatishvili
Минудадзе,minudadze,მინდაძე,mindadze
Каберчидзе,kaberchidze,კობერიძე,koberidze
Охлодян,okhlodian,კლოიან,kloian
Муржикнела,murzhiknela,მურჯიკნელი,murjikneli
Бангушов,bangushov,მანგუშევა,mangusheva
Огапчесян,ogapchesian,ოგანესიან,oganesian
Шманов,shmanov,შიანოვ,shianov
Снлагадзе,snlagadze,სილაგაძე,silagadze
Муджыры,mudzhiri,მუჯირი,mujiri
Полеканов,polekanov,ოლეხნო,olekhno
Лобшениды,lobshenidi,გორშენინი,gorshenini
Саломберзе,salomberze,შალამბერიძე,shalamberidze
Джахваладзе,dzhakhvaladze,მჟავანაძე,mzhavanadze
Анкарьян,ankar'ian,აბკარიან,abkarian
Чуланов,chulanov,ჩულანოვა,chulanova
Гриман,griman,გოიმან,goiman
Тахсавелидзе,takhsavelidze,საყვარელიძე,sakhvarelidze
Ригенава,rigenava,გეგენავა,gegenava
Кварчелидзе,kvarchelidze,კვერღელიძე,kverghelidze
Пелевин,pelevin,პელევინ,pelevin
Закаршвили,zakarshvili,ზაკაშვილი,zakashvili
Канибадзе,kanibadze,კაკაბაძე,kakabadze
Схиртадзе,skhirtadze,სხირტლაძე,skhirtladze
Кеоргадзе,keorgadze,გეორგაძე,georgadze
Дванишвили,dvanishvili,დვალიშვილი,dvalishvili
Босташвилли,bostashvilli,ბოსტაშვილი,bostashvili
Зазроев,zazroev,ზაზოევი,zazoevi
Болмасов,bolmasov,ტოლმასოვი,tolmasovi
Сахишвили,sakhishvili,სახიშვილი,sakhishvili
Шагмельян,shagmel'ian,შაგრელიან,shagrelian
Мамасахлыс,mamasakhlis,მამასახლისი,mamasakhlisi
Церецвадзе,tseretsvadze,ცერცვაძე,tsertsvadze
Кагатушвили,kagatushvili,აგათოშვილი,agatoshvili
Чиносьян,chinos'ian,ჩინოიან,chinoian
Миндурашвили,mindurashvili,მინდორაშვილი,mindorashvili
Кагулашвили,kagulashvili,კაბულაშვილი,kabulashvili
Меншев,menshev,მენშოვი,menshovi
Самсоненко,samsonenko,სამსონენკო,samsonenko
Курашенко,kurashenko,კარაშენკო,karashenko
Локидашвили,lokidashvili,ლეკიაშვილი,lekiashvili
Куланава,kulanava,კილანავა,kilanava
Мачимудзе,machimudze,მაჩიტიძე,machitidze
Гогигаев,gogigaev,გოიაევ,goiaev
Груша,grusha,გრუშა,grusha
Немава,nemava,ნემოვა,nemova
Квелюкашвили,kveliukashvili,გველუკაშვილი,gvelukashvili
Ельбакиды,el'bakidi,ელბაკიან,elbakian
Кацулашвили,katsulashvili,კაცელაშვილი,katselashvili
Бахдадзе,bakhdadze,ბახტაძე,bakhtadze
Мчедынишвили,mchedinishvili,მჭედლიშვილი,mtchedlishvili
Дивантий,divantii,მდივანი,mdivani
Есибашвили,esibashvili,სიბაშვილი,sibashvili
Шотнеашвили,shotneashvili,შოთნიაშვილი,shotniashvili
Бебенешвили,bebeneshvili,ბედენაშვილი,bedenashvili
Киджилиани,kidzhiliani,პიდჟიკიან,pidzhikian
Даропух,daropukh,კარნაუხ,karnaukh
Ханазаров,khanazarov,ახნაზაროვ,akhnazarov
Агирбая,agirbaia,აგირბაია,agirbaia
Подораев,podoraev,ბოლოთაევ,bolotaev
Папурашвили,papurashvili,პაპუაშვილი,papuashvili
Гародко,garodko,გრუდკო,grudko
Фанджикидзе,fandzhikidze,ფანჩიკიძე,panchikidze
Орабидзе,orabidze,არაბიძე,arabidze
Джемшалишвили,dzhemshalishvili,ძიმსტარიშვილი,dzimstarishvili
Чилява,chiliava,ჩილიევა,chilieva
Нусхеладзе,nuskheladze,ნუსხელაძე,nuskheladze
Поухверия,poukhveriia,ფოცხვერია,potskhveria
Кирогозашвили,kirogozashvili,კირაკოზაშვილი,kirakozashvili
Лялишвили,lialishvili,ლალიშვილი,lalishvili
Чадухели,chadukheli,ჩადუნელი,chaduneli
Асликевкишвили,aslikevkishvili,ასლიქევხიშვილი,asliqevkhishvili
Джабуты,dzhabuti,ჟაბინი,zhabini
Кинцарашвили,kintsarashvili,კინწურაშვილი,kintsurashvili
Гумдеридзе,gumderidze,გუმბერიძე,gumberidze
Добрассик,dobrassik,დობრი,dobri
Момиашвили,momiashvili,მოსიაშვილი,mosiashvili
Шведкин,shvedkin,შვედი,shvedi
Нигинашвили,niginashvili,ტიგინაშვილი,tiginashvili
Сухараладзе,sukharaladze,სიხარულიძე,sikharulidze
Алиаба,aliaba,ალიევა,alieva
Сухнев,sukhnev,სუხიევი,sukhievi
Мацадант,matsadant,მაცაკიანი,matsakiani
Батурген,baturgen,ბატურინ,baturin
Елизарьян,elizar'ian,ელიზარიან,elizarian
Фидяев,fidiaev,ლიდიაევი,lidiaevi
Зерколушвили,zerkolushvili,ერკოშვილი,erkoshvili
Ширшян,shirshian,შირინიან,shirinian
Байрумов,bairumov,ბაირამოვ,bairamov
Патешян,pateshian,პაშიან,pashian
Абхорьян,abkhor'ian,ახოიან,akhoian
Пониява,poniiava,ფონიავა,poniava
Гочун,gochun,გოჩუა,gochua
Швильдазе,shvil'daze,შვილდაძე,shvildadze
Сагатунов,sagatunov,ბაგატუროვ,bagaturov
Хвачадзе,khvachadze,ხაჩიძე,khachidze
Коримов,korimov,კარიმოვ,karimov
Парахашвили,parakhashvili,კარახაშვილი,karakhashvili
Кайноглы,kainogli,რაინაული,rainauli
Лысин,lisin,ლიგინ,ligin
Минвабия,minvabiia,მიქვაბია,miqvabia
Азоев,azoev,აზოევ,azoev
Титсев,titsev,ზაიცევ,zaitsev
Ачеардзе,acheardze,ჭელიძე,tchelidze
Китияшвили,kitiiashvili,კიტრიაშვილი,kitriashvili
Хунчия,khunchiia,კუნჩინა,kunchina
Гиварадзе,givaradze,გვარაძე,gvaradze
Солохов,solokhov,ვოლოხოვა,volokhova
Конанашвили,konanashvili,კოზანაშვილი,kozanashvili
Соилашвили,soilashvili,სოლაშვილი,solashvili
Юдас,iudas,კუდას,kudas
Кабаенидзе,kabaenidze,კაბოსნიძე,kabosnidze
Аргужов,arguzhov,არბუზოვა,arbuzova
Коберашвили,koberashvili,კობერაშვილი,koberashvili
Культашвили,kul'tashvili,გულიტაშვილი,gulitashvili
Хунцерия,khuntseriia,ხუნწარია,khuntsaria
Комозогьян,komozog'ian,კიზოგიან,kizogian
Боганенко,boganenko,ბოგდანენკო,bogdanenko
Машо,masho,მასლო,maslo
Шатакашвили,shatakashvili,შატაკიშვილი,shatakishvili
Иоромашвили,ioromashvili,იორამაშვილი,ioramashvili
Маликадзе,malikadze,ტალიკაძე,talikadze
Монтин,montin,მონტინა,montina
Читания,chitaniia,ჩიტაია,chitaia
Патолошвили,patoloshvili,ფოთოლაშვილი,potolashvili
Мерзурнишвили,merzurnishvili,მეზურნიშვილი,mezurnishvili
Мукманян,mukmanian,მუკმანიანი,mukmaniani
Ефендиев,efendiev,ეფენდიევი,ependievi
Неварикиша,nevarikisha,ვეტრიკუშა,vetrikusha
Оленичук,olenichuk,ოლენჩუკ,olenchuk
Башидзе,bashidze,აბაშიძე,abashidze
Кирокашвили,kirokashvili,კირიკაშვილი,kirikashvili
Ивилдадзе,ivildadze,ზვიადაძე,zviadadze
Вырвыкшика,virvikshika,ვირვიკიშკა,virvikishka
Мнатобидзе,mnatobidze,მნათობიძე,mnatobidze
Ивашников,ivashnikov,სვეშნიკოვ,sveshnikov
Монастырный,monastirnii,მინასიანი,minasiani
Тафтеян,tafteian,ატეიან,ateian
Ганджугашвили,gandzhugashvili,მანძულაშვილი,mandzulashvili
Наиб,naib,ნაიკ,naik
Странченко,stranchenko,სტარჩენკო,starchenko
Делианидий,delianidii,დელიანიდი,delianidi
Харавадзе,kharavadze,ხარაბაძე,kharabadze
Тувышкин,tuvishkin,პუპიშკინა,pupishkina
Нифталиев,niftaliev,ნივტალიევ,nivtaliev
Цанавк,tsanavk,ცანავა,tsanava
Алавердиян,alaverdiian,ალავერდიან,alaverdian
Мандорхлебов,mandorkhlebov,მანდროხლებოვი,mandrokhlebovi
Цициошвили,tsitsioshvili,ციციშვილი,tsitsishvili
Пудияшвили,pudiiashvili,გუდიაშვილი,gudiashvili
Саквареашвили,sakvareashvili,საყვარელაშვილი,sakhvarelashvili
Мергонян,mergonian,მელქონიან,melqonian
Фиранишвили,firanishvili,ფირანიშვილი,piranishvili
Калуцашвили,kalutsashvili,მალუტაშვილი,malutashvili
Шатырошвили,shatiroshvili,შათირიშვილი,shatirishvili
Капананадзе,kapananadze,კაპანაძე,kapanadze
Тегарашвили,tegarashvili,თეგერაშვილი,tegerashvili
Кертикошвили,kertikoshvili,კერდიკაშვილი,kerdikashvili
Крункян,krunkian,კრუნკიან,krunkian
Цинорая,tsinoraia,წიქორია,tsiqoria
Кавленильвили,kavlenil'vili,ფავლენიშვილი,pavlenishvili
Сутуриб,suturib,ფსუტური,psuturi
Ичменян,ichmenian,სჩანიან,schanian
Рижкин,rizhkin,რიჟკინა,rizhkina
Бабарыкина,babarikina,ბაბარიკინა,babarikina
Оксанчук,oksanchuk,ოკსენჩუკ,oksenchuk
Хапишвили,khapishvili,ხაჯიშვილი,khajishvili
Азмаян,azmaian,მაზმანიან,mazmanian
Стаско,stasko,სტასკოვ,staskov
Нарозишвили,narozishvili,ნაროზაშვილი,narozashvili
Камудзадзе (Комудзадзе),kamudzadze (komudzadze),ქამადაძე-ჯუმუშაძე,qamadadze-jumushadze
Нацадзе,natsadze,კაცაძე,katsadze
Мтаванадзе,mtavanadze,მჟავანაძე,mzhavanadze
Клепковский,klepkovskii,კლიუკოვსკი,kliukovski
Маргуладзе,marguladze,მამულაძე,mamuladze
Каразия,karaziia,კარანაია,karanaia
Кокнекелидзе,koknekelidze,კონცელიძე,kontselidze
Джолашвили,dzholashvili,ძოლაშვილი,dzolashvili
Косышвили,kosishvili,ოსიშვილი,osishvili
Мартынский,martinskii,ტარტინსკი,tartinski
Гогелошвили,gogeloshvili,გოგელაშვილი,gogelashvili
Гдунов,gdunov,გოდუნოვი,godunovi
Куилимуди,kuilimudi,ხილიუკი,khiliuki
Богврадзе,bogvradze,ბოგვერაძე,bogveradze
Дехнадзе,dekhnadze,დეკანაძე,dekanadze
Соатсазян,soatsazian,მაცაკიან,matsakian
Легун,legun,ლოგუა,logua
Пирахишвили,pirakhishvili,ფირანიშვილი,piranishvili
Чорхалашвили,chorkhalashvili,ჩარხალაშვილი,charkhalashvili
Дедабрышвали,dedabrishvali,დედაბრიშვილი,dedabrishvili
Балгиашвили,balgiashvili,ბალიაშვილი,baliashvili
Кикозашвили,kikozashvili,კიკოზაშვილი,kikozashvili
Довакосадзе,dovakosadze,დევნოსაძე,devnosadze
Кунгулин,kungulin,კუნჯულიან,kunjulian
Медуев,meduev,მედოევი,medoevi
Джожикашвили,dzhozhikashvili,ჟოჟიკაშვილი,zhozhikashvili
Мергелишвили,mergelishvili,მეგრელიშვილი,megrelishvili
Сидакокидзе,sidakokidze,სიდამონიძე,sidamonidze
Амосев,amosev,ამოევ,amoev
Дортулидзе,dortulidze,მორთულაძე,mortuladze
Захарая,zakharaia,ახალაია,akhalaia
Чалтикян,chaltikian,ჩალტიკიანი,chaltikiani
Абасашвили,abasashvili,აბასაშვილი,abasashvili
Похрауш,pokhraush,მოხვაში,mokhvashi
Дидедашвили,didedashvili,დიდებაშვილი,didebashvili
Андриненко,andrinenko,ანდრიენკო,andrienko
Гуртовенко,gurtovenko,გორკოვენკო,gorkovenko
Бабадшин,babadshin,ბარბაშინ,barbashin
Краповницкий,krapovnitskii,ხრაპოვიცკაია,khrapovitskaia
Паленко,palenko,პავლენკო,pavlenko
Холоднюк,kholodniuk,ხოლოდნიუკი,kholodniuki
Аминошвили,aminoshvili,ამინაშვილი,aminashvili
Цурукян,tsurukian,წარუკიან,tsarukian
Зеледашвили,zeledashvili,ზებედაშვილი,zebedashvili
Катомидзе,katomidze,ქათამიძე,qatamidze
Свилькаев,svil'kaev,სიუკაევ,siukaev
Зеленков,zelenkov,ზელენკოვა,zelenkova
Макердичан,makerdichan,მაკარტიჩანი,makartichani
Понишвили,ponishvili,სონიშვილი,sonishvili
Чемба,chemba,ჩემია,chemia
Картавых,kartavikh,გარკავიკ,garkavik
Винашвили,vinashvili,ინაშვილი,inashvili
Микеашвили,mikeashvili,მიხაშვილი,mikhashvili
Пириношвили,pirinoshvili,მიმინოშვილი,miminoshvili
Бзешуев,bzeshuev,ბუშუევა,bushueva
Михелишвили,mikhelishvili,მიხელაშვილი,mikhelashvili
Дюрсунов,diursunov,დურსუნოვი,dursunovi
Мерокян,merokian,მეროიან,meroian
Наутошвиль,nautoshvil',ნატოშვილი,natoshvili
Таймратов,taimratov,ბაირამოვ,bairamov
Хачковицян,khachkovitsian,ხაჩკოვანიანი,khachkovaniani
Пядышев,piadishev,გლადიშევა,gladisheva
Торцхели,tortskheli,ოცხელი,otskheli
Абрагамян,abragamian,აბრაამიან,abraamian
Кечемадзе,kechemadze,კეჟერაძე,kezheradze
Гугуашвили,guguashvili,გუგუაშვილი,guguashvili
Цоликаури,tsolikauri,ჭოლიკაური,tcholikauri
Бигвадзе,bigvadze,ბრიგვაძე,brigvadze
Теоганазов,teoganazov,ოგანეზოვ,oganezov
Маловинов,malovinov,ალსოინოვ,alsoinov
Атонян,atonian,ანტონიან,antonian
Лаквинадзе,lakvinadze,ლექვინაძე,leqvinadze
Дгинишвили,dginishvili,როინიშვილი,roinishvili
Кутвадзе,kutvadze,კუტვაძე,kutvadze
Джизивадзе,dzhizivadze,ძირკვაძე,dzirkvadze
Копп,kopp,კაპპ,kapp
Баландинский,balandinskii,ბალანდინი,balandini
Курсамадзе,kursamadze,გურამაძე,guramadze
Атаама,ataama,ატაევა,ataeva
Ягопов,iagopov,იაკოპოვ,iakopov
Ладзишвили,ladzishvili,ლაზიშვილი,lazishvili
Сапишвили,sapishvili,სარიშვილი,sarishvili
Бордунос,bordunos,იორდანოვ,iordanov
Айгулян,aigulian,გიგოლიან,gigolian
Шаликачуль,shalikachul',შალიკაშვილი,shalikashvili
Толибов,tolibov,თალიბოვ,talibov
Кванчитирадзе,kvanchitiradze,კვაჭანტირაძე,kvatchantiradze
Газонян,gazonian,გალოიან,galoian
Бикилури,bikiluri,ბიბილური,bibiluri
Корзеванов,korzevanov,კორეპანოვი,korepanovi
Лапочешвили,lapocheshvili,ლაფაჩიშვილი,lapachishvili
Кваруалев,kvarualev,კარაევ,karaev
Искандиров,iskandirov,ისკანდაროვ,iskandarov
Шиошашвили,shioshashvili,შოშაშვილი,shoshashvili
Свинухов,svinukhov,სვინუხოვა,svinukhova
Бордавинидзе,bordavinidze,ბარდაველიძე,bardavelidze
Гичиниашвили,gichiniashvili,ბიჩინაშვილი,bichinashvili
Решедов,reshedov,რეშეტოვა,reshetova
Почверин,pochverin,კოჩერგინ,kochergin
Восконяк,voskoniak,ვოსკანიან,voskanian
Гларджадзе,glardzhadze,გერძაძე,gerdzadze
Архамед,arkhamed,ხამედ,khamed
Мохмусашвили,mokhmusashvili,იოხმუსაშვილი,iokhmusashvili
Кашпадзе,kashpadze,კაშმაძე,kashmadze
Хенурияне,khenuriiane,ხეცურიანი,khetsuriani
Мыкыртчани,mikirtchani,მიკირტიჩიანი,mikirtichiani
Атораканян,atorakanian,ათორაკალიან,atorakalian
Мауманошвили,maumanoshvili,მამანიშვილი,mamanishvili
Гундиашвили,gundiashvili,გუნდიაშვილი,gundiashvili
Шармаков,sharmakov,შერბაკოვ,sherbakov
Джанашка,dzhanashka,ჯანაშია,janashia
Капидес,kapides,კანიდის,kanidis
Ваицьян,vaits'ian,ვანციან,vantsian
Карбан,karban,კურბან,kurban
Агидадзе,agidadze,საგინაძე,saginadze
Чупрынин,chuprinin,ჩუპრინი,chuprini
Квирквен,kvirkven,კვირკვია,kvirkvia
Лановой,lanovoi,ჯანოვი,janovi
Кабучиян,kabuchiian,გაბუჩია,gabuchia
Хубилашвили,khubilashvili,ხუბულაშვილი,khubulashvili
Пеков,pekov,პოპოვ,popov
Аналая,analaia,ახალაია,akhalaia
Голусташвили,golustashvili,გალუსტაშვილი,galustashvili
Тедосян,tedosian,თევოსიან,tevosian
Окробеллошвили,okrobelloshvili,ოკრიბელაშვილი,okribelashvili
Кирхлеров,kirkhlerov,კირხიევა,kirkhieva
Затян,zatian,აზატიან,azatian
Артыян,artiian,აროიან,aroian
Икинадзе,ikinadze,კიკინაძე,kikinadze
Налбандиян,nalbandiian,ნალბანდიან,nalbandian
Дурмежидзе,durmezhidze,დურმიშიძე,durmishidze
Арсачия,arsachiia,არჩაია,archaia
Хафана,khafana,ხასაია,khasaia
Мухащаврич,mukhaschavrich,მუხაშავრია,mukhashavria
Вендиняни,vendiniani,ენდინიანი,endiniani
Почкуа,pochkua,ფოჩხუა,pochkhua
Гошхотельян,goshkhotel'ian,გოშხოთელიანი,goshkhoteliani
Вудугашвили,vudugashvili,უდუმაშვილი,udumashvili
Суровой,surovoi,სუროვი,surovi
Пибилешвилли,pibileshvilli,ბიბილეშვილი,bibileshvili
Сая,saia,სალია,salia
Ленчук,lenchuk,ლენჩუკ,lenchuk
Дурамирашвили,duramirashvili,რამინაშვილი,raminashvili
Кагримонян,kagrimonian,კაგრამანიან,kagramanian
Муранов,muranov,მურადოვ,muradov
Сафоев,safoev,სადოევ,sadoev
Забуния,zabuniia,გაბუნია,gabunia
Гадчава,gadchava,გაჩავა,gachava
Чаркуляни,charkuliani,ჩარკვიანი,charkviani
Агбабов,agbabov,აგაბაბოვ,agababov
Шуралов,shuralov,შურანოვ,shuranov
Щипакин,schipakin,შიპაკინი,shipakini
Джанеридзе,dzhaneridze,დოლაბერიძე,dolaberidze
Перехлашвили,perekhlashvili,ფარეხელაშვილი,parekhelashvili
Кациев,katsiev,კაცია,katsia
Абдеев,abdeev,აბდიევ,abdiev
Турашвилле,turashville,ტურაშვილი,turashvili
Мазешвили,mazeshvili,მათეშვილი,mateshvili
Старинцев,starintsev,სტარცევ,startsev
Хурзидце,khurzidtse,ხურიძე,khuridze
Малдзигашвили,maldzigashvili,მალძიგაშვილი,maldzigashvili
Глахин,glakhin,შახინ,shakhin
Глибов,glibov,გაიბოვ,gaibov
Табисмедов,tabismedov,პაპისმედოვი,papismedovi
Асланошвили,aslanoshvili,ასლანიშვილი,aslanishvili
Чванаридзе,chvanaridze,ჩაგარიძე,chagaridze
Мориченко,morichenko,მარჩენკო,marchenko
Дохаян,dokhaian,დოხოიან,dokhoian
Лимонджов,limondzhov,სიმონოვ,simonov
Бордюжа,bordiuzha,ბორდიუკოვა,bordiukova
Улумбегашвили,ulumbegashvili,ულუმბელაშვილი,ulumbelashvili
Габрисиян,gabrisiian,გაბრიელიან,gabrielian
Карисцян,karistsian,კარჯაციან,karjatsian
Аракелен,arakelen,არაკელიან,arakelian
Харапаули,kharapauli,ხარანაული,kharanauli
Исоргишвили,isorgishvili,ისერგიშვილი,isergishvili
Пошалишвили,poshalishvili,ფაშალიშვილი,pashalishvili
Голинадзе,golinadze,გოლიაძე,goliadze
Нуадзе,nuadze,ბუაძე,buadze
Чкурулишвили,chkurulishvili,ჟურულიშვილი,zhurulishvili
Шершнев,shershnev,შერშოვა,shershova
Тиблоев,tibloev,თიბილოვ,tibilov
Хуцышвилин,khutsishvilin,ხუციშვილი,khutsishvili
Хизанаишвили,khizanaishvili,ხიზანიშვილი,khizanishvili
Паперуян,paperuian,პაპერციან,papertsian
Уклеевич,ukleevich,ეხევიჩ,ekhevich
Пенделяни,pendeliani,ბენდელიანი,bendeliani
Бергелашвили,bergelashvili,ბერელაშვილი,berelashvili
Пилая,pilaia,ფილია,pilia
Бадзе,badze,ბუაძე,buadze
Пиштовчан,pishtovchan,პიშნოვა,pishnova
Хромченко,khromchenko,ხიმჩენკო,khimchenko
Кодзис,kodzis,კოზიკ,kozik
Шаптошвили,shaptoshvili,შაფთოშვილი,shaptoshvili
Мачандзе,machandze,მაჩაიძე,machaidze
Дзагаков,dzagakov,ძაგახოვი,dzagakhovi
Атабашвили,atabashvili,ასაბაშვილი,asabashvili
Джемшалашвили,dzhemshalashvili,ტყეშელაშვილი,tkheshelashvili
Исахарьян,isakhar'ian,ისახანიან,isakhanian
Ашагашвили,ashagashvili,ვაშაგაშვილი,vashagashvili
Анисонян,anisonian,ანისონიან,anisonian
Паторидзе,patoridze,პატარიძე,pataridze
Топанадзе,topanadze,ტოპატაძე,topatadze
Патунян,patunian,პარუნიან,parunian
Абалакю,abalakiu,აბალაკი,abalaki
Малакянц,malakiants,მალიანც,maliants
Гололдзе,gololdze,გოლოძე,golodze
Коджалиев,kodzhaliev,კოჟაკეევ,kozhakeev
Харчук,kharchuk,მარჩუკ,marchuk
Пересенков,peresenkov,ერემენკო,eremenko
Гошишвилли,goshishvilli,ბოშიშვილი,boshishvili
Вартапетов,vartapetov,ვართაპეტოვ,vartapetov
