rus,en,matched,matchedEngName
Туркадзе,turkadze,თურქაძე,turqadze
Голетиани,goletiani,გოლეთიანი,goletiani
Тория,toriia,თორდია,tordia
Кахадзе,kakhadze,კახაძე,kakhadze
Аркания,arkaniia,არქანია,arqania
Макиев,makiev,მაკიევ,makiev
Карапетов,karapetov,კარაპეტოვ,karapetov
Арзуманян,arzumanian,არზუმანიან,arzumanian
Рижамадзе,rizhamadze,რიჟამაძე,rizhamadze
Иремадзе,iremadze,ირემაძე,iremadze
Сабанадзе,sabanadze,საბანაძე,sabanadze
Хурошвили,khuroshvili,ხუროშვილი,khuroshvili
Данилов,danilov,დანილოვ,danilov
Мамисашвили,mamisashvili,მამისაშვილი,mamisashvili
Егоян,egoian,ეგოიან,egoian
Сиукаев,siukaev,სიუკაევ,siukaev
Ломинадзе,lominadze,ლომინაძე,lominadze
Чкоидзе,chkoidze,ჩიკოიძე,chikoidze
Гугава,gugava,გუგავა,gugava
Келехсашвили,kelekhsashvili,ქელეხსაშვილი,qelekhsashvili
Санадзе,sanadze,სანაძე,sanadze
Суламанидзе,sulamanidze,სულამანიძე,sulamanidze
Хучуа,khuchua,ხუჭუა,khutchua
Цховребадзе,tskhovrebadze,ცხოვრებაძე,tskhovrebadze
Абутидзе,abutidze,აბუთიძე,abutidze
Бежанишвили,bezhanishvili,ბეჟანიშვილი,bezhanishvili
Давыдов,davidov,დავიდოვ,davidov
Леладзе,leladze,ლელაძე,leladze
Еремян,eremian,ერემიან,eremian
Багдасарян,bagdasarian,ბაგდასარიან,bagdasarian
Хасия,khasiia,ხასაია,khasaia
Дгебуадзе,dgebuadze,დგებუაძე,dgebuadze
Хомерики,khomeriki,ხომერიკი,khomeriki
Шавадзе,shavadze,შავაძე,shavadze
Толордава,tolordava,თოლორდავა,tolordava
Багаури,bagauri,ბაგაური,bagauri
Кипиани,kipiani,ყიფიანი,khipiani
Дурсунов,dursunov,დურსუნოვი,dursunovi
Цава,tsava,ცავა,tsava
Гиголашвили,gigolashvili,გიგოლაშვილი,gigolashvili
Акопашвили,akopashvili,აკოფაშვილი,akopashvili
Маркозашвили,markozashvili,მარკოზაშვილი,markozashvili
Чочия,chochiia,ჩოჩია,chochia
Чабукиани,chabukiani,ჭაბუკიანი,tchabukiani
Кикалишвили,kikalishvili,კიკალიშვილი,kikalishvili
Окропиридзе,okropiridze,ოქროპირიძე,oqropiridze
Битаров,bitarov,ბიტაროვ,bitarov
Джалагания,dzhalaganiia,ძაგანია,dzagania
Дзагоев,dzagoev,ძაგოევი,dzagoevi
Морозов,morozov,მოროზოვ,morozov
Адамян,adamian,ადამიან,adamian
Андриадзе,andriadze,ანდრიაძე,andriadze
Гелиашвили,geliashvili,გელიაშვილი,geliashvili
Абхазава,abkhazava,აბხაზავა,abkhazava
Гоцадзе,gotsadze,გოცაძე,gotsadze
Карселадзе,karseladze,ქარსელაძე,qarseladze
Галустов,galustov,გალუსტოვ,galustov
Булия,buliia,ბულია,bulia
Габисония,gabisoniia,გაბისონია,gabisonia
Гулашвили,gulashvili,გულაშვილი,gulashvili
Блуашвили,bluashvili,ბლუაშვილი,bluashvili
Данелян,danelian,დანელიან,danelian
Месхидзе,meskhidze,მესხიძე,meskhidze
Галустян,galustian,გალუსტიან,galustian
Ростомашвили,rostomashvili,როსტომაშვილი,rostomashvili
Гаделия,gadeliia,გადელია,gadelia
Алексанян,aleksanian,ალეკსანიან,aleksanian
Кулиев,kuliev,კულიევ,kuliev
Гогичайшвили,gogichaishvili,გოგიჩაიშვილი,gogichaishvili
Джаджанидзе,dzhadzhanidze,ძაძამიძე,dzadzamidze
Погосов,pogosov,პოღოსოვ,poghosov
Мкоян,mkoian,მკოიან,mkoian
Гвилава,gvilava,გვილავა,gvilava
Кимеридзе,kimeridze,ქიმერიძე,qimeridze
Цакадзе,tsakadze,ცაკაძე,tsakadze
Насибов,nasibov,ნასიბოვ,nasibov
Бухрашвили,bukhrashvili,ბუხრაშვილი,bukhrashvili
Кочишвили,kochishvili,კოჩიშვილი,kochishvili
Куридзе,kuridze,ქურიძე,quridze
Китиашвили,kitiashvili,ქიტიაშვილი,qitiashvili
Устян,ustian,უსტიან,ustian
Давидов,davidov,დავიდოვ,davidov
Месхишвили,meskhishvili,მესხიშვილი,meskhishvili
Маркаров,markarov,მარკაროვ,markarov
Джикаев,dzhikaev,ძუკაევი,dzukaevi
Мазиашвили,maziashvili,მაზიაშვილი,maziashvili
Макаров,makarov,მაკაროვ,makarov
Диасамидзе,diasamidze,დიასამიძე,diasamidze
Газаев,gazaev,გაზაევ,gazaev
Хунашвили,khunashvili,ხუნაშვილი,khunashvili
Тертерашвили,terterashvili,ტერტერაშვილი,terterashvili
Белтадзе,beltadze,ბელთაძე,beltadze
Гоглидзе,goglidze,გოგლიძე,goglidze
Кервалишвили,kervalishvili,კერვალიშვილი,kervalishvili
Орджоникидзе,ordzhonikidze,ორჯონიკიძე,orjonikidze
Гогидзе,gogidze,გოგიძე,gogidze
Трапаидзе,trapaidze,ტრაპაიძე,trapaidze
Ланчава,lanchava,ლანჩავა,lanchava
Лукава,lukava,ლუკავა,lukava
Меквабишвили,mekvabishvili,მექვაბიშვილი,meqvabishvili
Георгобиани,georgobiani,გეორგობიანი,georgobiani
Андреев,andreev,ანდრეევ,andreev
Гахария,gakhariia,გახარია,gakharia
Хантадзе,khantadze,ხანთაძე,khantadze
Гергедава,gergedava,გერგედავა,gergedava
Купреишвили,kupreishvili,კუპრეიშვილი,kupreishvili
Арутинов,arutinov,არუთინოვ,arutinov
Арсенидзе,arsenidze,არსენიძე,arsenidze
Биченов,bichenov,ბიჩენოვ,bichenov
Сартания,sartaniia,სართანია,sartania
Есартия,esartiia,ესართია,esartia
Элизбарашвили,elizbarashvili,ელიზბარაშვილი,elizbarashvili
Гиунашвили,giunashvili,გიუნაშვილი,giunashvili
Брегадзе,bregadze,ბრეგაძე,bregadze
Мурадашвили,muradashvili,მურადაშვილი,muradashvili
Мачитадзе,machitadze,მაჩიტაძე,machitadze
Гасишвили,gasishvili,გასიშვილი,gasishvili
Чочишвили,chochishvili,ჩოჩიშვილი,chochishvili
Порчхидзе,porchkhidze,ფორჩხიძე,porchkhidze
Мовсесян,movsesian,მოვსესიან,movsesian
Голошвили,goloshvili,გოლოშვილი,goloshvili
Хиджакадзе,khidzhakadze,ხიჩაკაძე,khichakadze
Окруашвили,okruashvili,ოქრუაშვილი,oqruashvili
Изория,izoriia,იზორია,izoria
Берекашвили,berekashvili,ბერეკაშვილი,berekashvili
Парулава,parulava,ფარულავა,parulava
Лекишвили,lekishvili,ლეკიშვილი,lekishvili
Мдинарадзе,mdinaradze,მდინარაძე,mdinaradze
Ломия,lomiia,ლომაია,lomaia
Липартелиани,liparteliani,ლიპარტელიანი,liparteliani
Акобия,akobiia,აკობია,akobia
Мартиашвили,martiashvili,მარტიაშვილი,martiashvili
Бадалов,badalov,ბადალოვ,badalov
Мхитарян,mkhitarian,მხითარიან,mkhitarian
Дзадзамия,dzadzamiia,ძაძამია,dzadzamia
Бойко,boiko,ბოიკო,boiko
Сулханишвили,sulkhanishvili,სულხანიშვილი,sulkhanishvili
Гегечкори,gegechkori,გეგეჭკორი,gegetchkori
Хизанашвили,khizanashvili,ხიზანაშვილი,khizanashvili
Ерадзе,eradze,ერაძე,eradze
Амбарян,ambarian,ამბარიან,ambarian
Панцулая,pantsulaia,ფანცულაია,pantsulaia
Адлейба,adleiba,ადლეიბა,adleiba
Гогашвили,gogashvili,გოგაშვილი,gogashvili
Мазанашвили,mazanashvili,მაზანაშვილი,mazanashvili
Куталадзе,kutaladze,კუტალაძე,kutaladze
Шавидзе,shavidze,შავიძე,shavidze
Чикваидзе,chikvaidze,ჩიკვაიძე,chikvaidze
Буркадзе,burkadze,ბურკაძე,burkadze
Чахвашвили,chakhvashvili,ჩახვაშვილი,chakhvashvili
Мачарадзе,macharadze,მახარაძე,makharadze
Джавахадзе,dzhavakhadze,მჟავანაძე,mzhavanadze
Чхетия,chkhetiia,ჩხეტია,chkhetia
Самушия,samushiia,სამუშია,samushia
Ванишвили,vanishvili,ვანიშვილი,vanishvili
Азизов,azizov,აზიზოვ,azizov
Цулукидзе,tsulukidze,წულუკიძე,tsulukidze
Махмуд,makhmud,მახმუდ,makhmud
Абуашвили,abuashvili,აბუაშვილი,abuashvili
Кемашвили,kemashvili,ქემაშვილი,qemashvili
Манджгаладзе,mandzhgaladze,მანჯგალაძე,manjgaladze
Богверадзе,bogveradze,ბოგვერაძე,bogveradze
Хачатурьян,khachatur'ian,ხაჩატურიან,khachaturian
Джабиев,dzhabiev,ნაბიევ,nabiev
Сехниашвили,sekhniashvili,სეხნიაშვილი,sekhniashvili
Габарашвили,gabarashvili,გაბარაშვილი,gabarashvili
Чохонелидзе,chokhonelidze,ჭოხონელიძე,tchokhonelidze
Шекиладзе,shekiladze,შეკილაძე,shekiladze
Цхварадзе,tskhvaradze,ცხვარაძე,tskhvaradze
Беставашвили,bestavashvili,ბესტავაშვილი,bestavashvili
Дзагания,dzaganiia,ძაგანია,dzagania
Бузаладзе,buzaladze,ბუზალაძე,buzaladze
Вардиашвили,vardiashvili,ვარდიაშვილი,vardiashvili
Бекоев,bekoev,ბეკოევი,bekoevi
Рухая,rukhaia,რუხაია,rukhaia
Имедашвили,imedashvili,იმედაშვილი,imedashvili
Гугешашвили,gugeshashvili,გუგეშაშვილი,gugeshashvili
Квирквелия,kvirkveliia,კვირკველია,kvirkvelia
Халадзе,khaladze,ხალაძე,khaladze
Антонов,antonov,ანტონოვ,antonov
Бежиташвили,bezhitashvili,ბეჟიტაშვილი,bezhitashvili
Квашилава,kvashilava,კვაშილავა,kvashilava
Кокиашвили,kokiashvili,კოკიაშვილი,kokiashvili
Осканов,oskanov,ოსკანოვ,oskanov
Ломая,lomaia,ლომაია,lomaia
Тарасов,tarasov,ტარასოვ,tarasov
Антадзе,antadze,ანთაძე,antadze
Паксашвили,paksashvili,პაკსაშვილი,paksashvili
Гогитидзе,gogitidze,გოგიტიძე,gogitidze
Джавашвили,dzhavashvili,ძავაშვილი,dzavashvili
Тордия,tordiia,თორდია,tordia
Цикоридзе,tsikoridze,ციკორიძე,tsikoridze
Мкртичян,mkrtichian,მკრტიჩიან,mkrtichian
Кочадзе,kochadze,კოჩაძე,kochadze
Элиашвили,eliashvili,ელიაშვილი,eliashvili
Руадзе,ruadze,რუაძე,ruadze
Мампория,mamporiia,მამფორია,mamporia
Маркарьян,markar'ian,მარკარიან,markarian
Маисашвили,maisashvili,მაისაშვილი,maisashvili
Горгодзе,gorgodze,გორგოძე,gorgodze
Гвенцадзе,gventsadze,გვენცაძე,gventsadze
Джахая,dzhakhaia,ჩახაია,chakhaia
Дарбинян,darbinian,დარბინიან,darbinian
Батиашвили,batiashvili,ბათიაშვილი,batiashvili
Мачаидзе,machaidze,მაჩაიძე,machaidze
Власов,vlasov,ვლასოვ,vlasov
Мхеидзе,mkheidze,მხეიძე,mkheidze
Ормоцадзе,ormotsadze,ორმოცაძე,ormotsadze
Кимадзе,kimadze,კიმაძე,kimadze
Меликов,melikov,მელიკოვი,melikovi
Басилая,basilaia,ბასილაია,basilaia
Бязров,biazrov,ბიაზროვი,biazrovi
Татунашвили,tatunashvili,ტატუნაშვილი,tatunashvili
Харебов,kharebov,ხარებოვი,kharebovi
Накопия,nakopiia,ნაყოფია,nakhopia
Чарквиани,charkviani,ჩარკვიანი,charkviani
Ирицян,iritsian,ირიციან,iritsian
Джангулашвили,dzhangulashvili,ჯანგულაშვილი,jangulashvili
Копанадзе,kopanadze,კაპანაძე,kapanadze
Перанидзе,peranidze,პერანიძე,peranidze
Мебония,meboniia,მებონია,mebonia
Григолия,grigoliia,გრიგოლია,grigolia
Сулашвили,sulashvili,სულაშვილი,sulashvili
Шарабидзе,sharabidze,შარაბიძე,sharabidze
Гвинианидзе,gvinianidze,გვინიანიძე,gvinianidze
Квижинадзе,kvizhinadze,კვიჟინაძე,kvizhinadze
Инашвили,inashvili,ინაშვილი,inashvili
Круашвили,kruashvili,ყრუაშვილი,khruashvili
Маркосян,markosian,მარკოსიან,markosian
Куталия,kutaliia,კუტალია,kutalia
Омаров,omarov,ომაროვ,omarov
Купарадзе,kuparadze,კუპატაძე,kupatadze
Цоцория,tsotsoriia,წოწორია,tsotsoria
Шенгеля,shengelia,შენგელია,shengelia
Джафаров,dzhafarov,დჟავადოვ,dzhavadov
Какиашвили,kakiashvili,კაკიაშვილი,kakiashvili
Сахвадзе,sakhvadze,სახვაძე,sakhvadze
Гоголаури,gogolauri,გოგოლაური,gogolauri
Чикобава,chikobava,ჩიკობავა,chikobava
Егоров,egorov,ეგოროვ,egorov
Курбан,kurban,კურბან,kurban
Бандзеладзе,bandzeladze,ბანძელაძე,bandzeladze
Харашвили,kharashvili,ყარაშვილი,kharashvili
Цкипуришвили,tskipurishvili,ცქიფურიშვილი,tsqipurishvili
Черкезишвили,cherkezishvili,ჩერქეზიშვილი,cherqezishvili
Орлов,orlov,ორლოვ,orlov
Джабуа,dzhabua,მჟავია,mzhavia
Чоладзе,choladze,ჩალაძე,chaladze
Кикадзе,kikadze,კიკაძე,kikadze
Кбилашвили,kbilashvili,კბილაშვილი,kbilashvili
Убилава,ubilava,უბილავა,ubilava
Зауташвили,zautashvili,ზაუტაშვილი,zautashvili
Маисурадзе,maisuradze,მაისურაძე,maisuradze
Хупения,khupeniia,ხუფენია,khupenia
Тигиев,tigiev,თიგიევი,tigievi
Зайцев,zaitsev,ზაიცევ,zaitsev
Захаров,zakharov,ზახაროვ,zakharov
Чалидзе,chalidze,ჩალიძე,chalidze
Асабашвили,asabashvili,ასაბაშვილი,asabashvili
Кунчулия,kunchuliia,კუნჭულია,kuntchulia
Баркалая,barkalaia,ბარკალაია,barkalaia
Киракосян,kirakosian,კირაკოსიან,kirakosian
Ширинян,shirinian,შირინიან,shirinian
Меликишвили,melikishvili,მელიქიშვილი,meliqishvili
Хомасуридзе,khomasuridze,ხომასურიძე,khomasuridze
Чочуа,chochua,ჩოჩუა,chochua
Нахапетян,nakhapetian,ნახაპეტიან,nakhapetian
Сулейман,suleiman,სულეიმანი,suleimani
Нуриев,nuriev,ნურიევ,nuriev
Донадзе,donadze,დონაძე,donadze
Цухишвили,tsukhishvili,ცუხიშვილი,tsukhishvili
Шургая,shurgaia,შურღაია,shurghaia
Зеделашвили,zedelashvili,ზედელაშვილი,zedelashvili
Пертая,pertaia,პერტაია,pertaia
Енделадзе,endeladze,ენდელაძე,endeladze
Кантария,kantariia,ქანთარია,qantaria
Тумасян,tumasian,ტუმასიან,tumasian
Мерабишвили,merabishvili,მერაბიშვილი,merabishvili
Гошадзе,goshadze,გოშაძე,goshadze
Мазмишвили,mazmishvili,მაზმიშვილი,mazmishvili
Квривишвили,kvrivishvili,ქვრივიშვილი,qvrivishvili
Кутелия,kuteliia,კუტელია,kutelia
Варданидзе,vardanidze,ვარდანიძე,vardanidze
Дзамукашвили,dzamukashvili,ძამუკაშვილი,dzamukashvili
Сомхишвили,somkhishvili,სომხიშვილი,somkhishvili
Шавгулидзе,shavgulidze,შავგულიძე,shavgulidze
Маршев,marshev,მარშავა,marshava
Арахамия,arakhamiia,არახამია,arakhamia
Габададзе,gabadadze,გაბადაძე,gabadadze
Гваладзе,gvaladze,გვალაძე,gvaladze
Мамадашвили,mamadashvili,მამადაშვილი,mamadashvili
Крихели,krikheli,კრიხელი,krikheli
Маргания,marganiia,მარღანია,marghania
Мурванидзе,murvanidze,მურვანიძე,murvanidze
Хуцидзе,khutsidze,ხუციძე,khutsidze
Дурглишвили,durglishvili,დურგლიშვილი,durglishvili
Бабоян,baboian,ბაბოიან,baboian
Чутлашвили,chutlashvili,ჩუთლაშვილი,chutlashvili
Сорокин,sorokin,სოროკინ,sorokin
Церувадзе,tseruvadze,ცერცვაძე,tsertsvadze
Копалейшвили,kopaleishvili,კოპალეიშვილი,kopaleishvili
Баланчивадзе,balanchivadze,ბალანჩივაძე,balanchivadze
Джоглидзе,dzhoglidze,ჟოლიძე,zholidze
Кавелашвили,kavelashvili,ყაველაშვილი,khavelashvili
Кашибадзе,kashibadze,კაშიბაძე,kashibadze
Квиквиния,kvikviniia,კვიკვინია,kvikvinia
Очигава,ochigava,ოჩიგავა,ochigava
Одикадзе,odikadze,ოდიკაძე,odikadze
Каджаев,kadzhaev,კადჟაევა,kadzhaeva
Окроперидзе,okroperidze,ოქროპერიძე,oqroperidze
Тибилашвили,tibilashvili,თიბილაშვილი,tibilashvili
Мосешвили,moseshvili,მოსეშვილი,moseshvili
Садыков,sadikov,სადიკოვ,sadikov
Шошиашвили,shoshiashvili,შოშიაშვილი,shoshiashvili
Цивцивадзе,tsivtsivadze,წივწივაძე,tsivtsivadze
Уридия,uridiia,ურიდია,uridia
Тепнадзе,tepnadze,ტეფნაძე,tepnadze
Догонадзе,dogonadze,დოგონაძე,dogonadze
Кахниашвили,kakhniashvili,კახნიაშვილი,kakhniashvili
Техов,tekhov,ტეხოვ,tekhov
Кадагишвили,kadagishvili,ქადაგიშვილი,qadagishvili
Кабулашвили,kabulashvili,კაბულაშვილი,kabulashvili
Тертеров,terterov,ტერტეროვი,terterovi
Лазарашвили,lazarashvili,ლაზარაშვილი,lazarashvili
Амирханян,amirkhanian,ამირხანიან,amirkhanian
Вепхвадзе,vepkhvadze,ვეფხვაძე,vepkhvadze
Татуашвили,tatuashvili,ტატუაშვილი,tatuashvili
Щербаков,scherbakov,შერბაკოვ,sherbakov
Макеев,makeev,მაკეევ,makeev
Харатишвили,kharatishvili,ხარატიშვილი,kharatishvili
Цикаридзе,tsikaridze,ცინარიძე,tsinaridze
Тарба,tarba,თარბა,tarba
Карели,kareli,კარელი,kareli
Бухаидзе,bukhaidze,ბუხაიძე,bukhaidze
Кекелия,kekeliia,კეკელია,kekelia
Клдиашвили,kldiashvili,კლდიაშვილი,kldiashvili
Парастаев,parastaev,პარასტაევ,parastaev
Гибрадзе,gibradze,ღიბრაძე,ghibradze
Гогричиани,gogrichiani,გოგრიჭიანი,gogritchiani
Вартаньян,vartan'ian,ვართანიან,vartanian
Канкия,kankiia,კანკია,kankia
Битиев,bitiev,ბიტიევ,bitiev
Одишария,odishariia,ოდიშარია,odisharia
Малхасян,malkhasian,მალხასიან,malkhasian
Джугашвили,dzhugashvili,ხუგაშვილი,khugashvili
Келехсаев,kelekhsaev,ქელეხსაევ,qelekhsaev
Медведев,medvedev,მედვედევ,medvedev
Касаев,kasaev,კარაევ,karaev
Джикурашвили,dzhikurashvili,ძიგურაშვილი,dzigurashvili
Овсепян,ovsepian,ოვსეპიან,ovsepian
Ревазишвили,revazishvili,რევაზიშვილი,revazishvili
Датуашвили,datuashvili,დათუაშვილი,datuashvili
Даржания,darzhaniia,დარჟანია,darzhania
Русишвили,rusishvili,რუსიშვილი,rusishvili
Чаргазия,chargaziia,ჩარგაზია,chargazia
Лазашвили,lazashvili,ლაზაშვილი,lazashvili
Верулашвили,verulashvili,ვერულაშვილი,verulashvili
Хугашвили,khugashvili,ხუგაშვილი,khugashvili
Смирнов,smirnov,სმირნოვ,smirnov
Ломашвили,lomashvili,ლომაშვილი,lomashvili
Гогатишвили,gogatishvili,გოგატიშვილი,gogatishvili
Муса,musa,მუსა,musa
Шулая,shulaia,შულაია,shulaia
Чипашвили,chipashvili,ჩიფაშვილი,chipashvili
Ахалкаци,akhalkatsi,ახალკაცი,akhalkatsi
Дарахвелидзе,darakhvelidze,დარახველიძე,darakhvelidze
Чиргадзе,chirgadze,ჩირგაძე,chirgadze
Комладзе,komladze,კომლაძე,komladze
Тарашвили,tarashvili,თარაშვილი,tarashvili
Габелашвили,gabelashvili,გაბელაშვილი,gabelashvili
Мануков,manukov,მანუკოვ,manukov
Оболашвили,obolashvili,ობოლაშვილი,obolashvili
Сланов,slanov,ასლანოვ,aslanov
Бурчуладзе,burchuladze,ბურჭულაძე,burtchuladze
Нармания,narmaniia,ნარმანია,narmania
Бжалава,bzhalava,ბჟალავა,bzhalava
Шарифов,sharifov,შარიფოვ,sharipov
Асламазов,aslamazov,ასლამაზოვ,aslamazov
Фоменко,fomenko,ფომენკო,pomenko
Сургуладзе,surguladze,სურგულაძე,surguladze
Тандилашвили,tandilashvili,თანდილაშვილი,tandilashvili
Картозия,kartoziia,კარტოზია,kartozia
Муджири,mudzhiri,მუჯირი,mujiri
Шекриладзе,shekriladze,შეყილაძე,shekhiladze
Хетагури,khetaguri,ხეთაგური,khetaguri
Гоголидзе,gogolidze,გოგოლიძე,gogolidze
Микаутадзе,mikautadze,მიქაუტაძე,miqautadze
Николаев,nikolaev,ნიკოლაევ,nikolaev
Гаврилов,gavrilov,გავრილოვ,gavrilov
Хундадзе,khundadze,ხუნდაძე,khundadze
Ламидзе,lamidze,ლომიძე,lomidze
Тиникашвили,tinikashvili,თინიკაშვილი,tinikashvili
Чачхиани,chachkhiani,ჩაჩხიანი,chachkhiani
Лекиашвили,lekiashvili,ლეკიაშვილი,lekiashvili
Дейсадзе,deisadze,დეისაძე,deisadze
Чучулашвили,chuchulashvili,ჩეჩელაშვილი,chechelashvili
Тандашвили,tandashvili,თანდაშვილი,tandashvili
Бакашвили,bakashvili,ბაკაშვილი,bakashvili
Кудинов,kudinov,კუდინოვ,kudinov
Вачарадзе,vacharadze,ვაჭარაძე,vatcharadze
Казарьян,kazar'ian,კაზარიან,kazarian
Назарян,nazarian,ნაზარიან,nazarian
Бекошвили,bekoshvili,ბეკოშვილი,bekoshvili
Шария,shariia,შარია,sharia
Ревазашвили,revazashvili,რევაზაშვილი,revazashvili
Хасая,khasaia,ხასაია,khasaia
Гведашвили,gvedashvili,ღვედაშვილი,ghvedashvili
Гугунишвили,gugunishvili,გუგუნაშვილი,gugunashvili
Мерквиладзе,merkviladze,მერკვილაძე,merkviladze
Схулухия,skhulukhiia,სხულუხია,skhulukhia
Елоев,eloev,ელოევი,eloevi
Топадзе,topadze,თოფაძე,topadze
Поляков,poliakov,პოლიაკოვ,poliakov
Цнобиладзе,tsnobiladze,ცნობილაძე,tsnobiladze
Костава,kostava,კოსტავა,kostava
Григорьев,grigor'ev,გრიგორიევ,grigoriev
Барамия,baramiia,ბარამია,baramia
Ткабладзе,tkabladze,ტყაბლაძე,tkhabladze
Микоян,mikoian,მიკოიან,mikoian
Хмиадашвили,khmiadashvili,ხმიადაშვილი,khmiadashvili
Агаджанян,agadzhanian,აგადჟანიან,agadzhanian
Бичикашвили,bichikashvili,ბიჩიკაშვილი,bichikashvili
Надашвили,nadashvili,ნადაშვილი,nadashvili
Масурашвили,masurashvili,მასურაშვილი,masurashvili
Гасан,gasan,გასან,gasan
Хухуа,khukhua,ხუხუა,khukhua
Туркия,turkiia,ტურკინა,turkina
Антидзе,antidze,ანთიძე,antidze
Саакашвили,saakashvili,სააკაშვილი,saakashvili
Буачидзе,buachidze,ბუაჩიძე,buachidze
Минашвили,minashvili,მინაშვილი,minashvili
Мирзоян,mirzoian,მირზოიან,mirzoian
Музаев,muzaev,მუზაევ,muzaev
Махароблидзе,makharoblidze,მახარობლიძე,makharoblidze
Лордкипанидзе,lordkipanidze,ლორთქიფანიძე,lortqipanidze
Пирцхалайшвили,pirtskhalaishvili,ფირცხალაიშვილი,pirtskhalaishvili
Закарашвили,zakarashvili,ზაქარაშვილი,zaqarashvili
Самсонидзе,samsonidze,სამსონიძე,samsonidze
Казаев,kazaev,კარაევ,karaev
Чикадзе,chikadze,ჩიკაძე,chikadze
Восканян,voskanian,ვოსკანიან,voskanian
Лапачи,lapachi,ლაფაჩი,lapachi
Чхенкели,chkhenkeli,ჩხენკელი,chkhenkeli
Кисиев,kisiev,კისიევ,kisiev
Цабадзе,tsabadze,ცაბაძე,tsabadze
Чичиашвили,chichiashvili,ჩიჩიაშვილი,chichiashvili
Дзоценидзе,dzotsenidze,ძოწენიძე,dzotsenidze
Давитулиани,davituliani,დავითულიანი,davituliani
Петренко,petrenko,პეტრენკო,petrenko
Воробьев,vorob'ev,ვორობიევ,vorobiev
Мирцхулава,mirtskhulava,მირცხულავა,mirtskhulava
Метонидзе,metonidze,მეტონიძე,metonidze
Гогошвили,gogoshvili,გოგოშვილი,gogoshvili
Цилосани,tsilosani,წილოსანი,tsilosani
Шарвадзе,sharvadze,შარვაძე,sharvadze
Дзукаев,dzukaev,ძუკაევი,dzukaevi
Сацерадзе,satseradze,საცერაძე,satseradze
Кизирия,kiziriia,კიზირია,kiziria
Гогелия,gogeliia,გოგელია,gogelia
Бохуа,bokhua,ბოხუა,bokhua
Сергеев,sergeev,სერგეევ,sergeev
Гургенашвили,gurgenashvili,გურგენაშვილი,gurgenashvili
Китуашвили,kituashvili,კიტუაშვილი,kituashvili
Харебашвили,kharebashvili,ხარებაშვილი,kharebashvili
Якобашвили,iakobashvili,იაკობაშვილი,iakobashvili
Симсиве,simsive,სიმსივე,simsive
Гордадзе,gordadze,გორდაძე,gordadze
Чавчанидзе,chavchanidze,ჩაჩანიძე,chachanidze
Лобадзе,lobadze,ლობაძე,lobadze
Касрашвили,kasrashvili,კასრაშვილი,kasrashvili
Туквадзе,tukvadze,ტუკვაძე,tukvadze
Каркашадзе,karkashadze,ქარქაშაძე,qarqashadze
Неберидзе,neberidze,ნებერიძე,neberidze
Нишнианидзе,nishnianidze,ნიშნიანიძე,nishnianidze
Кенчадзе,kenchadze,კენჭაძე,kentchadze
Цкитишвили,tskitishvili,ცქიტიშვილი,tsqitishvili
Гетия,getiia,გეთია,getia
Чумбадзе,chumbadze,ჭუმბაძე,tchumbadze
Богданов,bogdanov,ბოგდანოვ,bogdanov
Шавлохов,shavlokhov,შავლოხოვ,shavlokhov
Мгалоблишвили,mgaloblishvili,მგალობლიშვილი,mgaloblishvili
Татришвили,tatrishvili,თათრიშვილი,tatrishvili
Авалиани,avaliani,ავალიანი,avaliani
Чапичадзе,chapichadze,ჩაფიჩაძე,chapichadze
Ломтатидзе,lomtatidze,ლომთათიძე,lomtatidze
Маглаперидзе,maglaperidze,მაღლაფერიძე,maghlaperidze
Никитин,nikitin,ნიკიტინ,nikitin
Агаджанов,agadzhanov,აგადჟანოვ,agadzhanov
Чахвадзе,chakhvadze,ჩახვაძე,chakhvadze
Мосулишвили,mosulishvili,მოსულიშვილი,mosulishvili
Цоцонава,tsotsonava,წოწონავა,tsotsonava
Клименко,klimenko,კლიმენკო,klimenko
Созашвили,sozashvili,სოზაშვილი,sozashvili
Джимшелейшвили,dzhimsheleishvili,ჯიმშელეიშვილი,jimsheleishvili
Макалатия,makalatiia,მაკალათია,makalatia
Меликян,melikian,მელიკიან,melikian
Насаридзе,nasaridze,ნასარიძე,nasaridze
Сологашвили,sologashvili,სოლოგაშვილი,sologashvili
Гамезардашвили,gamezardashvili,გამეზარდაშვილი,gamezardashvili
Кусрашвили,kusrashvili,კუსრაშვილი,kusrashvili
Гикаев,gikaev,გიკაევ,gikaev
Датиашвили,datiashvili,დათიაშვილი,datiashvili
Папошвили,paposhvili,პაპოშვილი,paposhvili
Барнабишвили,barnabishvili,ბარნაბიშვილი,barnabishvili
Даташвили,datashvili,დათაშვილი,datashvili
Татанашвили,tatanashvili,თათანაშვილი,tatanashvili
Джаникашвили,dzhanikashvili,ხანიკაშვილი,khanikashvili
Гучмазов,guchmazov,გუჩმაზოვ,guchmazov
Сулава,sulava,სულავა,sulava
Олейников,oleinikov,ოლეინიკოვ,oleinikov
Кохадзе,kokhadze,კოხაძე,kokhadze
Пилосян,pilosian,პილოსიან,pilosian
Шерозия,sheroziia,შეროზია,sherozia
Гулордава,gulordava,გულორდავა,gulordava
Толорая,toloraia,თოლორაია,toloraia
Зиракадзе,zirakadze,ზირაკაძე,zirakadze
Накашидзе,nakashidze,ნაკაშიძე,nakashidze
